Geneid	SRR14612091_myofibroblast_male
ENSSSCG00000011489	14
ENSSSCG00000011490	0
ENSSSCG00000011491	629
ENSSSCG00000011492	0
ENSSSCG00000011493	566
ENSSSCG00000011495	274
ENSSSCG00000018815	0
ENSSSCG00000011496	1930
ENSSSCG00000011497	130
ENSSSCG00000018904	0
ENSSSCG00000011498	6
ENSSSCG00000011499	140
ENSSSCG00000020125	0
ENSSSCG00000011500	9
ENSSSCG00000011501	1220
ENSSSCG00000011502	0
ENSSSCG00000011503	0
ENSSSCG00000011504	228
ENSSSCG00000011505	405
ENSSSCG00000011506	240
ENSSSCG00000011507	2683
ENSSSCG00000011508	12
ENSSSCG00000011509	272
ENSSSCG00000011510	622
ENSSSCG00000011511	28
ENSSSCG00000011512	18
ENSSSCG00000011513	18
ENSSSCG00000011514	2
ENSSSCG00000011515	363
ENSSSCG00000019661	0
ENSSSCG00000011516	113
ENSSSCG00000011517	237
ENSSSCG00000011518	37
ENSSSCG00000011519	175
ENSSSCG00000011520	3
ENSSSCG00000011521	1843
ENSSSCG00000011522	83
ENSSSCG00000019695	0
ENSSSCG00000011523	0
ENSSSCG00000019387	0
ENSSSCG00000011524	0
ENSSSCG00000011525	0
ENSSSCG00000020400	0
ENSSSCG00000020409	0
ENSSSCG00000011526	0
ENSSSCG00000018941	0
ENSSSCG00000020383	0
ENSSSCG00000011527	95
ENSSSCG00000011528	0
ENSSSCG00000011529	238
ENSSSCG00000011530	213
ENSSSCG00000011531	39
ENSSSCG00000011532	876
ENSSSCG00000011533	814
ENSSSCG00000011534	1699
ENSSSCG00000011535	646
ENSSSCG00000011536	19
ENSSSCG00000011537	0
ENSSSCG00000011538	711
ENSSSCG00000011539	30
ENSSSCG00000011540	1299
ENSSSCG00000011541	261
ENSSSCG00000011542	209
ENSSSCG00000011543	0
ENSSSCG00000011544	0
ENSSSCG00000011545	187
ENSSSCG00000011546	385
ENSSSCG00000011547	1
ENSSSCG00000011548	344
ENSSSCG00000011549	51
ENSSSCG00000011550	192
ENSSSCG00000011551	374
ENSSSCG00000011552	1385
ENSSSCG00000011553	117
ENSSSCG00000011554	10
ENSSSCG00000011555	153
ENSSSCG00000011556	8
ENSSSCG00000011557	14
ENSSSCG00000011558	189
ENSSSCG00000011559	199
ENSSSCG00000011560	218
ENSSSCG00000011561	4
ENSSSCG00000011562	586
ENSSSCG00000011563	201
ENSSSCG00000019237	0
ENSSSCG00000011564	10
ENSSSCG00000011565	748
ENSSSCG00000011566	0
ENSSSCG00000011567	109
ENSSSCG00000011568	8
ENSSSCG00000011569	54
ENSSSCG00000011570	6
ENSSSCG00000011571	0
ENSSSCG00000011572	585
ENSSSCG00000011573	50
ENSSSCG00000011574	10
ENSSSCG00000018670	0
ENSSSCG00000011575	107
ENSSSCG00000011576	9
ENSSSCG00000011577	0
ENSSSCG00000011578	188
ENSSSCG00000019373	0
ENSSSCG00000011579	0
ENSSSCG00000020536	0
ENSSSCG00000011580	139
ENSSSCG00000011581	2
ENSSSCG00000011582	214
ENSSSCG00000011583	12
ENSSSCG00000011584	0
ENSSSCG00000011585	3337
ENSSSCG00000011586	245
ENSSSCG00000011587	0
ENSSSCG00000011588	0
ENSSSCG00000011589	264
ENSSSCG00000011590	0
ENSSSCG00000011591	0
ENSSSCG00000011592	1550
ENSSSCG00000011593	285
ENSSSCG00000020539	0
ENSSSCG00000011594	302
ENSSSCG00000011595	304
ENSSSCG00000011596	17
ENSSSCG00000011597	204
ENSSSCG00000011598	59
ENSSSCG00000011599	0
ENSSSCG00000011600	15
ENSSSCG00000011601	141
ENSSSCG00000011602	434
ENSSSCG00000011603	946
ENSSSCG00000011604	137
ENSSSCG00000011605	0
ENSSSCG00000011606	0
ENSSSCG00000011607	0
ENSSSCG00000011608	32
ENSSSCG00000011609	4282
ENSSSCG00000011610	0
ENSSSCG00000011612	2338
ENSSSCG00000011613	1269
ENSSSCG00000011614	405
ENSSSCG00000011615	2673
ENSSSCG00000011616	2192
ENSSSCG00000011617	0
ENSSSCG00000011618	236
ENSSSCG00000011619	38
ENSSSCG00000011620	573
ENSSSCG00000011621	4039
ENSSSCG00000011622	0
ENSSSCG00000011623	109
ENSSSCG00000011624	105
ENSSSCG00000011625	0
ENSSSCG00000011626	0
ENSSSCG00000011627	0
ENSSSCG00000011628	1729
ENSSSCG00000011629	66
ENSSSCG00000011630	2
ENSSSCG00000011631	401
ENSSSCG00000011632	116
ENSSSCG00000011633	10
ENSSSCG00000011634	136
ENSSSCG00000011635	3
ENSSSCG00000011636	0
ENSSSCG00000011637	407
ENSSSCG00000018249	0
ENSSSCG00000011638	14
ENSSSCG00000011639	250
ENSSSCG00000011640	0
ENSSSCG00000011641	11
ENSSSCG00000011642	2144
ENSSSCG00000011643	5180
ENSSSCG00000011644	151
ENSSSCG00000011645	114
ENSSSCG00000011646	0
ENSSSCG00000011647	0
ENSSSCG00000020643	0
ENSSSCG00000011648	984
ENSSSCG00000020084	0
ENSSSCG00000011649	82
ENSSSCG00000011650	288
ENSSSCG00000011651	86
ENSSSCG00000011652	736
ENSSSCG00000011653	117
ENSSSCG00000011654	0
ENSSSCG00000019566	0
ENSSSCG00000011655	147
ENSSSCG00000011656	0
ENSSSCG00000011657	0
ENSSSCG00000011658	69
ENSSSCG00000011659	3
ENSSSCG00000011660	0
ENSSSCG00000018185	0
ENSSSCG00000011661	409
ENSSSCG00000011662	3905
ENSSSCG00000011663	0
ENSSSCG00000018439	0
ENSSSCG00000011664	52
ENSSSCG00000011665	0
ENSSSCG00000011666	28
ENSSSCG00000011667	4431
ENSSSCG00000011668	0
ENSSSCG00000011669	277
ENSSSCG00000019991	0
ENSSSCG00000011670	31
ENSSSCG00000011671	866
ENSSSCG00000011672	309
ENSSSCG00000011673	510
ENSSSCG00000011674	474
ENSSSCG00000011675	0
ENSSSCG00000011676	3472
ENSSSCG00000011677	76
ENSSSCG00000011678	687
ENSSSCG00000011679	362
ENSSSCG00000019490	0
ENSSSCG00000011680	2
ENSSSCG00000011681	201
ENSSSCG00000011682	2
ENSSSCG00000011683	1218
ENSSSCG00000011684	649
ENSSSCG00000011685	0
ENSSSCG00000019975	0
ENSSSCG00000011686	21
ENSSSCG00000019379	0
ENSSSCG00000011687	715
ENSSSCG00000019147	0
ENSSSCG00000011688	1158
ENSSSCG00000018949	0
ENSSSCG00000011689	6890
ENSSSCG00000011690	247
ENSSSCG00000011691	0
ENSSSCG00000011692	0
ENSSSCG00000011693	0
ENSSSCG00000020329	0
ENSSSCG00000011694	0
ENSSSCG00000011695	291
ENSSSCG00000011696	123
ENSSSCG00000011697	72
ENSSSCG00000011698	1771
ENSSSCG00000011699	328
ENSSSCG00000011700	4
ENSSSCG00000011701	1
ENSSSCG00000011702	365
ENSSSCG00000011703	0
ENSSSCG00000011704	616
ENSSSCG00000011705	236
ENSSSCG00000011706	0
ENSSSCG00000011707	105
ENSSSCG00000011708	593
ENSSSCG00000011709	771
ENSSSCG00000011710	902
ENSSSCG00000011711	0
ENSSSCG00000011712	0
ENSSSCG00000011713	0
ENSSSCG00000011714	15
ENSSSCG00000011715	0
ENSSSCG00000011716	0
ENSSSCG00000011717	7
ENSSSCG00000011718	127
ENSSSCG00000011719	13
ENSSSCG00000011720	1742
ENSSSCG00000011721	126
ENSSSCG00000011722	56
ENSSSCG00000018290	0
ENSSSCG00000011723	0
ENSSSCG00000019670	0
ENSSSCG00000011724	0
ENSSSCG00000011725	496
ENSSSCG00000019096	0
ENSSSCG00000011726	9
ENSSSCG00000011727	1060
ENSSSCG00000011728	0
ENSSSCG00000018703	0
ENSSSCG00000011729	1091
ENSSSCG00000011730	0
ENSSSCG00000011731	1115
ENSSSCG00000019020	0
ENSSSCG00000019389	0
ENSSSCG00000011732	272
ENSSSCG00000011733	133
ENSSSCG00000011734	0
ENSSSCG00000020395	0
ENSSSCG00000020451	0
ENSSSCG00000020622	0
ENSSSCG00000011735	0
ENSSSCG00000011736	0
ENSSSCG00000011737	0
ENSSSCG00000011738	0
ENSSSCG00000011739	461
ENSSSCG00000011740	53
ENSSSCG00000011741	1735
ENSSSCG00000011742	0
ENSSSCG00000011743	1622
ENSSSCG00000011744	59
ENSSSCG00000011745	499
ENSSSCG00000011746	1896
ENSSSCG00000011747	27
ENSSSCG00000011748	0
ENSSSCG00000011749	0
ENSSSCG00000011750	80
ENSSSCG00000011751	0
ENSSSCG00000011752	4310
ENSSSCG00000020306	0
ENSSSCG00000011753	9
ENSSSCG00000011754	0
ENSSSCG00000011755	122
ENSSSCG00000020335	0
ENSSSCG00000019223	0
ENSSSCG00000011756	0
ENSSSCG00000011757	3
ENSSSCG00000011758	48
ENSSSCG00000020342	0
ENSSSCG00000011759	38
ENSSSCG00000019249	0
ENSSSCG00000011760	690
ENSSSCG00000018517	0
ENSSSCG00000018554	0
ENSSSCG00000020389	0
ENSSSCG00000018447	0
ENSSSCG00000011761	0
ENSSSCG00000011762	242
ENSSSCG00000011763	130
ENSSSCG00000011764	183
ENSSSCG00000020570	0
ENSSSCG00000011765	56
ENSSSCG00000011766	0
ENSSSCG00000011767	596
ENSSSCG00000011768	18
ENSSSCG00000019512	0
ENSSSCG00000011769	2061
ENSSSCG00000011770	109
ENSSSCG00000011771	0
ENSSSCG00000018260	0
ENSSSCG00000019491	0
ENSSSCG00000019994	0
ENSSSCG00000011772	722
ENSSSCG00000011773	763
ENSSSCG00000011774	230
ENSSSCG00000018236	0
ENSSSCG00000011775	252
ENSSSCG00000011776	1117
ENSSSCG00000011777	26
ENSSSCG00000011778	0
ENSSSCG00000011779	404
ENSSSCG00000011780	0
ENSSSCG00000011781	38
ENSSSCG00000011782	359
ENSSSCG00000011783	471
ENSSSCG00000011784	0
ENSSSCG00000011785	61
ENSSSCG00000011786	0
ENSSSCG00000011787	182
ENSSSCG00000011788	271
ENSSSCG00000011789	242
ENSSSCG00000011790	31
ENSSSCG00000011791	53
ENSSSCG00000011792	125
ENSSSCG00000011793	2
ENSSSCG00000011794	320
ENSSSCG00000011795	674
ENSSSCG00000019681	0
ENSSSCG00000011796	10
ENSSSCG00000011797	386
ENSSSCG00000011798	570
ENSSSCG00000011799	0
ENSSSCG00000011800	0
ENSSSCG00000011801	0
ENSSSCG00000011802	0
ENSSSCG00000019296	0
ENSSSCG00000011803	3894
ENSSSCG00000018746	8
ENSSSCG00000018172	14
ENSSSCG00000020580	9
ENSSSCG00000019309	5
ENSSSCG00000019418	0
ENSSSCG00000011804	110
ENSSSCG00000011805	0
ENSSSCG00000011806	2314
ENSSSCG00000011807	60
ENSSSCG00000011808	18
ENSSSCG00000011809	0
ENSSSCG00000011810	1112
ENSSSCG00000011811	1613
ENSSSCG00000019404	0
ENSSSCG00000011812	0
ENSSSCG00000020193	0
ENSSSCG00000011813	84
ENSSSCG00000011814	0
ENSSSCG00000011815	0
ENSSSCG00000011816	0
ENSSSCG00000011817	639
ENSSSCG00000018793	0
ENSSSCG00000011818	5
ENSSSCG00000020081	0
ENSSSCG00000011819	33
ENSSSCG00000011820	0
ENSSSCG00000011821	0
ENSSSCG00000011822	491
ENSSSCG00000011823	0
ENSSSCG00000011824	0
ENSSSCG00000011825	4441
ENSSSCG00000011826	104
ENSSSCG00000011827	443
ENSSSCG00000011828	127
ENSSSCG00000011829	6
ENSSSCG00000011830	175
ENSSSCG00000011831	0
ENSSSCG00000011832	5
ENSSSCG00000011833	1997
ENSSSCG00000011834	49
ENSSSCG00000011835	119
ENSSSCG00000011836	0
ENSSSCG00000011837	6
ENSSSCG00000011838	1
ENSSSCG00000011839	0
ENSSSCG00000011840	120
ENSSSCG00000011841	469
ENSSSCG00000011842	674
ENSSSCG00000011843	936
ENSSSCG00000011844	16
ENSSSCG00000011845	792
ENSSSCG00000011846	0
ENSSSCG00000011847	0
ENSSSCG00000011848	1058
ENSSSCG00000020275	0
ENSSSCG00000011849	1001
ENSSSCG00000011850	0
ENSSSCG00000018206	0
ENSSSCG00000011851	0
ENSSSCG00000011852	1029
ENSSSCG00000018159	7
ENSSSCG00000011853	82
ENSSSCG00000011854	503
ENSSSCG00000020163	2
ENSSSCG00000011855	0
ENSSSCG00000011856	1164
ENSSSCG00000011857	13
ENSSSCG00000020428	0
ENSSSCG00000011858	925
ENSSSCG00000011859	1531
ENSSSCG00000011860	0
ENSSSCG00000011861	0
ENSSSCG00000011862	1
ENSSSCG00000011863	1263
ENSSSCG00000011864	93
ENSSSCG00000011865	48
ENSSSCG00000011866	2900
ENSSSCG00000011867	815
ENSSSCG00000011868	1
ENSSSCG00000011869	190
ENSSSCG00000011870	358
ENSSSCG00000011871	563
ENSSSCG00000011872	1
ENSSSCG00000019771	0
ENSSSCG00000011873	53
ENSSSCG00000011874	9
ENSSSCG00000011875	0
ENSSSCG00000011876	24
ENSSSCG00000020034	0
ENSSSCG00000011877	317
ENSSSCG00000020134	0
ENSSSCG00000011878	0
ENSSSCG00000011879	0
ENSSSCG00000011880	0
ENSSSCG00000011881	29
ENSSSCG00000011882	4898
ENSSSCG00000011883	43
ENSSSCG00000011884	127
ENSSSCG00000011885	0
ENSSSCG00000011886	0
ENSSSCG00000011887	512
ENSSSCG00000011888	104
ENSSSCG00000011889	1525
ENSSSCG00000011890	0
ENSSSCG00000011891	0
ENSSSCG00000011892	0
ENSSSCG00000011893	149
ENSSSCG00000011894	117
ENSSSCG00000011895	13
ENSSSCG00000011896	224
ENSSSCG00000011897	133
ENSSSCG00000011898	17
ENSSSCG00000011899	0
ENSSSCG00000011900	33
ENSSSCG00000011901	349
ENSSSCG00000011902	2578
ENSSSCG00000011903	137
ENSSSCG00000011904	1
ENSSSCG00000011905	0
ENSSSCG00000011906	0
ENSSSCG00000019813	0
ENSSSCG00000011908	9
ENSSSCG00000019624	0
ENSSSCG00000011909	0
ENSSSCG00000011910	777
ENSSSCG00000011911	15
ENSSSCG00000011912	54
ENSSSCG00000011913	14
ENSSSCG00000011914	7
ENSSSCG00000011915	7
ENSSSCG00000020373	0
ENSSSCG00000011916	611
ENSSSCG00000011917	541
ENSSSCG00000011918	432
ENSSSCG00000011919	0
ENSSSCG00000011922	10
ENSSSCG00000011923	93
ENSSSCG00000011924	108
ENSSSCG00000011925	0
ENSSSCG00000011926	0
ENSSSCG00000011927	306
ENSSSCG00000011928	23149
ENSSSCG00000011929	219
ENSSSCG00000011930	674
ENSSSCG00000011931	20
ENSSSCG00000011932	0
ENSSSCG00000019591	0
ENSSSCG00000011933	1067
ENSSSCG00000011934	0
ENSSSCG00000011935	0
ENSSSCG00000011936	47
ENSSSCG00000018369	0
ENSSSCG00000011937	0
ENSSSCG00000011938	0
ENSSSCG00000011939	0
ENSSSCG00000018867	0
ENSSSCG00000011940	6
ENSSSCG00000011941	141
ENSSSCG00000011942	3835
ENSSSCG00000011943	203
ENSSSCG00000011944	47
ENSSSCG00000011945	211
ENSSSCG00000011946	1736
ENSSSCG00000019532	0
ENSSSCG00000011947	0
ENSSSCG00000020298	0
ENSSSCG00000011948	75
ENSSSCG00000011949	97
ENSSSCG00000011950	343
ENSSSCG00000011951	841
ENSSSCG00000020010	0
ENSSSCG00000011952	3083
ENSSSCG00000011953	192
ENSSSCG00000011954	0
ENSSSCG00000011955	811
ENSSSCG00000011956	124
ENSSSCG00000011957	1
ENSSSCG00000011958	0
ENSSSCG00000011959	110
ENSSSCG00000011960	85
ENSSSCG00000011961	692
ENSSSCG00000011962	0
ENSSSCG00000011963	101
ENSSSCG00000011964	0
ENSSSCG00000011965	244
ENSSSCG00000011966	538
ENSSSCG00000011967	0
ENSSSCG00000011968	129
ENSSSCG00000011969	0
ENSSSCG00000011970	84
ENSSSCG00000011971	2059
ENSSSCG00000011972	2109
ENSSSCG00000011973	21706
ENSSSCG00000011974	6
ENSSSCG00000011975	1757
ENSSSCG00000020207	0
ENSSSCG00000011976	22
ENSSSCG00000011977	928
ENSSSCG00000011978	212
ENSSSCG00000011979	0
ENSSSCG00000011980	1185
ENSSSCG00000011981	0
ENSSSCG00000011982	0
ENSSSCG00000011983	0
ENSSSCG00000011984	0
ENSSSCG00000011985	0
ENSSSCG00000011986	0
ENSSSCG00000019107	0
ENSSSCG00000011987	0
ENSSSCG00000011988	0
ENSSSCG00000011989	0
ENSSSCG00000011990	0
ENSSSCG00000011991	0
ENSSSCG00000011992	0
ENSSSCG00000011993	458
ENSSSCG00000011994	0
ENSSSCG00000018474	0
ENSSSCG00000011995	0
ENSSSCG00000011996	0
ENSSSCG00000011997	276
ENSSSCG00000011998	1753
ENSSSCG00000011999	0
ENSSSCG00000018138	0
ENSSSCG00000012000	817
ENSSSCG00000012001	2505
ENSSSCG00000019968	0
ENSSSCG00000012002	0
ENSSSCG00000012003	0
ENSSSCG00000012004	0
ENSSSCG00000012005	0
ENSSSCG00000012006	933
ENSSSCG00000012007	958
ENSSSCG00000012008	0
ENSSSCG00000012009	0
ENSSSCG00000019839	0
ENSSSCG00000018164	0
ENSSSCG00000012010	214
ENSSSCG00000012011	222
ENSSSCG00000012012	43
ENSSSCG00000012013	289
ENSSSCG00000012014	319
ENSSSCG00000012015	131
ENSSSCG00000012016	6
ENSSSCG00000012017	188
ENSSSCG00000012018	8
ENSSSCG00000012019	0
ENSSSCG00000018241	0
ENSSSCG00000020627	0
ENSSSCG00000020239	0
ENSSSCG00000019205	0
ENSSSCG00000020488	0
ENSSSCG00000012020	3
ENSSSCG00000018744	0
ENSSSCG00000019154	2
ENSSSCG00000012021	183
ENSSSCG00000018244	0
ENSSSCG00000012022	10100
ENSSSCG00000019793	0
ENSSSCG00000012023	3596
ENSSSCG00000019274	0
ENSSSCG00000012024	2
ENSSSCG00000012025	988
ENSSSCG00000012026	300
ENSSSCG00000012027	36
ENSSSCG00000018726	0
ENSSSCG00000019480	0
ENSSSCG00000019913	0
ENSSSCG00000012028	10
ENSSSCG00000012029	1197
ENSSSCG00000012030	0
ENSSSCG00000012031	0
ENSSSCG00000012032	4145
ENSSSCG00000012033	1
ENSSSCG00000012034	6
ENSSSCG00000012035	422
ENSSSCG00000019190	0
ENSSSCG00000012036	387
ENSSSCG00000012037	101
ENSSSCG00000012038	0
ENSSSCG00000020483	0
ENSSSCG00000012039	0
ENSSSCG00000012040	0
ENSSSCG00000012041	17
ENSSSCG00000012042	340
ENSSSCG00000012043	23
ENSSSCG00000012044	81
ENSSSCG00000012045	0
ENSSSCG00000012046	47
ENSSSCG00000012047	0
ENSSSCG00000012048	0
ENSSSCG00000012049	189
ENSSSCG00000012050	2061
ENSSSCG00000012051	216
ENSSSCG00000012052	1161
ENSSSCG00000012053	37
ENSSSCG00000012054	452
ENSSSCG00000012055	360
ENSSSCG00000012056	77
ENSSSCG00000012057	0
ENSSSCG00000012058	0
ENSSSCG00000012059	367
ENSSSCG00000012060	0
ENSSSCG00000012061	99
ENSSSCG00000012062	4120
ENSSSCG00000012063	49
ENSSSCG00000012064	508
ENSSSCG00000012065	0
ENSSSCG00000019614	0
ENSSSCG00000012066	0
ENSSSCG00000012067	0
ENSSSCG00000012068	737
ENSSSCG00000012069	0
ENSSSCG00000012070	0
ENSSSCG00000012071	3
ENSSSCG00000012072	0
ENSSSCG00000012073	0
ENSSSCG00000012074	537
ENSSSCG00000012075	0
ENSSSCG00000012076	8
ENSSSCG00000012077	336
ENSSSCG00000012078	0
ENSSSCG00000012079	0
ENSSSCG00000012080	0
ENSSSCG00000012081	142
ENSSSCG00000012082	31
ENSSSCG00000012083	0
ENSSSCG00000012084	76
ENSSSCG00000012085	0
ENSSSCG00000012086	102
ENSSSCG00000012087	193
ENSSSCG00000012088	400
ENSSSCG00000012089	959
ENSSSCG00000009578	78
ENSSSCG00000009579	0
ENSSSCG00000020609	0
ENSSSCG00000009580	68
ENSSSCG00000009581	0
ENSSSCG00000009582	330
ENSSSCG00000009583	353
ENSSSCG00000009584	46
ENSSSCG00000009585	126
ENSSSCG00000009586	0
ENSSSCG00000018514	0
ENSSSCG00000019127	0
ENSSSCG00000009587	0
ENSSSCG00000018962	0
ENSSSCG00000009588	0
ENSSSCG00000009589	3
ENSSSCG00000009590	83
ENSSSCG00000009591	10
ENSSSCG00000009592	1019
ENSSSCG00000009593	594
ENSSSCG00000009594	536
ENSSSCG00000009595	4
ENSSSCG00000009596	0
ENSSSCG00000009597	2
ENSSSCG00000009598	0
ENSSSCG00000009599	19
ENSSSCG00000009600	4
ENSSSCG00000009601	0
ENSSSCG00000009602	1049
ENSSSCG00000009603	156
ENSSSCG00000009604	0
ENSSSCG00000018795	0
ENSSSCG00000009605	2
ENSSSCG00000009606	0
ENSSSCG00000009607	0
ENSSSCG00000009608	0
ENSSSCG00000009609	0
ENSSSCG00000009610	0
ENSSSCG00000009611	959
ENSSSCG00000009612	11
ENSSSCG00000009613	57
ENSSSCG00000009614	665
ENSSSCG00000009615	68
ENSSSCG00000009616	20
ENSSSCG00000009617	84
ENSSSCG00000009618	58
ENSSSCG00000009619	0
ENSSSCG00000009620	1744
ENSSSCG00000009621	0
ENSSSCG00000018131	0
ENSSSCG00000009622	690
ENSSSCG00000009623	413
ENSSSCG00000019508	0
ENSSSCG00000009624	296
ENSSSCG00000009625	342
ENSSSCG00000009626	1946
ENSSSCG00000009627	224
ENSSSCG00000009628	875
ENSSSCG00000009629	99
ENSSSCG00000009630	29
ENSSSCG00000009631	0
ENSSSCG00000018852	0
ENSSSCG00000009632	58
ENSSSCG00000009633	182
ENSSSCG00000009634	0
ENSSSCG00000009635	54
ENSSSCG00000009636	24
ENSSSCG00000009637	61
ENSSSCG00000009638	61
ENSSSCG00000009639	0
ENSSSCG00000009640	449
ENSSSCG00000009641	97
ENSSSCG00000009642	0
ENSSSCG00000009643	15
ENSSSCG00000009644	0
ENSSSCG00000009645	0
ENSSSCG00000009646	0
ENSSSCG00000009647	0
ENSSSCG00000009648	2
ENSSSCG00000009649	0
ENSSSCG00000009650	235
ENSSSCG00000009651	0
ENSSSCG00000009652	802
ENSSSCG00000009653	117
ENSSSCG00000009654	0
ENSSSCG00000009655	0
ENSSSCG00000009656	0
ENSSSCG00000009657	964
ENSSSCG00000009658	1564
ENSSSCG00000009659	0
ENSSSCG00000009660	1277
ENSSSCG00000009661	0
ENSSSCG00000009662	0
ENSSSCG00000009663	93
ENSSSCG00000009664	341
ENSSSCG00000009665	0
ENSSSCG00000009666	162
ENSSSCG00000009667	17
ENSSSCG00000009668	13161
ENSSSCG00000009669	0
ENSSSCG00000009670	38
ENSSSCG00000009671	98
ENSSSCG00000009672	0
ENSSSCG00000009673	6
ENSSSCG00000009674	197
ENSSSCG00000009675	0
ENSSSCG00000009676	311
ENSSSCG00000009677	314
ENSSSCG00000009678	0
ENSSSCG00000009679	35
ENSSSCG00000009680	525
ENSSSCG00000009681	117
ENSSSCG00000009682	203
ENSSSCG00000009683	760
ENSSSCG00000020033	0
ENSSSCG00000009684	106
ENSSSCG00000009685	0
ENSSSCG00000009686	0
ENSSSCG00000009687	1
ENSSSCG00000009688	0
ENSSSCG00000009689	0
ENSSSCG00000009690	0
ENSSSCG00000009691	0
ENSSSCG00000009692	175
ENSSSCG00000009693	2
ENSSSCG00000019806	0
ENSSSCG00000018642	0
ENSSSCG00000009694	0
ENSSSCG00000009695	0
ENSSSCG00000009696	0
ENSSSCG00000009697	0
ENSSSCG00000009698	0
ENSSSCG00000009699	0
ENSSSCG00000009700	0
ENSSSCG00000009701	30
ENSSSCG00000009702	281
ENSSSCG00000009703	566
ENSSSCG00000009704	606
ENSSSCG00000009705	293
ENSSSCG00000009706	0
ENSSSCG00000019905	0
ENSSSCG00000009707	0
ENSSSCG00000009708	0
ENSSSCG00000009709	0
ENSSSCG00000009710	61
ENSSSCG00000009711	204
ENSSSCG00000009712	73
ENSSSCG00000009713	174
ENSSSCG00000009714	402
ENSSSCG00000009715	146
ENSSSCG00000009716	303
ENSSSCG00000009717	16
ENSSSCG00000009718	11
ENSSSCG00000009719	0
ENSSSCG00000019478	0
ENSSSCG00000009720	2
ENSSSCG00000018661	0
ENSSSCG00000009721	0
ENSSSCG00000009722	42
ENSSSCG00000009723	110
ENSSSCG00000009724	0
ENSSSCG00000009725	0
ENSSSCG00000019057	0
ENSSSCG00000009726	2
ENSSSCG00000019625	0
ENSSSCG00000009727	27
ENSSSCG00000009728	173
ENSSSCG00000009729	57
ENSSSCG00000009730	38
ENSSSCG00000009731	62
ENSSSCG00000009732	1041
ENSSSCG00000009733	1511
ENSSSCG00000009734	66
ENSSSCG00000020108	0
ENSSSCG00000009735	0
ENSSSCG00000009736	0
ENSSSCG00000009737	106
ENSSSCG00000020296	0
ENSSSCG00000009738	0
ENSSSCG00000018208	0
ENSSSCG00000009739	175
ENSSSCG00000009740	129
ENSSSCG00000019634	0
ENSSSCG00000009741	152
ENSSSCG00000009742	519
ENSSSCG00000009743	123
ENSSSCG00000009744	374
ENSSSCG00000009745	132
ENSSSCG00000009746	2969
ENSSSCG00000009747	137
ENSSSCG00000018125	0
ENSSSCG00000009748	1
ENSSSCG00000009749	0
ENSSSCG00000009750	0
ENSSSCG00000009751	0
ENSSSCG00000019014	0
ENSSSCG00000018240	0
ENSSSCG00000009752	0
ENSSSCG00000020035	0
ENSSSCG00000009753	24
ENSSSCG00000020440	0
ENSSSCG00000009754	4
ENSSSCG00000009755	135
ENSSSCG00000009756	0
ENSSSCG00000009757	6
ENSSSCG00000009758	29
ENSSSCG00000009759	378
ENSSSCG00000009760	11
ENSSSCG00000009761	5264
ENSSSCG00000009762	0
ENSSSCG00000018492	0
ENSSSCG00000009763	916
ENSSSCG00000009764	77
ENSSSCG00000009765	14
ENSSSCG00000009766	424
ENSSSCG00000009767	108
ENSSSCG00000009768	40
ENSSSCG00000009769	209
ENSSSCG00000009770	226
ENSSSCG00000009771	164
ENSSSCG00000009772	3830
ENSSSCG00000009773	366
ENSSSCG00000009774	25
ENSSSCG00000009775	1569
ENSSSCG00000009776	657
ENSSSCG00000009777	333
ENSSSCG00000009778	150
ENSSSCG00000009779	402
ENSSSCG00000009780	43
ENSSSCG00000009781	856
ENSSSCG00000009782	100
ENSSSCG00000009783	102
ENSSSCG00000009784	31
ENSSSCG00000009785	263
ENSSSCG00000009786	204
ENSSSCG00000009787	669
ENSSSCG00000009788	550
ENSSSCG00000009789	0
ENSSSCG00000009790	53
ENSSSCG00000009791	766
ENSSSCG00000009792	346
ENSSSCG00000020521	0
ENSSSCG00000009793	2764
ENSSSCG00000009794	243
ENSSSCG00000009795	0
ENSSSCG00000009796	0
ENSSSCG00000020511	1
ENSSSCG00000020418	36
ENSSSCG00000009797	0
ENSSSCG00000009798	0
ENSSSCG00000009799	556
ENSSSCG00000009800	135
ENSSSCG00000009801	100
ENSSSCG00000009802	0
ENSSSCG00000009803	0
ENSSSCG00000019830	0
ENSSSCG00000009804	310
ENSSSCG00000009805	0
ENSSSCG00000009806	689
ENSSSCG00000009807	30
ENSSSCG00000009808	63
ENSSSCG00000009809	0
ENSSSCG00000009810	72
ENSSSCG00000020214	0
ENSSSCG00000009811	19
ENSSSCG00000009812	111
ENSSSCG00000009813	75
ENSSSCG00000009814	148
ENSSSCG00000009815	164
ENSSSCG00000009816	227
ENSSSCG00000009817	40
ENSSSCG00000009818	150
ENSSSCG00000009819	3454
ENSSSCG00000009820	91
ENSSSCG00000009821	1062
ENSSSCG00000009822	52
ENSSSCG00000009823	769
ENSSSCG00000009824	0
ENSSSCG00000009825	427
ENSSSCG00000009826	200
ENSSSCG00000019482	0
ENSSSCG00000009827	61
ENSSSCG00000009828	802
ENSSSCG00000009829	0
ENSSSCG00000009830	0
ENSSSCG00000009831	8
ENSSSCG00000009832	107
ENSSSCG00000009833	338
ENSSSCG00000009834	1379
ENSSSCG00000009835	216
ENSSSCG00000009836	110
ENSSSCG00000019920	0
ENSSSCG00000009837	21
