Geneid	SRR14612102_myofibroblast_female
ENSSSCG00000004086	0
ENSSSCG00000004087	24
ENSSSCG00000004088	182
ENSSSCG00000004089	155
ENSSSCG00000004090	190
ENSSSCG00000004091	2726
ENSSSCG00000004092	662
ENSSSCG00000004093	0
ENSSSCG00000004094	0
ENSSSCG00000004095	0
ENSSSCG00000004096	3
ENSSSCG00000004097	2
ENSSSCG00000004098	21
ENSSSCG00000004099	4
ENSSSCG00000004100	46
ENSSSCG00000004101	131
ENSSSCG00000004102	0
ENSSSCG00000004103	906
ENSSSCG00000004104	418
ENSSSCG00000004105	89
ENSSSCG00000004106	1424
ENSSSCG00000004107	168
ENSSSCG00000004108	393
ENSSSCG00000004109	1
ENSSSCG00000004110	2743
ENSSSCG00000004111	144
ENSSSCG00000020613	0
ENSSSCG00000004112	0
ENSSSCG00000004113	186
ENSSSCG00000004114	9
ENSSSCG00000004115	1
ENSSSCG00000004116	1
ENSSSCG00000004117	316
ENSSSCG00000004118	1
ENSSSCG00000004119	0
ENSSSCG00000004120	412
ENSSSCG00000004121	1565
ENSSSCG00000004122	68
ENSSSCG00000004123	668
ENSSSCG00000004124	1773
ENSSSCG00000004125	204
ENSSSCG00000004126	231
ENSSSCG00000004127	460
ENSSSCG00000004128	0
ENSSSCG00000004129	6
ENSSSCG00000004130	165
ENSSSCG00000004131	21
ENSSSCG00000004132	381
ENSSSCG00000020208	0
ENSSSCG00000004133	686
ENSSSCG00000004134	187
ENSSSCG00000004135	75
ENSSSCG00000004136	332
ENSSSCG00000004137	0
ENSSSCG00000004138	4022
ENSSSCG00000004139	1445
ENSSSCG00000004140	311
ENSSSCG00000004141	0
ENSSSCG00000019021	0
ENSSSCG00000018603	0
ENSSSCG00000004142	885
ENSSSCG00000004143	0
ENSSSCG00000004144	313
ENSSSCG00000004145	787
ENSSSCG00000004146	557
ENSSSCG00000004147	0
ENSSSCG00000004148	105
ENSSSCG00000004149	75
ENSSSCG00000020384	0
ENSSSCG00000004150	1014
ENSSSCG00000019434	0
ENSSSCG00000004151	62
ENSSSCG00000004152	4
ENSSSCG00000004153	76
ENSSSCG00000004155	0
ENSSSCG00000004156	733
ENSSSCG00000004157	8
ENSSSCG00000004158	0
ENSSSCG00000004159	3
ENSSSCG00000004160	52
ENSSSCG00000020379	0
ENSSSCG00000004161	29
ENSSSCG00000004162	0
ENSSSCG00000004163	4785
ENSSSCG00000004164	36
ENSSSCG00000004165	21
ENSSSCG00000020601	0
ENSSSCG00000004166	977
ENSSSCG00000004167	3
ENSSSCG00000004168	212
ENSSSCG00000004169	1088
ENSSSCG00000004170	108
ENSSSCG00000004171	128
ENSSSCG00000020130	0
ENSSSCG00000019571	0
ENSSSCG00000019507	0
ENSSSCG00000004172	22
ENSSSCG00000004173	169
ENSSSCG00000004174	52
ENSSSCG00000004175	0
ENSSSCG00000004176	0
ENSSSCG00000004177	4607
ENSSSCG00000018972	7
ENSSSCG00000018450	0
ENSSSCG00000018352	0
ENSSSCG00000004178	73
ENSSSCG00000004179	0
ENSSSCG00000004180	0
ENSSSCG00000004181	0
ENSSSCG00000019778	0
ENSSSCG00000004182	0
ENSSSCG00000004183	0
ENSSSCG00000004184	0
ENSSSCG00000004185	0
ENSSSCG00000004186	0
ENSSSCG00000004187	0
ENSSSCG00000004188	0
ENSSSCG00000004189	0
ENSSSCG00000004190	770
ENSSSCG00000018825	0
ENSSSCG00000004191	39
ENSSSCG00000004192	49897
ENSSSCG00000004193	789
ENSSSCG00000004194	0
ENSSSCG00000004195	0
ENSSSCG00000004196	540
ENSSSCG00000020095	0
ENSSSCG00000004197	74
ENSSSCG00000004198	0
ENSSSCG00000004199	6054
ENSSSCG00000004200	0
ENSSSCG00000004201	1133
ENSSSCG00000004202	0
ENSSSCG00000004203	285
ENSSSCG00000004204	0
ENSSSCG00000004205	54
ENSSSCG00000004206	21
ENSSSCG00000004207	76
ENSSSCG00000004208	8
ENSSSCG00000004209	1325
ENSSSCG00000004210	0
ENSSSCG00000004211	0
ENSSSCG00000004212	0
ENSSSCG00000004213	0
ENSSSCG00000019365	0
ENSSSCG00000004214	28
ENSSSCG00000018593	0
ENSSSCG00000004215	139
ENSSSCG00000004216	398
ENSSSCG00000004217	849
ENSSSCG00000004218	1
ENSSSCG00000004219	26
ENSSSCG00000004220	131
ENSSSCG00000004221	58
ENSSSCG00000004222	1014
ENSSSCG00000004223	1696
ENSSSCG00000004224	80
ENSSSCG00000004225	0
ENSSSCG00000004226	31
ENSSSCG00000004227	79
ENSSSCG00000019074	0
ENSSSCG00000019497	0
ENSSSCG00000004231	0
ENSSSCG00000004232	23
ENSSSCG00000004233	374
ENSSSCG00000004234	0
ENSSSCG00000004235	345
ENSSSCG00000004236	0
ENSSSCG00000004237	1339
ENSSSCG00000004238	178
ENSSSCG00000004239	52
ENSSSCG00000020356	0
ENSSSCG00000004240	0
ENSSSCG00000004241	7276
ENSSSCG00000004242	154
ENSSSCG00000004243	10
ENSSSCG00000004244	1048
ENSSSCG00000004245	107
ENSSSCG00000004246	210
ENSSSCG00000004247	140
ENSSSCG00000004248	13
ENSSSCG00000004249	73
ENSSSCG00000020423	0
ENSSSCG00000004250	5
ENSSSCG00000004251	853
ENSSSCG00000004252	0
ENSSSCG00000004253	715
ENSSSCG00000004254	613
ENSSSCG00000004255	0
ENSSSCG00000004256	0
ENSSSCG00000004257	0
ENSSSCG00000004258	0
ENSSSCG00000019126	1
ENSSSCG00000004259	0
ENSSSCG00000004260	7
ENSSSCG00000004261	402
ENSSSCG00000004262	23
ENSSSCG00000004263	171
ENSSSCG00000004264	0
ENSSSCG00000018549	0
ENSSSCG00000004265	640
ENSSSCG00000004266	0
ENSSSCG00000004267	2828
ENSSSCG00000004268	697
ENSSSCG00000019521	0
ENSSSCG00000004269	0
ENSSSCG00000020480	0
ENSSSCG00000018616	0
ENSSSCG00000018217	0
ENSSSCG00000004270	0
ENSSSCG00000004271	0
ENSSSCG00000004272	380
ENSSSCG00000004273	0
ENSSSCG00000004274	0
ENSSSCG00000004275	690
ENSSSCG00000004276	690
ENSSSCG00000004277	2
ENSSSCG00000004278	3
ENSSSCG00000004279	160
ENSSSCG00000019520	0
ENSSSCG00000019941	0
ENSSSCG00000020544	0
ENSSSCG00000018440	0
ENSSSCG00000019442	1
ENSSSCG00000004280	2
ENSSSCG00000004281	327
ENSSSCG00000004282	0
ENSSSCG00000004283	0
ENSSSCG00000004284	0
ENSSSCG00000004285	0
ENSSSCG00000004286	80
ENSSSCG00000004287	0
ENSSSCG00000004288	17
ENSSSCG00000004289	203
ENSSSCG00000004290	520
ENSSSCG00000004291	617
ENSSSCG00000004292	3535
ENSSSCG00000004293	2878
ENSSSCG00000004294	4628
ENSSSCG00000019135	1
ENSSSCG00000019921	0
ENSSSCG00000004295	0
ENSSSCG00000004296	0
ENSSSCG00000020277	0
ENSSSCG00000004297	0
ENSSSCG00000004298	1308
ENSSSCG00000004299	0
ENSSSCG00000004300	60
ENSSSCG00000004301	8
ENSSSCG00000004302	1
ENSSSCG00000004303	198
ENSSSCG00000004304	337
ENSSSCG00000004305	25
ENSSSCG00000004306	246
ENSSSCG00000004307	1471
ENSSSCG00000004308	2
ENSSSCG00000004309	16
ENSSSCG00000019769	0
ENSSSCG00000004310	97
ENSSSCG00000004311	122
ENSSSCG00000018235	0
ENSSSCG00000004312	204
ENSSSCG00000004313	72
ENSSSCG00000004314	268
ENSSSCG00000004315	0
ENSSSCG00000004316	0
ENSSSCG00000004317	363
ENSSSCG00000004318	5
ENSSSCG00000004319	0
ENSSSCG00000004320	328
ENSSSCG00000018811	0
ENSSSCG00000004321	0
ENSSSCG00000004322	2
ENSSSCG00000004323	78
ENSSSCG00000004324	156
ENSSSCG00000004325	44
ENSSSCG00000004326	465
ENSSSCG00000004327	268
ENSSSCG00000004328	601
ENSSSCG00000004329	59
ENSSSCG00000004330	0
ENSSSCG00000004331	422
ENSSSCG00000004332	76
ENSSSCG00000004333	3
ENSSSCG00000004334	919
ENSSSCG00000004335	118
ENSSSCG00000019674	0
ENSSSCG00000004336	12
ENSSSCG00000018695	0
ENSSSCG00000020518	0
ENSSSCG00000004337	528
ENSSSCG00000004338	0
ENSSSCG00000004339	887
ENSSSCG00000004340	0
ENSSSCG00000004341	15
ENSSSCG00000018143	0
ENSSSCG00000004342	91
ENSSSCG00000004343	0
ENSSSCG00000004344	29
ENSSSCG00000004345	39
ENSSSCG00000018476	0
ENSSSCG00000019582	0
ENSSSCG00000019812	0
ENSSSCG00000018969	0
ENSSSCG00000004346	0
ENSSSCG00000004347	306
ENSSSCG00000004348	104
ENSSSCG00000004349	175
ENSSSCG00000004350	154
ENSSSCG00000004351	152
ENSSSCG00000004352	87
ENSSSCG00000004353	407
ENSSSCG00000004354	0
ENSSSCG00000004355	92
ENSSSCG00000004356	0
ENSSSCG00000004357	0
ENSSSCG00000004358	1017
ENSSSCG00000019986	0
ENSSSCG00000004359	640
ENSSSCG00000004360	415
ENSSSCG00000004361	1
ENSSSCG00000004362	0
ENSSSCG00000004363	974
ENSSSCG00000004364	707
ENSSSCG00000004365	0
ENSSSCG00000004366	145
ENSSSCG00000004367	0
ENSSSCG00000004368	1111
ENSSSCG00000004369	0
ENSSSCG00000004370	147
ENSSSCG00000004371	500
ENSSSCG00000018392	0
ENSSSCG00000004372	177
ENSSSCG00000004373	101
ENSSSCG00000004374	201
ENSSSCG00000019893	0
ENSSSCG00000004375	306
ENSSSCG00000004376	40
ENSSSCG00000004377	0
ENSSSCG00000018257	0
ENSSSCG00000004378	0
ENSSSCG00000004379	265
ENSSSCG00000004380	0
ENSSSCG00000004381	0
ENSSSCG00000004382	2778
ENSSSCG00000004383	1094
ENSSSCG00000004384	9
ENSSSCG00000004385	1835
ENSSSCG00000004386	58
ENSSSCG00000004387	736
ENSSSCG00000004388	38
ENSSSCG00000004389	11
ENSSSCG00000004390	146
ENSSSCG00000004391	19
ENSSSCG00000004392	1351
ENSSSCG00000004393	566
ENSSSCG00000004394	117
ENSSSCG00000004395	30
ENSSSCG00000004396	176
ENSSSCG00000004397	48
ENSSSCG00000004398	0
ENSSSCG00000004399	0
ENSSSCG00000004400	12
ENSSSCG00000004401	45
ENSSSCG00000004402	0
ENSSSCG00000004403	367
ENSSSCG00000004404	12
ENSSSCG00000004405	150
ENSSSCG00000004406	0
ENSSSCG00000004407	0
ENSSSCG00000004408	53
ENSSSCG00000004409	317
ENSSSCG00000004410	1
ENSSSCG00000004411	190
ENSSSCG00000004412	1448
ENSSSCG00000004413	0
ENSSSCG00000004414	10725
ENSSSCG00000004415	105
ENSSSCG00000004416	1
ENSSSCG00000004417	68
ENSSSCG00000004418	51
ENSSSCG00000004419	33
ENSSSCG00000004420	480
ENSSSCG00000004421	1039
ENSSSCG00000019932	0
ENSSSCG00000004422	0
ENSSSCG00000004423	23
ENSSSCG00000004424	0
ENSSSCG00000004425	12421
ENSSSCG00000004426	0
ENSSSCG00000004427	3
ENSSSCG00000004428	911
ENSSSCG00000004429	116
ENSSSCG00000004430	3
ENSSSCG00000004431	1097
ENSSSCG00000004432	1614
ENSSSCG00000004433	0
ENSSSCG00000004434	9
ENSSSCG00000004435	105
ENSSSCG00000004436	0
ENSSSCG00000004437	28
ENSSSCG00000004438	158
ENSSSCG00000004439	23
ENSSSCG00000004440	167
ENSSSCG00000004441	2421
ENSSSCG00000004442	0
ENSSSCG00000004443	80
ENSSSCG00000004444	0
ENSSSCG00000004445	0
ENSSSCG00000004446	730
ENSSSCG00000004447	0
ENSSSCG00000004448	0
ENSSSCG00000004449	0
ENSSSCG00000004450	0
ENSSSCG00000004451	0
ENSSSCG00000004452	225
ENSSSCG00000004453	0
ENSSSCG00000004454	1083
ENSSSCG00000004455	96
ENSSSCG00000004456	831
ENSSSCG00000004457	657
ENSSSCG00000004458	739
ENSSSCG00000004459	28
ENSSSCG00000004460	1355
ENSSSCG00000004461	306
ENSSSCG00000020262	0
ENSSSCG00000004462	26
ENSSSCG00000020103	0
ENSSSCG00000004463	0
ENSSSCG00000004464	289
ENSSSCG00000004465	26
ENSSSCG00000004466	153
ENSSSCG00000004467	32
ENSSSCG00000004468	11
ENSSSCG00000004469	0
ENSSSCG00000019998	0
ENSSSCG00000004470	578
ENSSSCG00000004471	40
ENSSSCG00000004472	59
ENSSSCG00000004473	283
ENSSSCG00000004474	0
ENSSSCG00000004475	1030
ENSSSCG00000004476	0
ENSSSCG00000004477	0
ENSSSCG00000004478	743
ENSSSCG00000019589	0
ENSSSCG00000020280	0
ENSSSCG00000020416	0
ENSSSCG00000004479	393
ENSSSCG00000004480	277
ENSSSCG00000004481	1673
ENSSSCG00000004482	23524
ENSSSCG00000004483	311
ENSSSCG00000004484	48656
ENSSSCG00000019305	3
ENSSSCG00000019933	0
ENSSSCG00000004485	4147
ENSSSCG00000004486	88
ENSSSCG00000004487	180
ENSSSCG00000004488	12
ENSSSCG00000004489	110821
ENSSSCG00000004490	392
ENSSSCG00000018364	0
ENSSSCG00000004491	0
ENSSSCG00000004492	0
ENSSSCG00000004493	0
ENSSSCG00000004494	50
ENSSSCG00000004495	0
ENSSSCG00000004496	36
ENSSSCG00000004497	4
ENSSSCG00000004498	43
ENSSSCG00000004499	3614
ENSSSCG00000004500	258
ENSSSCG00000004501	0
ENSSSCG00000004502	0
ENSSSCG00000004503	0
ENSSSCG00000004504	2
ENSSSCG00000004505	379
ENSSSCG00000004506	578
ENSSSCG00000004507	314
ENSSSCG00000004508	460
ENSSSCG00000004509	6820
ENSSSCG00000004510	187
ENSSSCG00000020045	0
ENSSSCG00000020491	0
ENSSSCG00000004511	2
ENSSSCG00000004512	1
ENSSSCG00000004513	0
ENSSSCG00000004514	39
ENSSSCG00000004515	13
ENSSSCG00000004516	205
ENSSSCG00000004517	214
ENSSSCG00000004518	80
ENSSSCG00000004519	1
ENSSSCG00000004520	11
ENSSSCG00000004521	0
ENSSSCG00000004522	1117
ENSSSCG00000004523	87
ENSSSCG00000019329	0
ENSSSCG00000004524	2230
ENSSSCG00000004525	861
ENSSSCG00000004526	2
ENSSSCG00000004527	22
ENSSSCG00000004528	2395
ENSSSCG00000004529	40
ENSSSCG00000004530	34
ENSSSCG00000004531	158
ENSSSCG00000004532	0
ENSSSCG00000004533	33
ENSSSCG00000004534	7
ENSSSCG00000019922	0
ENSSSCG00000004535	1306
ENSSSCG00000020381	0
ENSSSCG00000004536	0
ENSSSCG00000004537	1720
ENSSSCG00000004538	380
ENSSSCG00000004539	0
ENSSSCG00000004540	2
ENSSSCG00000004541	264
ENSSSCG00000004542	5856
ENSSSCG00000004543	224
ENSSSCG00000004544	633
ENSSSCG00000004545	0
ENSSSCG00000004546	173
ENSSSCG00000004547	462
ENSSSCG00000004548	2
ENSSSCG00000004549	43
ENSSSCG00000004550	438
ENSSSCG00000004551	1190
ENSSSCG00000004552	231
ENSSSCG00000004553	154
ENSSSCG00000004554	85
ENSSSCG00000004555	12
ENSSSCG00000004556	1109
ENSSSCG00000004557	1627
ENSSSCG00000004558	214
ENSSSCG00000004559	90
ENSSSCG00000004560	3
ENSSSCG00000004561	2220
ENSSSCG00000018577	0
ENSSSCG00000020403	0
ENSSSCG00000004562	1
ENSSSCG00000004563	158
ENSSSCG00000004564	27
ENSSSCG00000004565	8
ENSSSCG00000004566	505
ENSSSCG00000004567	16
ENSSSCG00000004568	1019
ENSSSCG00000004569	209
ENSSSCG00000004570	42547
ENSSSCG00000004571	525
ENSSSCG00000018544	0
ENSSSCG00000019618	0
ENSSSCG00000019471	0
ENSSSCG00000004572	2
ENSSSCG00000004573	2
ENSSSCG00000004574	2592
ENSSSCG00000004575	7310
ENSSSCG00000004576	100
ENSSSCG00000004577	322
ENSSSCG00000004578	12378
ENSSSCG00000004579	3
ENSSSCG00000004580	0
ENSSSCG00000004581	0
ENSSSCG00000020189	0
ENSSSCG00000004582	253
ENSSSCG00000004583	282
ENSSSCG00000004584	0
ENSSSCG00000004585	234
ENSSSCG00000004586	113
ENSSSCG00000004587	2134
ENSSSCG00000018846	0
ENSSSCG00000004588	175
ENSSSCG00000004589	734
ENSSSCG00000004590	181
ENSSSCG00000004591	86
ENSSSCG00000004592	371
ENSSSCG00000004593	23
ENSSSCG00000004594	0
ENSSSCG00000004595	2142
ENSSSCG00000004596	6
ENSSSCG00000019377	0
ENSSSCG00000004597	0
ENSSSCG00000004598	59
ENSSSCG00000004599	305
ENSSSCG00000004600	1741
ENSSSCG00000018304	0
ENSSSCG00000004601	28
ENSSSCG00000019826	0
ENSSSCG00000004602	14
ENSSSCG00000018434	0
ENSSSCG00000020082	0
ENSSSCG00000004603	987
ENSSSCG00000004604	84
ENSSSCG00000004605	0
ENSSSCG00000004606	7
ENSSSCG00000004607	408
ENSSSCG00000004608	9
ENSSSCG00000004609	147
ENSSSCG00000004610	2855
ENSSSCG00000018806	0
ENSSSCG00000004611	240
ENSSSCG00000004612	196
ENSSSCG00000004613	571
ENSSSCG00000004614	0
ENSSSCG00000004615	0
ENSSSCG00000004616	0
ENSSSCG00000004617	1814
ENSSSCG00000004618	1634
ENSSSCG00000004619	1735
ENSSSCG00000004620	2485
ENSSSCG00000004621	1
ENSSSCG00000004622	292
ENSSSCG00000004623	0
ENSSSCG00000004624	2927
ENSSSCG00000004625	275
ENSSSCG00000004626	621
ENSSSCG00000004627	131
ENSSSCG00000004628	73
ENSSSCG00000004629	15
ENSSSCG00000004630	2
ENSSSCG00000004631	660
ENSSSCG00000004632	10
ENSSSCG00000004633	28
ENSSSCG00000004634	332
ENSSSCG00000004635	598
ENSSSCG00000004636	1936
ENSSSCG00000004637	10967
ENSSSCG00000020575	0
ENSSSCG00000004638	15
ENSSSCG00000004639	1208
ENSSSCG00000004640	102
ENSSSCG00000004641	0
ENSSSCG00000004642	0
ENSSSCG00000004643	0
ENSSSCG00000004644	0
ENSSSCG00000004645	90
ENSSSCG00000004646	3
ENSSSCG00000004647	373
ENSSSCG00000004648	18
ENSSSCG00000004649	1523
ENSSSCG00000004650	608
ENSSSCG00000004651	230
ENSSSCG00000004652	605
ENSSSCG00000004653	1716
ENSSSCG00000004654	90
ENSSSCG00000004655	9
ENSSSCG00000004656	282
ENSSSCG00000004657	76
ENSSSCG00000004658	70468
ENSSSCG00000004659	19
ENSSSCG00000004660	0
ENSSSCG00000004661	276
ENSSSCG00000004662	88
ENSSSCG00000004663	59
ENSSSCG00000019772	0
ENSSSCG00000020376	0
ENSSSCG00000004664	0
ENSSSCG00000004665	1739
ENSSSCG00000004666	331
ENSSSCG00000004667	170
ENSSSCG00000004668	106
ENSSSCG00000004669	104
ENSSSCG00000004670	0
ENSSSCG00000018328	0
ENSSSCG00000004671	91
ENSSSCG00000004672	109
ENSSSCG00000004673	0
ENSSSCG00000004674	19
ENSSSCG00000004675	0
ENSSSCG00000004676	0
ENSSSCG00000004677	1
ENSSSCG00000004678	0
ENSSSCG00000019275	0
ENSSSCG00000004679	5
ENSSSCG00000004680	0
ENSSSCG00000004681	0
ENSSSCG00000004682	1312
ENSSSCG00000004683	0
ENSSSCG00000004684	409
ENSSSCG00000004685	245
ENSSSCG00000004686	83
ENSSSCG00000004687	1233
ENSSSCG00000004688	0
ENSSSCG00000004689	413
ENSSSCG00000004690	285
ENSSSCG00000004691	352
ENSSSCG00000004692	111
ENSSSCG00000004693	298
ENSSSCG00000004694	0
ENSSSCG00000004695	47
ENSSSCG00000004696	792
ENSSSCG00000004697	407
ENSSSCG00000004698	77
ENSSSCG00000018734	649
ENSSSCG00000004699	0
ENSSSCG00000004700	16502
ENSSSCG00000018230	0
ENSSSCG00000004701	71
ENSSSCG00000019464	0
ENSSSCG00000004702	0
ENSSSCG00000004703	2
ENSSSCG00000004704	57
ENSSSCG00000004705	4560
ENSSSCG00000020607	0
ENSSSCG00000004706	616
ENSSSCG00000020229	0
ENSSSCG00000004707	391
ENSSSCG00000004708	321
ENSSSCG00000004709	260
ENSSSCG00000004710	99
ENSSSCG00000004711	53
ENSSSCG00000004712	0
ENSSSCG00000004713	18
ENSSSCG00000004714	3
ENSSSCG00000004715	201
ENSSSCG00000004716	6
ENSSSCG00000004717	546
ENSSSCG00000004718	254
ENSSSCG00000004719	62
ENSSSCG00000004720	80
ENSSSCG00000004721	40
ENSSSCG00000004722	49
ENSSSCG00000004723	36
ENSSSCG00000004724	160
ENSSSCG00000004725	2143
ENSSSCG00000004726	330
ENSSSCG00000004727	552
ENSSSCG00000004728	0
ENSSSCG00000004729	5
ENSSSCG00000004730	593
ENSSSCG00000004731	525
ENSSSCG00000004732	0
ENSSSCG00000004733	0
ENSSSCG00000004734	0
ENSSSCG00000004735	410
ENSSSCG00000004736	0
ENSSSCG00000004737	14
ENSSSCG00000004738	138
ENSSSCG00000004739	792
ENSSSCG00000004740	128
ENSSSCG00000004741	10
ENSSSCG00000004742	80
ENSSSCG00000018507	0
ENSSSCG00000004743	0
ENSSSCG00000004744	277
ENSSSCG00000004745	194
ENSSSCG00000004746	0
ENSSSCG00000004747	699
ENSSSCG00000019929	0
ENSSSCG00000019236	0
ENSSSCG00000004748	137
ENSSSCG00000004749	246
ENSSSCG00000004750	59
ENSSSCG00000004751	2379
ENSSSCG00000004752	3
ENSSSCG00000004753	497
ENSSSCG00000020005	0
ENSSSCG00000004754	270
ENSSSCG00000004755	0
ENSSSCG00000019390	0
ENSSSCG00000004756	50
ENSSSCG00000004757	292
ENSSSCG00000004758	0
ENSSSCG00000004759	0
ENSSSCG00000004760	0
ENSSSCG00000004761	21
ENSSSCG00000004762	43
ENSSSCG00000004763	0
ENSSSCG00000004764	54
ENSSSCG00000004765	54
ENSSSCG00000004766	36
ENSSSCG00000004767	20
ENSSSCG00000004768	19
ENSSSCG00000004769	38
ENSSSCG00000004770	5
ENSSSCG00000019979	0
ENSSSCG00000004771	157
ENSSSCG00000004772	241
ENSSSCG00000004773	3
ENSSSCG00000004774	44
ENSSSCG00000004775	60
ENSSSCG00000004776	8
ENSSSCG00000004777	151
ENSSSCG00000004778	9
ENSSSCG00000004779	0
ENSSSCG00000004780	120
ENSSSCG00000004781	0
ENSSSCG00000004782	175
ENSSSCG00000004783	2
ENSSSCG00000004784	118
ENSSSCG00000004785	1002
ENSSSCG00000004786	303
ENSSSCG00000004787	83
ENSSSCG00000004788	2
ENSSSCG00000018837	0
ENSSSCG00000004789	506344
ENSSSCG00000004791	5
ENSSSCG00000004792	616
ENSSSCG00000004793	542
ENSSSCG00000004794	0
ENSSSCG00000018872	0
ENSSSCG00000019801	0
ENSSSCG00000004795	72
ENSSSCG00000004796	0
ENSSSCG00000018908	0
ENSSSCG00000004797	0
ENSSSCG00000019291	0
ENSSSCG00000018160	0
ENSSSCG00000019005	0
ENSSSCG00000004798	23
ENSSSCG00000004799	58
ENSSSCG00000004800	1157
ENSSSCG00000004801	892
ENSSSCG00000004802	597
ENSSSCG00000004803	3875
ENSSSCG00000004804	3974
ENSSSCG00000004805	0
ENSSSCG00000004806	370
ENSSSCG00000004807	7
ENSSSCG00000004808	15
ENSSSCG00000004809	49
ENSSSCG00000004810	0
ENSSSCG00000004811	0
ENSSSCG00000004812	3139
ENSSSCG00000004813	69
ENSSSCG00000004814	889
ENSSSCG00000004815	2228
ENSSSCG00000004816	23
ENSSSCG00000018345	0
ENSSSCG00000004817	83
ENSSSCG00000004818	28
ENSSSCG00000019757	0
ENSSSCG00000004819	0
ENSSSCG00000004820	98
ENSSSCG00000004821	78
ENSSSCG00000004822	1122
ENSSSCG00000019106	0
ENSSSCG00000018227	0
ENSSSCG00000004823	525
ENSSSCG00000004824	299
ENSSSCG00000004825	2656
ENSSSCG00000004826	883
ENSSSCG00000018906	0
ENSSSCG00000019280	0
ENSSSCG00000018975	0
ENSSSCG00000004827	0
ENSSSCG00000004828	0
ENSSSCG00000004829	48
ENSSSCG00000004830	2774
ENSSSCG00000004831	3
ENSSSCG00000004832	1394
ENSSSCG00000019388	0
ENSSSCG00000019409	0
ENSSSCG00000019878	0
ENSSSCG00000019155	0
ENSSSCG00000020399	0
ENSSSCG00000018361	0
ENSSSCG00000019818	0
ENSSSCG00000018174	0
ENSSSCG00000018351	0
ENSSSCG00000020442	0
ENSSSCG00000020119	0
ENSSSCG00000018141	0
ENSSSCG00000004833	765
ENSSSCG00000019192	0
ENSSSCG00000004834	215
ENSSSCG00000004835	53
ENSSSCG00000004836	0
ENSSSCG00000004838	41
ENSSSCG00000004839	0
ENSSSCG00000019568	0
ENSSSCG00000004840	8
ENSSSCG00000004841	84
ENSSSCG00000004842	295
ENSSSCG00000004843	0
ENSSSCG00000019509	0
ENSSSCG00000004844	805
ENSSSCG00000004845	258
ENSSSCG00000004846	177
ENSSSCG00000004847	348
ENSSSCG00000004848	158
ENSSSCG00000004849	0
ENSSSCG00000004850	0
ENSSSCG00000004851	0
ENSSSCG00000004852	50
ENSSSCG00000004853	582
ENSSSCG00000004854	3293
ENSSSCG00000004855	195
ENSSSCG00000004856	93
ENSSSCG00000004857	116
ENSSSCG00000004858	123
ENSSSCG00000004859	224
ENSSSCG00000019804	0
ENSSSCG00000004860	43
ENSSSCG00000004861	620
ENSSSCG00000004862	707
ENSSSCG00000004863	48
ENSSSCG00000004864	55
ENSSSCG00000018662	0
