Geneid	SRR14612094_myofibroblast_male
ENSSSCG00000010257	6
ENSSSCG00000010258	146
ENSSSCG00000010259	136
ENSSSCG00000010260	2149
ENSSSCG00000010261	413
ENSSSCG00000010262	141
ENSSSCG00000010263	623
ENSSSCG00000010264	25
ENSSSCG00000010265	0
ENSSSCG00000010266	0
ENSSSCG00000010267	19
ENSSSCG00000010268	983
ENSSSCG00000010269	1
ENSSSCG00000010270	697
ENSSSCG00000010271	0
ENSSSCG00000010272	90
ENSSSCG00000010273	0
ENSSSCG00000010274	363
ENSSSCG00000010275	211
ENSSSCG00000018779	0
ENSSSCG00000010276	1207
ENSSSCG00000010277	56
ENSSSCG00000010278	5
ENSSSCG00000018428	0
ENSSSCG00000010279	0
ENSSSCG00000010280	135
ENSSSCG00000010281	10784
ENSSSCG00000010282	164
ENSSSCG00000010283	5
ENSSSCG00000010284	179
ENSSSCG00000010285	93
ENSSSCG00000010286	413
ENSSSCG00000010287	1229
ENSSSCG00000010288	431
ENSSSCG00000010289	791
ENSSSCG00000010290	343
ENSSSCG00000010291	1
ENSSSCG00000010292	7266
ENSSSCG00000010293	0
ENSSSCG00000010294	141
ENSSSCG00000010295	242
ENSSSCG00000010296	81
ENSSSCG00000010297	232
ENSSSCG00000010298	11
ENSSSCG00000010299	1930
ENSSSCG00000010300	21
ENSSSCG00000010301	775
ENSSSCG00000010302	352
ENSSSCG00000010303	42
ENSSSCG00000010304	1
ENSSSCG00000010305	57
ENSSSCG00000010306	1965
ENSSSCG00000010307	460
ENSSSCG00000010308	163
ENSSSCG00000010309	1825
ENSSSCG00000010310	364
ENSSSCG00000010311	622
ENSSSCG00000010312	3279
ENSSSCG00000010313	84140
ENSSSCG00000010314	645
ENSSSCG00000010315	258
ENSSSCG00000018391	0
ENSSSCG00000010316	281
ENSSSCG00000010317	0
ENSSSCG00000010318	0
ENSSSCG00000010319	138
ENSSSCG00000019071	0
ENSSSCG00000010320	2244
ENSSSCG00000010321	113
ENSSSCG00000010322	237
ENSSSCG00000010323	1
ENSSSCG00000019467	0
ENSSSCG00000010324	0
ENSSSCG00000018925	0
ENSSSCG00000010325	100
ENSSSCG00000010326	29
ENSSSCG00000010327	462
ENSSSCG00000010328	8012
ENSSSCG00000010329	1464
ENSSSCG00000010330	8
ENSSSCG00000010331	2339
ENSSSCG00000010332	1658
ENSSSCG00000010333	84
ENSSSCG00000010334	0
ENSSSCG00000010335	0
ENSSSCG00000010336	1
ENSSSCG00000010337	1
ENSSSCG00000010338	8
ENSSSCG00000010339	6
ENSSSCG00000010340	619
ENSSSCG00000010341	502
ENSSSCG00000010342	0
ENSSSCG00000010343	202
ENSSSCG00000020624	0
ENSSSCG00000010344	0
ENSSSCG00000020142	0
ENSSSCG00000020252	0
ENSSSCG00000010345	1617
ENSSSCG00000010346	0
ENSSSCG00000019372	0
ENSSSCG00000010347	0
ENSSSCG00000018167	0
ENSSSCG00000010348	0
ENSSSCG00000010349	0
ENSSSCG00000010350	0
ENSSSCG00000010351	2289
ENSSSCG00000019413	0
ENSSSCG00000010352	106
ENSSSCG00000019123	0
ENSSSCG00000018269	0
ENSSSCG00000010353	0
ENSSSCG00000010354	0
ENSSSCG00000010355	0
ENSSSCG00000010356	0
ENSSSCG00000010357	1473
ENSSSCG00000010358	0
ENSSSCG00000010359	252
ENSSSCG00000020477	0
ENSSSCG00000010360	1003
ENSSSCG00000010361	0
ENSSSCG00000010362	4
ENSSSCG00000010363	165
ENSSSCG00000010364	60
ENSSSCG00000010365	3
ENSSSCG00000010366	89
ENSSSCG00000010367	0
ENSSSCG00000010368	2068
ENSSSCG00000010369	0
ENSSSCG00000010370	1253
ENSSSCG00000010371	2
ENSSSCG00000010372	14
ENSSSCG00000010373	0
ENSSSCG00000010374	0
ENSSSCG00000010375	0
ENSSSCG00000010376	7
ENSSSCG00000010377	0
ENSSSCG00000018721	0
ENSSSCG00000010378	0
ENSSSCG00000010379	0
ENSSSCG00000010380	183
ENSSSCG00000010381	463
ENSSSCG00000010382	14
ENSSSCG00000010383	4
ENSSSCG00000010384	0
ENSSSCG00000010385	1681
ENSSSCG00000010386	16
ENSSSCG00000010387	1
ENSSSCG00000010388	0
ENSSSCG00000018936	1
ENSSSCG00000010389	0
ENSSSCG00000010390	3
ENSSSCG00000010391	313
ENSSSCG00000019760	0
ENSSSCG00000010392	0
ENSSSCG00000010393	0
ENSSSCG00000010394	85
ENSSSCG00000010395	21
ENSSSCG00000010396	240
ENSSSCG00000010397	373
ENSSSCG00000010398	0
ENSSSCG00000010399	1816
ENSSSCG00000010400	77
ENSSSCG00000010401	1115
ENSSSCG00000010402	5
ENSSSCG00000010403	83
ENSSSCG00000010404	1
ENSSSCG00000010405	0
ENSSSCG00000010406	2
ENSSSCG00000010407	0
ENSSSCG00000010408	0
ENSSSCG00000010409	0
ENSSSCG00000010410	0
ENSSSCG00000010411	133
ENSSSCG00000010412	0
ENSSSCG00000010413	0
ENSSSCG00000010414	0
ENSSSCG00000010415	22
ENSSSCG00000010416	80
ENSSSCG00000010417	1484
ENSSSCG00000010418	164
ENSSSCG00000010419	102
ENSSSCG00000010420	54
ENSSSCG00000010421	199
ENSSSCG00000010422	1507
ENSSSCG00000010423	18
ENSSSCG00000010424	0
ENSSSCG00000010425	0
ENSSSCG00000010426	0
ENSSSCG00000010427	0
ENSSSCG00000010428	0
ENSSSCG00000010429	307
ENSSSCG00000010430	145
ENSSSCG00000019774	0
ENSSSCG00000010431	0
ENSSSCG00000010432	0
ENSSSCG00000010433	154
ENSSSCG00000010434	2
ENSSSCG00000010435	108
ENSSSCG00000010436	78
ENSSSCG00000010437	1202
ENSSSCG00000019843	0
ENSSSCG00000010438	392
ENSSSCG00000010439	0
ENSSSCG00000010440	1351
ENSSSCG00000019534	0
ENSSSCG00000010441	4
ENSSSCG00000010442	0
ENSSSCG00000010443	0
ENSSSCG00000010444	4
ENSSSCG00000010445	0
ENSSSCG00000010446	0
ENSSSCG00000010447	312965
ENSSSCG00000010448	242
ENSSSCG00000010449	1
ENSSSCG00000010450	213
ENSSSCG00000010451	3
ENSSSCG00000010452	2
ENSSSCG00000010453	4
ENSSSCG00000010454	575
ENSSSCG00000010455	1
ENSSSCG00000010456	41
ENSSSCG00000019740	0
ENSSSCG00000010457	296
ENSSSCG00000010458	18
ENSSSCG00000010459	25
ENSSSCG00000010460	115
ENSSSCG00000010461	2396
ENSSSCG00000010462	350
ENSSSCG00000010463	255
ENSSSCG00000010464	288
ENSSSCG00000010465	1299
ENSSSCG00000019627	0
ENSSSCG00000010466	5
ENSSSCG00000010467	1858
ENSSSCG00000010468	22
ENSSSCG00000018438	0
ENSSSCG00000010469	827
ENSSSCG00000010470	1068
ENSSSCG00000010471	390
ENSSSCG00000010472	210
ENSSSCG00000010473	101
ENSSSCG00000010474	0
ENSSSCG00000010475	0
ENSSSCG00000010476	7897
ENSSSCG00000010477	108
ENSSSCG00000010478	0
ENSSSCG00000010479	2
ENSSSCG00000010480	1
ENSSSCG00000010481	0
ENSSSCG00000010482	15
ENSSSCG00000010483	146
ENSSSCG00000010484	220
ENSSSCG00000020323	0
ENSSSCG00000010485	195
ENSSSCG00000010486	108
ENSSSCG00000019682	0
ENSSSCG00000019484	0
ENSSSCG00000010487	0
ENSSSCG00000010488	0
ENSSSCG00000010489	1155
ENSSSCG00000010490	1
ENSSSCG00000010491	36
ENSSSCG00000010492	0
ENSSSCG00000010493	3092
ENSSSCG00000010494	126
ENSSSCG00000010495	1732
ENSSSCG00000010496	228
ENSSSCG00000010497	130
ENSSSCG00000020257	0
ENSSSCG00000010498	0
ENSSSCG00000010499	0
ENSSSCG00000010500	0
ENSSSCG00000010501	0
ENSSSCG00000010502	97
ENSSSCG00000010503	190
ENSSSCG00000010504	0
ENSSSCG00000010505	0
ENSSSCG00000010506	0
ENSSSCG00000010507	6
ENSSSCG00000010508	2671
ENSSSCG00000020051	0
ENSSSCG00000010509	10
ENSSSCG00000018982	0
ENSSSCG00000010510	79
ENSSSCG00000010511	56
ENSSSCG00000010512	0
ENSSSCG00000010513	210
ENSSSCG00000018212	0
ENSSSCG00000010514	296
ENSSSCG00000010515	0
ENSSSCG00000010516	4
ENSSSCG00000010517	4252
ENSSSCG00000010518	115
ENSSSCG00000010519	254
ENSSSCG00000010520	309
ENSSSCG00000010521	258
ENSSSCG00000010522	2
ENSSSCG00000010523	11
ENSSSCG00000010524	154
ENSSSCG00000010525	390
ENSSSCG00000010526	191
ENSSSCG00000010527	208
ENSSSCG00000010528	408
ENSSSCG00000010529	3
ENSSSCG00000010530	2
ENSSSCG00000010531	304
ENSSSCG00000010532	1688
ENSSSCG00000010533	18
ENSSSCG00000019142	0
ENSSSCG00000010534	122
ENSSSCG00000010535	6
ENSSSCG00000019248	0
ENSSSCG00000010536	18
ENSSSCG00000010537	361
ENSSSCG00000010538	0
ENSSSCG00000010539	209
ENSSSCG00000010540	302
ENSSSCG00000010541	238
ENSSSCG00000010542	341
ENSSSCG00000010543	33
ENSSSCG00000019803	0
ENSSSCG00000010544	269
ENSSSCG00000010545	0
ENSSSCG00000010546	0
ENSSSCG00000010547	811
ENSSSCG00000010548	534
ENSSSCG00000010549	0
ENSSSCG00000010550	163
ENSSSCG00000018383	0
ENSSSCG00000010551	152
ENSSSCG00000010552	0
ENSSSCG00000010553	5741
ENSSSCG00000010554	6272
ENSSSCG00000020225	0
ENSSSCG00000019762	0
ENSSSCG00000010555	205
ENSSSCG00000010556	3
ENSSSCG00000010557	0
ENSSSCG00000010558	16
ENSSSCG00000010559	6
ENSSSCG00000010560	382
ENSSSCG00000010561	8
ENSSSCG00000010562	0
ENSSSCG00000010563	145
ENSSSCG00000010564	57
ENSSSCG00000010565	141
ENSSSCG00000010566	224
ENSSSCG00000010567	0
ENSSSCG00000010568	152
ENSSSCG00000010569	1735
ENSSSCG00000010570	0
ENSSSCG00000010571	109
ENSSSCG00000010572	0
ENSSSCG00000010573	231
ENSSSCG00000010574	1449
ENSSSCG00000010575	1368
ENSSSCG00000010576	930
ENSSSCG00000010577	0
ENSSSCG00000010578	0
ENSSSCG00000010579	1881
ENSSSCG00000010580	385
ENSSSCG00000010581	0
ENSSSCG00000010582	0
ENSSSCG00000010583	570
ENSSSCG00000019981	0
ENSSSCG00000010584	4
ENSSSCG00000010585	1710
ENSSSCG00000010586	98
ENSSSCG00000010587	1157
ENSSSCG00000010588	154
ENSSSCG00000010589	17
ENSSSCG00000010590	520
ENSSSCG00000010591	2
ENSSSCG00000010592	26
ENSSSCG00000010593	2590
ENSSSCG00000010594	1617
ENSSSCG00000010595	21
ENSSSCG00000010596	13
ENSSSCG00000010597	80
ENSSSCG00000010598	117
ENSSSCG00000019431	0
ENSSSCG00000010599	575
ENSSSCG00000010600	366
ENSSSCG00000010601	0
ENSSSCG00000010602	0
ENSSSCG00000010603	12
ENSSSCG00000010604	2064
ENSSSCG00000019252	0
ENSSSCG00000010605	161
ENSSSCG00000010606	3251
ENSSSCG00000010607	13
ENSSSCG00000010608	86
ENSSSCG00000010609	0
ENSSSCG00000010610	102
ENSSSCG00000010611	246
ENSSSCG00000010612	6
ENSSSCG00000010613	682
ENSSSCG00000010614	0
ENSSSCG00000010615	4
ENSSSCG00000010616	270
ENSSSCG00000010617	0
ENSSSCG00000018381	0
ENSSSCG00000018956	0
ENSSSCG00000020604	0
ENSSSCG00000010618	0
ENSSSCG00000010619	1
ENSSSCG00000018317	0
ENSSSCG00000018233	0
ENSSSCG00000010620	768
ENSSSCG00000010621	1252
ENSSSCG00000010622	172
ENSSSCG00000010623	392
ENSSSCG00000010624	110
ENSSSCG00000010625	2345
ENSSSCG00000010626	1
ENSSSCG00000010627	405
ENSSSCG00000010628	1133
ENSSSCG00000010629	1
ENSSSCG00000010630	0
ENSSSCG00000010631	202
ENSSSCG00000010632	0
ENSSSCG00000010633	0
ENSSSCG00000010634	27
ENSSSCG00000010635	267
ENSSSCG00000010636	390
ENSSSCG00000010637	214
ENSSSCG00000010638	300
ENSSSCG00000019694	0
ENSSSCG00000010639	0
ENSSSCG00000010640	27
ENSSSCG00000010641	0
ENSSSCG00000010642	328
ENSSSCG00000010643	0
ENSSSCG00000010644	152
ENSSSCG00000010645	189
ENSSSCG00000010646	29
ENSSSCG00000010647	9
ENSSSCG00000010648	743
ENSSSCG00000010649	0
ENSSSCG00000010650	23
ENSSSCG00000010651	109
ENSSSCG00000010652	1057
ENSSSCG00000010653	10
ENSSSCG00000010654	166
ENSSSCG00000019026	0
ENSSSCG00000010655	0
ENSSSCG00000019346	0
ENSSSCG00000010656	5
ENSSSCG00000010657	0
ENSSSCG00000010658	0
ENSSSCG00000010659	0
ENSSSCG00000010660	0
ENSSSCG00000010661	0
ENSSSCG00000010662	47
ENSSSCG00000010663	0
ENSSSCG00000010664	0
ENSSSCG00000010665	37
ENSSSCG00000018835	0
ENSSSCG00000010666	0
ENSSSCG00000020330	0
ENSSSCG00000010667	0
ENSSSCG00000010668	0
ENSSSCG00000010669	1609
ENSSSCG00000020287	0
ENSSSCG00000010670	0
ENSSSCG00000010671	10
ENSSSCG00000010672	151
ENSSSCG00000010673	8
ENSSSCG00000010674	542
ENSSSCG00000010675	0
ENSSSCG00000010676	320
ENSSSCG00000010677	0
ENSSSCG00000010678	25
ENSSSCG00000010679	7674
ENSSSCG00000018104	0
ENSSSCG00000018541	0
ENSSSCG00000020452	0
ENSSSCG00000010680	592
ENSSSCG00000010681	183
ENSSSCG00000010682	1222
ENSSSCG00000010683	1607
ENSSSCG00000010684	82
ENSSSCG00000010685	705
ENSSSCG00000010686	1601
ENSSSCG00000010687	1059
ENSSSCG00000010688	1402
ENSSSCG00000010689	0
ENSSSCG00000010690	800
ENSSSCG00000019854	0
ENSSSCG00000010691	1
ENSSSCG00000010692	354
ENSSSCG00000010693	0
ENSSSCG00000010694	0
ENSSSCG00000010695	438
ENSSSCG00000010696	0
ENSSSCG00000010697	14
ENSSSCG00000010698	96
ENSSSCG00000010699	305
ENSSSCG00000010700	305
ENSSSCG00000018905	0
ENSSSCG00000019741	0
ENSSSCG00000010701	0
ENSSSCG00000010702	412
ENSSSCG00000010703	12588
ENSSSCG00000010704	3
ENSSSCG00000010705	0
ENSSSCG00000019381	0
ENSSSCG00000010706	1059
ENSSSCG00000010707	633
ENSSSCG00000010708	367
ENSSSCG00000018516	0
ENSSSCG00000010709	899
ENSSSCG00000010710	0
ENSSSCG00000010711	0
ENSSSCG00000010712	4788
ENSSSCG00000010713	0
ENSSSCG00000010714	0
ENSSSCG00000010715	0
ENSSSCG00000010716	0
ENSSSCG00000010717	0
ENSSSCG00000010718	0
ENSSSCG00000010719	181
ENSSSCG00000010720	94
ENSSSCG00000010721	21
ENSSSCG00000010722	286
ENSSSCG00000010723	329
ENSSSCG00000010724	1
ENSSSCG00000010725	0
ENSSSCG00000010726	832
ENSSSCG00000010727	0
ENSSSCG00000010728	3502
ENSSSCG00000010729	11
ENSSSCG00000010730	14
ENSSSCG00000018224	0
ENSSSCG00000010731	113
ENSSSCG00000010732	47
ENSSSCG00000010733	0
ENSSSCG00000010734	1409
ENSSSCG00000010735	31
ENSSSCG00000019011	0
ENSSSCG00000010736	220
ENSSSCG00000010737	203
ENSSSCG00000010738	1578
ENSSSCG00000010739	1458
ENSSSCG00000010740	0
ENSSSCG00000010741	195
ENSSSCG00000010742	140
ENSSSCG00000010743	339
ENSSSCG00000010744	383
ENSSSCG00000010745	3
ENSSSCG00000010746	2336
ENSSSCG00000018671	0
ENSSSCG00000020315	0
ENSSSCG00000010747	0
ENSSSCG00000010748	1191
ENSSSCG00000010749	2
ENSSSCG00000010750	0
ENSSSCG00000020468	0
ENSSSCG00000010751	0
ENSSSCG00000020184	0
ENSSSCG00000010752	0
ENSSSCG00000010753	0
ENSSSCG00000010754	0
ENSSSCG00000010755	33
ENSSSCG00000019901	0
ENSSSCG00000010756	315
ENSSSCG00000010757	49
ENSSSCG00000010758	0
ENSSSCG00000010759	879
ENSSSCG00000020465	0
ENSSSCG00000010760	0
ENSSSCG00000010761	1
ENSSSCG00000010762	7
ENSSSCG00000010763	0
ENSSSCG00000010764	2
ENSSSCG00000010765	1075
ENSSSCG00000010766	0
ENSSSCG00000010767	2
ENSSSCG00000010768	5
ENSSSCG00000010769	4
ENSSSCG00000010770	2
ENSSSCG00000010771	1
ENSSSCG00000018728	0
ENSSSCG00000010772	28
ENSSSCG00000010773	857
ENSSSCG00000010774	191
ENSSSCG00000010775	0
ENSSSCG00000010776	0
ENSSSCG00000010777	0
ENSSSCG00000010778	0
ENSSSCG00000010779	5
ENSSSCG00000010780	0
ENSSSCG00000010781	0
ENSSSCG00000010782	0
ENSSSCG00000010783	0
ENSSSCG00000010784	0
ENSSSCG00000010785	0
ENSSSCG00000010786	0
ENSSSCG00000010787	0
ENSSSCG00000010788	0
ENSSSCG00000010789	0
ENSSSCG00000010790	1321
ENSSSCG00000010791	106
ENSSSCG00000010792	1
ENSSSCG00000015665	545
ENSSSCG00000015666	75
ENSSSCG00000015667	126
ENSSSCG00000015668	473
ENSSSCG00000019992	0
ENSSSCG00000015669	158
ENSSSCG00000015670	221
ENSSSCG00000015671	1
ENSSSCG00000019747	0
ENSSSCG00000015672	0
ENSSSCG00000015673	0
ENSSSCG00000015674	39
ENSSSCG00000015675	1
ENSSSCG00000020075	0
ENSSSCG00000015676	0
ENSSSCG00000015677	0
ENSSSCG00000015678	0
ENSSSCG00000018188	0
ENSSSCG00000015679	392
ENSSSCG00000015680	0
ENSSSCG00000015681	0
ENSSSCG00000018499	0
ENSSSCG00000019287	0
ENSSSCG00000015682	2
ENSSSCG00000015683	252
ENSSSCG00000015684	38
ENSSSCG00000020159	0
ENSSSCG00000015685	0
ENSSSCG00000015686	0
ENSSSCG00000015687	53
ENSSSCG00000019723	0
ENSSSCG00000015688	85
ENSSSCG00000015689	1395
ENSSSCG00000015690	1772
ENSSSCG00000015691	2
ENSSSCG00000015692	699
ENSSSCG00000019503	0
ENSSSCG00000018804	0
ENSSSCG00000015693	0
ENSSSCG00000015694	56
ENSSSCG00000015695	495
ENSSSCG00000018195	0
ENSSSCG00000015696	0
ENSSSCG00000015697	142
ENSSSCG00000015698	8
ENSSSCG00000015699	2
ENSSSCG00000015700	1
ENSSSCG00000015701	130
ENSSSCG00000015702	656
ENSSSCG00000015703	56
ENSSSCG00000015704	8
ENSSSCG00000015705	0
ENSSSCG00000015706	0
ENSSSCG00000015707	0
ENSSSCG00000015708	161
ENSSSCG00000015709	387
ENSSSCG00000015710	9502
ENSSSCG00000019912	0
ENSSSCG00000020374	0
ENSSSCG00000019148	0
ENSSSCG00000019131	0
ENSSSCG00000019536	0
ENSSSCG00000018646	0
ENSSSCG00000015711	1
ENSSSCG00000019174	0
ENSSSCG00000015712	813
ENSSSCG00000015713	0
ENSSSCG00000015714	372
ENSSSCG00000015715	2
ENSSSCG00000015716	0
ENSSSCG00000015717	0
ENSSSCG00000015718	13
ENSSSCG00000015719	611
ENSSSCG00000015720	205
ENSSSCG00000015721	235
ENSSSCG00000015722	64
ENSSSCG00000015723	385
ENSSSCG00000015724	24
ENSSSCG00000015725	0
ENSSSCG00000015726	0
ENSSSCG00000015727	0
ENSSSCG00000015728	57
ENSSSCG00000015729	127
ENSSSCG00000018248	0
ENSSSCG00000015730	513
ENSSSCG00000015731	360
ENSSSCG00000015732	2
ENSSSCG00000015733	274
ENSSSCG00000015734	184
ENSSSCG00000015735	30
ENSSSCG00000015736	4
ENSSSCG00000015737	59
ENSSSCG00000015738	4
ENSSSCG00000015739	1
ENSSSCG00000015740	0
ENSSSCG00000018238	0
ENSSSCG00000015741	0
ENSSSCG00000015742	0
ENSSSCG00000015743	84
ENSSSCG00000015744	7
ENSSSCG00000020559	0
ENSSSCG00000015745	0
ENSSSCG00000015746	0
ENSSSCG00000015747	0
ENSSSCG00000015748	0
ENSSSCG00000015749	0
ENSSSCG00000015750	0
ENSSSCG00000015752	0
ENSSSCG00000019052	0
ENSSSCG00000020029	0
ENSSSCG00000015753	33
ENSSSCG00000015754	125
ENSSSCG00000015755	203
ENSSSCG00000015756	25
ENSSSCG00000015757	21
ENSSSCG00000015758	0
ENSSSCG00000015759	0
ENSSSCG00000015760	0
ENSSSCG00000015761	0
ENSSSCG00000015762	0
ENSSSCG00000015763	3
ENSSSCG00000015764	0
ENSSSCG00000015765	32
ENSSSCG00000015766	105
ENSSSCG00000015767	1
ENSSSCG00000015768	0
ENSSSCG00000015769	708
ENSSSCG00000015770	1173
ENSSSCG00000015771	66
ENSSSCG00000015772	180
ENSSSCG00000020255	0
ENSSSCG00000020566	0
ENSSSCG00000015773	48
ENSSSCG00000015774	1712
ENSSSCG00000015775	145
ENSSSCG00000015776	427
ENSSSCG00000015777	605
ENSSSCG00000015778	127
ENSSSCG00000015779	242
ENSSSCG00000015780	124
ENSSSCG00000015781	38
ENSSSCG00000015782	279
ENSSSCG00000015783	736
ENSSSCG00000015784	488
ENSSSCG00000015785	127
ENSSSCG00000015786	84
ENSSSCG00000015787	19
ENSSSCG00000015788	0
ENSSSCG00000015789	305
ENSSSCG00000015790	901
ENSSSCG00000015791	456
ENSSSCG00000015792	18
ENSSSCG00000015793	281
ENSSSCG00000015794	24
ENSSSCG00000015795	5
ENSSSCG00000015796	56
ENSSSCG00000015797	1315
ENSSSCG00000015798	97
ENSSSCG00000015799	0
ENSSSCG00000015800	35
ENSSSCG00000015801	135
ENSSSCG00000020041	0
ENSSSCG00000015802	315
ENSSSCG00000015803	21
ENSSSCG00000015804	0
ENSSSCG00000015805	2
ENSSSCG00000015806	0
ENSSSCG00000015807	1
ENSSSCG00000015808	5586
ENSSSCG00000015809	239
ENSSSCG00000015810	8
ENSSSCG00000015811	208
ENSSSCG00000015812	478
ENSSSCG00000015813	21
ENSSSCG00000015814	2048
ENSSSCG00000019216	0
ENSSSCG00000015815	2642
ENSSSCG00000015816	13
ENSSSCG00000015817	60
ENSSSCG00000015818	1044
ENSSSCG00000015819	108
ENSSSCG00000015820	666
ENSSSCG00000015821	0
ENSSSCG00000015822	0
ENSSSCG00000015823	187
ENSSSCG00000015824	86
ENSSSCG00000015825	3631
ENSSSCG00000015826	194
ENSSSCG00000015827	245
ENSSSCG00000015828	221
ENSSSCG00000015829	0
ENSSSCG00000015830	0
ENSSSCG00000015831	2
ENSSSCG00000015832	404
ENSSSCG00000015833	441
ENSSSCG00000018378	0
ENSSSCG00000015834	16
ENSSSCG00000015835	0
ENSSSCG00000019132	0
ENSSSCG00000015836	4881
ENSSSCG00000015837	0
ENSSSCG00000015838	63
ENSSSCG00000015839	39
ENSSSCG00000019289	0
ENSSSCG00000015840	69
ENSSSCG00000015841	57
ENSSSCG00000015842	3500
ENSSSCG00000015843	198
ENSSSCG00000015844	518
ENSSSCG00000015845	1289
ENSSSCG00000019691	0
ENSSSCG00000015846	1105
ENSSSCG00000018386	0
ENSSSCG00000015847	0
ENSSSCG00000019036	0
ENSSSCG00000015848	105
ENSSSCG00000015849	1113
ENSSSCG00000015850	17
ENSSSCG00000015851	716
ENSSSCG00000015852	95
ENSSSCG00000015853	2275
ENSSSCG00000015854	0
ENSSSCG00000018316	0
ENSSSCG00000018876	0
ENSSSCG00000015855	0
ENSSSCG00000015856	81
ENSSSCG00000015857	1110
ENSSSCG00000019342	0
ENSSSCG00000018833	0
ENSSSCG00000015858	724
ENSSSCG00000015859	244
ENSSSCG00000015860	15
ENSSSCG00000015861	659
ENSSSCG00000015862	1566
ENSSSCG00000015863	5
ENSSSCG00000015864	1
ENSSSCG00000015865	452
ENSSSCG00000015866	676
ENSSSCG00000015867	1586
ENSSSCG00000015868	910
ENSSSCG00000015869	0
ENSSSCG00000018460	0
ENSSSCG00000015870	0
ENSSSCG00000019095	0
ENSSSCG00000020169	0
ENSSSCG00000015871	195
ENSSSCG00000015872	855
ENSSSCG00000015873	6
ENSSSCG00000015874	1269
ENSSSCG00000019391	0
ENSSSCG00000018594	0
ENSSSCG00000015875	0
ENSSSCG00000015876	0
ENSSSCG00000015877	0
ENSSSCG00000015878	571
ENSSSCG00000015879	0
ENSSSCG00000020538	0
ENSSSCG00000015880	1809
ENSSSCG00000015881	172
ENSSSCG00000015882	187
ENSSSCG00000015883	295
ENSSSCG00000015884	14
ENSSSCG00000015885	23
ENSSSCG00000015886	0
ENSSSCG00000015887	0
ENSSSCG00000015888	636
ENSSSCG00000019376	0
ENSSSCG00000020243	0
ENSSSCG00000015889	138
ENSSSCG00000015890	187
ENSSSCG00000015891	0
ENSSSCG00000015892	452
ENSSSCG00000020422	0
ENSSSCG00000015893	0
ENSSSCG00000015894	514
ENSSSCG00000015895	0
ENSSSCG00000015896	516
ENSSSCG00000015897	174
ENSSSCG00000015898	0
ENSSSCG00000019458	0
ENSSSCG00000015899	16
ENSSSCG00000019728	0
ENSSSCG00000020303	0
ENSSSCG00000015900	47
ENSSSCG00000018215	0
ENSSSCG00000019628	0
ENSSSCG00000015901	47
ENSSSCG00000015902	61
ENSSSCG00000015903	0
ENSSSCG00000015904	0
ENSSSCG00000015905	36
ENSSSCG00000015906	0
ENSSSCG00000015907	2
ENSSSCG00000015908	136
ENSSSCG00000019620	0
ENSSSCG00000015909	104
ENSSSCG00000015910	0
ENSSSCG00000018887	1
ENSSSCG00000015911	0
ENSSSCG00000015912	0
ENSSSCG00000015913	0
ENSSSCG00000020453	0
ENSSSCG00000015914	3
ENSSSCG00000015915	1
ENSSSCG00000015916	0
ENSSSCG00000015917	1
ENSSSCG00000015918	169
ENSSSCG00000015919	201
ENSSSCG00000015920	65
ENSSSCG00000015921	0
ENSSSCG00000015922	2
ENSSSCG00000015923	0
ENSSSCG00000015924	44
ENSSSCG00000015925	0
ENSSSCG00000015926	3
ENSSSCG00000015927	0
ENSSSCG00000015928	13
ENSSSCG00000015929	12
ENSSSCG00000015930	20
ENSSSCG00000015931	75
ENSSSCG00000015932	4
ENSSSCG00000015933	216
ENSSSCG00000015934	649
ENSSSCG00000015935	2
ENSSSCG00000015936	57
ENSSSCG00000015937	141
ENSSSCG00000015938	1598
ENSSSCG00000015939	411
ENSSSCG00000015940	139
ENSSSCG00000015941	0
ENSSSCG00000015942	0
ENSSSCG00000015943	3068
ENSSSCG00000015944	1687
ENSSSCG00000015945	85
ENSSSCG00000015946	359
ENSSSCG00000015947	57
ENSSSCG00000015948	1394
ENSSSCG00000015949	329
ENSSSCG00000015950	0
ENSSSCG00000015951	58
ENSSSCG00000015952	193
ENSSSCG00000015953	2
ENSSSCG00000015954	23
ENSSSCG00000015955	627
ENSSSCG00000015956	1168
ENSSSCG00000015957	1058
ENSSSCG00000015958	507
ENSSSCG00000018116	0
ENSSSCG00000015959	1
ENSSSCG00000015960	388
ENSSSCG00000015961	69
ENSSSCG00000018985	0
ENSSSCG00000015962	960
ENSSSCG00000015963	556
ENSSSCG00000015964	139
ENSSSCG00000015965	961
ENSSSCG00000015966	0
ENSSSCG00000015967	0
ENSSSCG00000015968	0
ENSSSCG00000015969	0
ENSSSCG00000015970	0
ENSSSCG00000015971	18
ENSSSCG00000015972	646
ENSSSCG00000015973	1376
ENSSSCG00000020250	0
ENSSSCG00000015974	195
ENSSSCG00000015975	2
ENSSSCG00000015976	195
ENSSSCG00000015977	0
ENSSSCG00000015978	0
ENSSSCG00000015979	0
ENSSSCG00000015980	0
ENSSSCG00000015981	0
ENSSSCG00000015982	1
ENSSSCG00000015983	5
ENSSSCG00000019942	0
ENSSSCG00000015984	8
ENSSSCG00000015985	2
ENSSSCG00000015986	3
ENSSSCG00000020246	0
ENSSSCG00000015987	3560
ENSSSCG00000015989	1042
ENSSSCG00000015990	186
ENSSSCG00000015991	42
ENSSSCG00000015992	59
ENSSSCG00000015993	76
ENSSSCG00000015994	0
