Geneid	SRR14612090_fibroblast_male
ENSSSCG00000017918	123
ENSSSCG00000017919	192
ENSSSCG00000017920	4519
ENSSSCG00000017921	35
ENSSSCG00000017922	17
ENSSSCG00000017923	3
ENSSSCG00000017924	361
ENSSSCG00000017925	12
ENSSSCG00000017926	48
ENSSSCG00000017927	89
ENSSSCG00000018641	0
ENSSSCG00000019457	0
ENSSSCG00000017928	157
ENSSSCG00000017929	364
ENSSSCG00000017930	93
ENSSSCG00000017931	0
ENSSSCG00000019930	0
ENSSSCG00000017932	0
ENSSSCG00000017933	1
ENSSSCG00000017934	0
ENSSSCG00000017935	838
ENSSSCG00000017936	2835
ENSSSCG00000017937	497
ENSSSCG00000017938	0
ENSSSCG00000017939	5745
ENSSSCG00000017940	328
ENSSSCG00000017941	291
ENSSSCG00000017942	3
ENSSSCG00000017943	2
ENSSSCG00000017944	134
ENSSSCG00000017945	0
ENSSSCG00000017946	0
ENSSSCG00000017947	535
ENSSSCG00000018204	0
ENSSSCG00000017948	0
ENSSSCG00000017949	140
ENSSSCG00000017950	991
ENSSSCG00000017951	3
ENSSSCG00000017952	46
ENSSSCG00000017953	643
ENSSSCG00000017954	0
ENSSSCG00000017955	286
ENSSSCG00000017956	4
ENSSSCG00000017957	6980
ENSSSCG00000018964	4
ENSSSCG00000019619	10
ENSSSCG00000020152	3
ENSSSCG00000018563	6
ENSSSCG00000017958	257
ENSSSCG00000017959	26
ENSSSCG00000017960	29
ENSSSCG00000017961	10
ENSSSCG00000017962	442
ENSSSCG00000017963	44
ENSSSCG00000017964	2174
ENSSSCG00000020355	0
ENSSSCG00000017965	0
ENSSSCG00000017966	3
ENSSSCG00000017967	166
ENSSSCG00000017968	45
ENSSSCG00000017969	42
ENSSSCG00000017970	6
ENSSSCG00000017971	35
ENSSSCG00000017972	22
ENSSSCG00000017973	165
ENSSSCG00000017974	5
ENSSSCG00000017975	1
ENSSSCG00000017976	2015
ENSSSCG00000020615	0
ENSSSCG00000017977	0
ENSSSCG00000017978	0
ENSSSCG00000017979	0
ENSSSCG00000017980	0
ENSSSCG00000017981	0
ENSSSCG00000017982	0
ENSSSCG00000017983	274
ENSSSCG00000017984	69
ENSSSCG00000017985	0
ENSSSCG00000017986	814
ENSSSCG00000018145	0
ENSSSCG00000017987	20993
ENSSSCG00000017988	13
ENSSSCG00000017989	0
ENSSSCG00000017990	0
ENSSSCG00000017991	25
ENSSSCG00000017992	0
ENSSSCG00000017993	382
ENSSSCG00000017994	0
ENSSSCG00000017995	5
ENSSSCG00000017996	0
ENSSSCG00000017997	0
ENSSSCG00000017998	0
ENSSSCG00000017999	0
ENSSSCG00000018000	33
ENSSSCG00000018001	119
ENSSSCG00000018002	0
ENSSSCG00000018003	0
ENSSSCG00000018004	0
ENSSSCG00000018005	0
ENSSSCG00000018006	0
ENSSSCG00000018007	9
ENSSSCG00000018008	137
ENSSSCG00000018009	22
ENSSSCG00000018010	43
ENSSSCG00000018011	0
ENSSSCG00000018012	0
ENSSSCG00000018013	0
ENSSSCG00000018014	27
ENSSSCG00000018015	1
ENSSSCG00000018016	77
ENSSSCG00000019009	0
ENSSSCG00000018017	6
ENSSSCG00000018018	0
ENSSSCG00000018019	16
ENSSSCG00000018020	146
ENSSSCG00000018021	0
ENSSSCG00000018022	6
ENSSSCG00000018023	17
ENSSSCG00000018024	1
ENSSSCG00000018025	66
ENSSSCG00000020626	0
ENSSSCG00000020067	0
ENSSSCG00000018026	20
ENSSSCG00000018027	1136
ENSSSCG00000018028	0
ENSSSCG00000018029	64
ENSSSCG00000018030	152
ENSSSCG00000018031	83
ENSSSCG00000018462	2
ENSSSCG00000018456	4
ENSSSCG00000018032	0
ENSSSCG00000018033	7566
ENSSSCG00000018034	156
ENSSSCG00000018035	59
ENSSSCG00000018036	12
ENSSSCG00000018037	45
ENSSSCG00000018038	122
ENSSSCG00000018039	1521
ENSSSCG00000018040	139
ENSSSCG00000018041	2276
ENSSSCG00000018042	12
ENSSSCG00000018043	0
ENSSSCG00000018044	0
ENSSSCG00000018045	498
ENSSSCG00000018046	36
ENSSSCG00000018047	53
ENSSSCG00000018048	8
ENSSSCG00000018049	244
ENSSSCG00000018050	0
ENSSSCG00000018051	782
ENSSSCG00000018052	23
ENSSSCG00000018053	148
ENSSSCG00000018054	86
ENSSSCG00000018055	125
ENSSSCG00000018056	0
ENSSSCG00000018057	99
ENSSSCG00000018058	441
ENSSSCG00000018059	0
ENSSSCG00000011178	7
ENSSSCG00000011179	576
ENSSSCG00000011180	18
ENSSSCG00000020568	0
ENSSSCG00000011181	7
ENSSSCG00000011182	49
ENSSSCG00000011183	1914
ENSSSCG00000011184	121
ENSSSCG00000018336	0
ENSSSCG00000011185	19
ENSSSCG00000011186	5
ENSSSCG00000011187	0
ENSSSCG00000011188	1
ENSSSCG00000011189	199
ENSSSCG00000011190	142
ENSSSCG00000011191	25
ENSSSCG00000011192	125
ENSSSCG00000011193	108
ENSSSCG00000011194	922
ENSSSCG00000019529	0
ENSSSCG00000011195	37
ENSSSCG00000011196	316
ENSSSCG00000011197	84
ENSSSCG00000011198	145
ENSSSCG00000020426	0
ENSSSCG00000011199	77
ENSSSCG00000018111	0
ENSSSCG00000011200	0
ENSSSCG00000018730	0
ENSSSCG00000011201	27
ENSSSCG00000011202	0
ENSSSCG00000011203	0
ENSSSCG00000020124	0
ENSSSCG00000011204	0
ENSSSCG00000011205	0
ENSSSCG00000011206	190
ENSSSCG00000011207	28
ENSSSCG00000011208	10
ENSSSCG00000011209	44
ENSSSCG00000011210	56
ENSSSCG00000011211	42
ENSSSCG00000020429	0
ENSSSCG00000011212	44
ENSSSCG00000011213	4955
ENSSSCG00000011214	526
ENSSSCG00000011215	108
ENSSSCG00000011216	0
ENSSSCG00000011217	9
ENSSSCG00000011218	710
ENSSSCG00000011219	0
ENSSSCG00000020414	0
ENSSSCG00000018988	0
ENSSSCG00000011220	233
ENSSSCG00000011221	0
ENSSSCG00000011222	218
ENSSSCG00000011223	0
ENSSSCG00000019184	0
ENSSSCG00000011224	6
ENSSSCG00000020517	0
ENSSSCG00000011225	0
ENSSSCG00000011226	1848
ENSSSCG00000011227	202
ENSSSCG00000019936	0
ENSSSCG00000011228	0
ENSSSCG00000011229	6579
ENSSSCG00000011230	5
ENSSSCG00000011231	0
ENSSSCG00000011232	612
ENSSSCG00000011233	738
ENSSSCG00000011234	29
ENSSSCG00000011235	1240
ENSSSCG00000011236	540
ENSSSCG00000011237	3583
ENSSSCG00000020454	0
ENSSSCG00000011238	0
ENSSSCG00000019835	0
ENSSSCG00000011239	178
ENSSSCG00000011240	203
ENSSSCG00000011241	0
ENSSSCG00000011242	32
ENSSSCG00000011243	3474
ENSSSCG00000011244	0
ENSSSCG00000011245	13
ENSSSCG00000011246	0
ENSSSCG00000011247	288
ENSSSCG00000011248	23
ENSSSCG00000011249	2
ENSSSCG00000011250	138
ENSSSCG00000011251	451
ENSSSCG00000011252	147
ENSSSCG00000011253	59
ENSSSCG00000019656	0
ENSSSCG00000011254	11
ENSSSCG00000011255	2
ENSSSCG00000011256	0
ENSSSCG00000011257	42
ENSSSCG00000011258	10
ENSSSCG00000011259	2
ENSSSCG00000011260	0
ENSSSCG00000011261	686
ENSSSCG00000011262	92
ENSSSCG00000011263	33
ENSSSCG00000011264	100
ENSSSCG00000011265	17
ENSSSCG00000011266	12675
ENSSSCG00000019894	10
ENSSSCG00000011267	0
ENSSSCG00000011268	0
ENSSSCG00000011269	0
ENSSSCG00000011270	541
ENSSSCG00000011271	24
ENSSSCG00000011272	7199
ENSSSCG00000018896	0
ENSSSCG00000011273	0
ENSSSCG00000011274	9104
ENSSSCG00000018451	0
ENSSSCG00000011275	26
ENSSSCG00000020478	0
ENSSSCG00000020593	0
ENSSSCG00000011276	90
ENSSSCG00000011277	0
ENSSSCG00000011278	310
ENSSSCG00000011279	0
ENSSSCG00000011280	1
ENSSSCG00000011281	14
ENSSSCG00000011282	202
ENSSSCG00000011283	74
ENSSSCG00000011284	501
ENSSSCG00000011285	205
ENSSSCG00000011286	4
ENSSSCG00000011287	6
ENSSSCG00000011288	0
ENSSSCG00000011289	7
ENSSSCG00000011290	632
ENSSSCG00000011291	0
ENSSSCG00000011292	135
ENSSSCG00000011293	98
ENSSSCG00000011294	5
ENSSSCG00000011295	254
ENSSSCG00000011296	648
ENSSSCG00000011297	114
ENSSSCG00000019971	0
ENSSSCG00000011298	3
ENSSSCG00000011299	0
ENSSSCG00000011300	192
ENSSSCG00000011301	114
ENSSSCG00000011302	100
ENSSSCG00000011303	47
ENSSSCG00000011304	129
ENSSSCG00000011305	109
ENSSSCG00000011306	30
ENSSSCG00000011307	18
ENSSSCG00000011308	81
ENSSSCG00000011309	117
ENSSSCG00000011310	23
ENSSSCG00000011311	33
ENSSSCG00000011312	114
ENSSSCG00000011313	174
ENSSSCG00000011314	279
ENSSSCG00000011315	0
ENSSSCG00000011316	0
ENSSSCG00000011317	617
ENSSSCG00000011318	6
ENSSSCG00000011319	0
ENSSSCG00000011320	0
ENSSSCG00000011321	0
ENSSSCG00000011322	0
ENSSSCG00000011323	0
ENSSSCG00000011324	0
ENSSSCG00000011325	0
ENSSSCG00000011326	4
ENSSSCG00000011327	0
ENSSSCG00000011328	0
ENSSSCG00000011329	179
ENSSSCG00000011330	27
ENSSSCG00000011331	5
ENSSSCG00000011332	902
ENSSSCG00000011333	103
ENSSSCG00000011334	0
ENSSSCG00000011335	586
ENSSSCG00000011336	131
ENSSSCG00000011337	576
ENSSSCG00000011338	524
ENSSSCG00000011339	58
ENSSSCG00000011340	1160
ENSSSCG00000011341	29
ENSSSCG00000011342	666
ENSSSCG00000011343	5909
ENSSSCG00000011344	969
ENSSSCG00000011345	1664
ENSSSCG00000011346	1148
ENSSSCG00000011347	114
ENSSSCG00000011348	0
ENSSSCG00000011349	0
ENSSSCG00000011350	92
ENSSSCG00000011351	379
ENSSSCG00000011352	13
ENSSSCG00000011353	36
ENSSSCG00000011354	0
ENSSSCG00000011355	156
ENSSSCG00000018347	0
ENSSSCG00000011356	693
ENSSSCG00000011357	2342
ENSSSCG00000011358	66
ENSSSCG00000011359	80
ENSSSCG00000011360	16
ENSSSCG00000011361	139
ENSSSCG00000011362	0
ENSSSCG00000011363	536
ENSSSCG00000011364	96
ENSSSCG00000011365	207
ENSSSCG00000019032	0
ENSSSCG00000011366	364
ENSSSCG00000011367	1142
ENSSSCG00000011368	34
ENSSSCG00000011369	775
ENSSSCG00000011370	354
ENSSSCG00000018173	0
ENSSSCG00000018566	0
ENSSSCG00000011371	100
ENSSSCG00000011372	980
ENSSSCG00000011373	1197
ENSSSCG00000011374	1704
ENSSSCG00000011375	732
ENSSSCG00000011376	4
ENSSSCG00000011377	3802
ENSSSCG00000011378	287
ENSSSCG00000011379	54
ENSSSCG00000011380	0
ENSSSCG00000011381	4
ENSSSCG00000011382	298
ENSSSCG00000011383	200
ENSSSCG00000011384	78
ENSSSCG00000011385	272
ENSSSCG00000011386	14
ENSSSCG00000011387	568
ENSSSCG00000011388	48
ENSSSCG00000011389	350
ENSSSCG00000011390	447
ENSSSCG00000011391	14
ENSSSCG00000011392	39
ENSSSCG00000011393	102
ENSSSCG00000011394	381
ENSSSCG00000011395	920
ENSSSCG00000011396	18
ENSSSCG00000011397	21
ENSSSCG00000011398	230
ENSSSCG00000011399	5762
ENSSSCG00000011400	115
ENSSSCG00000011401	15
ENSSSCG00000011402	67
ENSSSCG00000011403	70
ENSSSCG00000011404	37
ENSSSCG00000011405	635
ENSSSCG00000011406	130
ENSSSCG00000011407	514
ENSSSCG00000011408	3
ENSSSCG00000011409	85
ENSSSCG00000011410	52
ENSSSCG00000011411	850
ENSSSCG00000011412	2
ENSSSCG00000011413	4
ENSSSCG00000011414	10
ENSSSCG00000011415	321
ENSSSCG00000011416	0
ENSSSCG00000018749	0
ENSSSCG00000011417	567
ENSSSCG00000011418	136
ENSSSCG00000011419	2
ENSSSCG00000011420	1025
ENSSSCG00000011421	1201
ENSSSCG00000011422	54
ENSSSCG00000011423	0
ENSSSCG00000011424	161
ENSSSCG00000011425	344
ENSSSCG00000011426	53
ENSSSCG00000011427	473
ENSSSCG00000011428	0
ENSSSCG00000011429	127
ENSSSCG00000011430	140
ENSSSCG00000011431	0
ENSSSCG00000018452	0
ENSSSCG00000011432	49
ENSSSCG00000011433	1041
ENSSSCG00000019306	0
ENSSSCG00000011434	69
ENSSSCG00000011435	299
ENSSSCG00000011436	0
ENSSSCG00000011437	298
ENSSSCG00000011438	864
ENSSSCG00000011439	5
ENSSSCG00000011440	24
ENSSSCG00000011441	0
ENSSSCG00000011442	432
ENSSSCG00000011443	26
ENSSSCG00000011444	447
ENSSSCG00000011445	1202
ENSSSCG00000011446	355
ENSSSCG00000011447	782
ENSSSCG00000011448	843
ENSSSCG00000011449	694
ENSSSCG00000018612	0
ENSSSCG00000019159	1
ENSSSCG00000018540	0
ENSSSCG00000011450	0
ENSSSCG00000011451	0
ENSSSCG00000011452	54
ENSSSCG00000011453	192
ENSSSCG00000011454	116
ENSSSCG00000020114	0
ENSSSCG00000011455	15
ENSSSCG00000011456	16
ENSSSCG00000019474	0
ENSSSCG00000011457	4
ENSSSCG00000011458	278
ENSSSCG00000011459	495
ENSSSCG00000011460	52
ENSSSCG00000011461	0
ENSSSCG00000011462	0
ENSSSCG00000011463	136
ENSSSCG00000019334	0
ENSSSCG00000011464	5
ENSSSCG00000011465	257
ENSSSCG00000011466	7909
ENSSSCG00000011467	228
ENSSSCG00000011468	796
ENSSSCG00000011469	2564
ENSSSCG00000011470	158
ENSSSCG00000011471	625
ENSSSCG00000011472	0
ENSSSCG00000011473	232
ENSSSCG00000011474	506
ENSSSCG00000011475	377
ENSSSCG00000011476	105
ENSSSCG00000011477	290
ENSSSCG00000011478	2
ENSSSCG00000011479	0
ENSSSCG00000011480	269
ENSSSCG00000011481	371
ENSSSCG00000011482	59
ENSSSCG00000011483	0
ENSSSCG00000020467	0
ENSSSCG00000019903	0
ENSSSCG00000011484	0
ENSSSCG00000011485	771
ENSSSCG00000011486	32
ENSSSCG00000011487	0
ENSSSCG00000011488	3
ENSSSCG00000011489	28
ENSSSCG00000011490	0
ENSSSCG00000011491	570
ENSSSCG00000011492	0
ENSSSCG00000011493	348
ENSSSCG00000011495	74
ENSSSCG00000018815	0
ENSSSCG00000011496	1276
ENSSSCG00000011497	143
ENSSSCG00000018904	0
ENSSSCG00000011498	15
ENSSSCG00000011499	179
ENSSSCG00000020125	0
ENSSSCG00000011500	17
ENSSSCG00000011501	1263
ENSSSCG00000011502	0
ENSSSCG00000011503	0
ENSSSCG00000011504	220
ENSSSCG00000011505	407
ENSSSCG00000011506	278
ENSSSCG00000011507	1948
ENSSSCG00000011508	6
ENSSSCG00000011509	246
ENSSSCG00000011510	612
ENSSSCG00000011511	64
ENSSSCG00000011512	27
ENSSSCG00000011513	7
ENSSSCG00000011514	0
ENSSSCG00000011515	240
ENSSSCG00000019661	0
ENSSSCG00000011516	146
ENSSSCG00000011517	265
ENSSSCG00000011518	91
ENSSSCG00000011519	216
ENSSSCG00000011520	26
ENSSSCG00000011521	1507
ENSSSCG00000011522	59
ENSSSCG00000019695	0
ENSSSCG00000011523	0
ENSSSCG00000019387	0
ENSSSCG00000011524	0
ENSSSCG00000011525	0
ENSSSCG00000020400	0
ENSSSCG00000020409	0
ENSSSCG00000011526	0
ENSSSCG00000018941	0
ENSSSCG00000020383	0
ENSSSCG00000011527	111
ENSSSCG00000011528	0
ENSSSCG00000011529	364
ENSSSCG00000011530	231
ENSSSCG00000011531	67
ENSSSCG00000011532	1185
ENSSSCG00000011533	417
ENSSSCG00000011534	2370
ENSSSCG00000011535	914
ENSSSCG00000011536	30
ENSSSCG00000011537	0
ENSSSCG00000011538	64
ENSSSCG00000011539	43
ENSSSCG00000011540	1380
ENSSSCG00000011541	284
ENSSSCG00000011542	226
ENSSSCG00000011543	0
ENSSSCG00000011544	1
ENSSSCG00000011545	170
ENSSSCG00000011546	327
ENSSSCG00000011547	1
ENSSSCG00000011548	409
ENSSSCG00000011549	60
ENSSSCG00000011550	164
ENSSSCG00000011551	214
ENSSSCG00000011552	1217
ENSSSCG00000011553	76
ENSSSCG00000011554	1
ENSSSCG00000011555	172
ENSSSCG00000011556	6
ENSSSCG00000011557	22
ENSSSCG00000011558	272
ENSSSCG00000011559	234
ENSSSCG00000011560	184
ENSSSCG00000011561	10
ENSSSCG00000011562	555
ENSSSCG00000011563	160
ENSSSCG00000019237	0
ENSSSCG00000011564	0
ENSSSCG00000011565	762
ENSSSCG00000011566	0
ENSSSCG00000011567	124
ENSSSCG00000011568	0
ENSSSCG00000011569	64
ENSSSCG00000011570	50
ENSSSCG00000011571	7
ENSSSCG00000011572	585
ENSSSCG00000011573	56
ENSSSCG00000011574	15
ENSSSCG00000018670	0
ENSSSCG00000011575	144
ENSSSCG00000011576	33
ENSSSCG00000011577	0
ENSSSCG00000011578	156
ENSSSCG00000019373	0
ENSSSCG00000011579	0
ENSSSCG00000020536	0
ENSSSCG00000011580	112
ENSSSCG00000011581	8
ENSSSCG00000011582	111
ENSSSCG00000011583	4
ENSSSCG00000011584	0
ENSSSCG00000011585	3604
ENSSSCG00000011586	295
ENSSSCG00000011587	0
ENSSSCG00000011588	0
ENSSSCG00000011589	282
ENSSSCG00000011590	0
ENSSSCG00000011591	0
ENSSSCG00000011592	2699
ENSSSCG00000011593	437
ENSSSCG00000020539	0
ENSSSCG00000011594	243
ENSSSCG00000011595	286
ENSSSCG00000011596	26
ENSSSCG00000011597	207
ENSSSCG00000011598	25
ENSSSCG00000011599	0
ENSSSCG00000011600	40
ENSSSCG00000011601	157
ENSSSCG00000011602	712
ENSSSCG00000011603	927
ENSSSCG00000011604	158
ENSSSCG00000011605	0
ENSSSCG00000011606	0
ENSSSCG00000011607	0
ENSSSCG00000011608	20
ENSSSCG00000011609	1570
ENSSSCG00000011610	0
ENSSSCG00000011612	3411
ENSSSCG00000011613	959
ENSSSCG00000011614	446
ENSSSCG00000011615	2882
ENSSSCG00000011616	2364
ENSSSCG00000011617	0
ENSSSCG00000011618	550
ENSSSCG00000011619	49
ENSSSCG00000011620	635
ENSSSCG00000011621	4651
ENSSSCG00000011622	0
ENSSSCG00000011623	159
ENSSSCG00000011624	173
ENSSSCG00000011625	1
ENSSSCG00000011626	0
ENSSSCG00000011627	0
ENSSSCG00000011628	1833
ENSSSCG00000011629	95
ENSSSCG00000011630	11
ENSSSCG00000011631	470
ENSSSCG00000011632	88
ENSSSCG00000011633	30
ENSSSCG00000011634	116
ENSSSCG00000011635	4
ENSSSCG00000011636	0
ENSSSCG00000011637	215
ENSSSCG00000018249	0
ENSSSCG00000011638	3
ENSSSCG00000011639	326
ENSSSCG00000011640	0
ENSSSCG00000011641	25
ENSSSCG00000011642	2903
ENSSSCG00000011643	2162
ENSSSCG00000011644	146
ENSSSCG00000011645	116
ENSSSCG00000011646	0
ENSSSCG00000011647	0
ENSSSCG00000020643	0
ENSSSCG00000011648	663
ENSSSCG00000020084	0
ENSSSCG00000011649	71
ENSSSCG00000011650	298
ENSSSCG00000011651	93
ENSSSCG00000011652	794
ENSSSCG00000011653	138
ENSSSCG00000011654	0
ENSSSCG00000019566	0
ENSSSCG00000011655	204
ENSSSCG00000011656	0
ENSSSCG00000011657	0
ENSSSCG00000011658	86
ENSSSCG00000011659	0
ENSSSCG00000011660	0
ENSSSCG00000018185	0
ENSSSCG00000011661	424
ENSSSCG00000011662	4346
ENSSSCG00000011663	0
ENSSSCG00000018439	0
ENSSSCG00000011664	39
ENSSSCG00000011665	0
ENSSSCG00000011666	306
ENSSSCG00000011667	5083
ENSSSCG00000011668	0
ENSSSCG00000011669	264
ENSSSCG00000019991	0
ENSSSCG00000011670	89
ENSSSCG00000011671	871
ENSSSCG00000011672	414
ENSSSCG00000011673	810
ENSSSCG00000011674	423
ENSSSCG00000011675	1
ENSSSCG00000011676	2419
ENSSSCG00000011677	96
ENSSSCG00000011678	815
ENSSSCG00000011679	391
ENSSSCG00000019490	0
ENSSSCG00000011680	2
ENSSSCG00000011681	69
ENSSSCG00000011682	3
ENSSSCG00000011683	1553
ENSSSCG00000011684	595
ENSSSCG00000011685	0
ENSSSCG00000019975	0
ENSSSCG00000011686	49
ENSSSCG00000019379	0
ENSSSCG00000011687	503
ENSSSCG00000019147	0
ENSSSCG00000011688	1331
ENSSSCG00000018949	0
ENSSSCG00000011689	4329
ENSSSCG00000011690	256
ENSSSCG00000011691	0
ENSSSCG00000011692	0
ENSSSCG00000011693	0
ENSSSCG00000020329	0
ENSSSCG00000011694	0
ENSSSCG00000011695	42
ENSSSCG00000011696	107
ENSSSCG00000011697	85
ENSSSCG00000011698	1439
ENSSSCG00000011699	468
ENSSSCG00000011700	97
ENSSSCG00000011701	11
ENSSSCG00000011702	431
ENSSSCG00000011703	0
ENSSSCG00000011704	669
ENSSSCG00000011705	270
ENSSSCG00000011706	0
ENSSSCG00000011707	135
ENSSSCG00000011708	472
ENSSSCG00000011709	1123
ENSSSCG00000011710	1026
ENSSSCG00000011711	0
ENSSSCG00000011712	0
ENSSSCG00000011713	0
ENSSSCG00000011714	7
ENSSSCG00000011715	0
ENSSSCG00000011716	0
ENSSSCG00000011717	6
ENSSSCG00000011718	171
ENSSSCG00000011719	11
ENSSSCG00000011720	2015
ENSSSCG00000011721	717
ENSSSCG00000011722	202
ENSSSCG00000018290	0
ENSSSCG00000011723	0
ENSSSCG00000019670	0
ENSSSCG00000011724	9
ENSSSCG00000011725	543
ENSSSCG00000019096	0
ENSSSCG00000011726	0
ENSSSCG00000011727	213
ENSSSCG00000011728	0
ENSSSCG00000018703	0
ENSSSCG00000011729	257
ENSSSCG00000011730	0
ENSSSCG00000011731	1025
ENSSSCG00000019020	0
ENSSSCG00000019389	0
ENSSSCG00000011732	218
ENSSSCG00000011733	150
ENSSSCG00000011734	0
ENSSSCG00000020395	0
ENSSSCG00000020451	0
ENSSSCG00000020622	0
ENSSSCG00000011735	0
ENSSSCG00000011736	6
ENSSSCG00000011737	0
ENSSSCG00000011738	0
ENSSSCG00000011739	445
ENSSSCG00000011740	121
ENSSSCG00000011741	2401
ENSSSCG00000011742	0
ENSSSCG00000011743	1604
ENSSSCG00000011744	55
ENSSSCG00000011745	350
ENSSSCG00000011746	1315
ENSSSCG00000011747	49
ENSSSCG00000011748	0
ENSSSCG00000011749	0
ENSSSCG00000011750	167
ENSSSCG00000011751	0
ENSSSCG00000011752	4710
ENSSSCG00000020306	0
ENSSSCG00000011753	28
ENSSSCG00000011754	0
ENSSSCG00000011755	68
ENSSSCG00000020335	0
ENSSSCG00000019223	0
ENSSSCG00000011756	2
ENSSSCG00000011757	0
ENSSSCG00000011758	202
ENSSSCG00000020342	0
ENSSSCG00000011759	33
ENSSSCG00000019249	0
ENSSSCG00000011760	775
ENSSSCG00000018517	0
ENSSSCG00000018554	0
ENSSSCG00000020389	0
ENSSSCG00000018447	0
ENSSSCG00000011761	0
ENSSSCG00000011762	424
ENSSSCG00000011763	124
ENSSSCG00000011764	234
ENSSSCG00000020570	0
ENSSSCG00000011765	25
ENSSSCG00000011766	1
ENSSSCG00000011767	526
ENSSSCG00000011768	12
ENSSSCG00000019512	0
ENSSSCG00000011769	2097
ENSSSCG00000011770	97
ENSSSCG00000011771	3
ENSSSCG00000018260	0
ENSSSCG00000019491	0
ENSSSCG00000019994	0
ENSSSCG00000011772	644
ENSSSCG00000011773	791
ENSSSCG00000011774	282
ENSSSCG00000018236	0
ENSSSCG00000011775	391
ENSSSCG00000011776	1002
ENSSSCG00000011777	17
ENSSSCG00000011778	2
ENSSSCG00000011779	380
ENSSSCG00000011780	0
ENSSSCG00000011781	100
ENSSSCG00000011782	891
ENSSSCG00000011783	515
ENSSSCG00000011784	10
ENSSSCG00000011785	16
ENSSSCG00000011786	0
ENSSSCG00000011787	280
ENSSSCG00000011788	257
ENSSSCG00000011789	74
ENSSSCG00000011790	37
ENSSSCG00000011791	65
ENSSSCG00000011792	139
ENSSSCG00000011793	1
ENSSSCG00000011794	366
ENSSSCG00000011795	939
ENSSSCG00000019681	0
ENSSSCG00000011796	0
ENSSSCG00000011797	300
ENSSSCG00000011798	822
ENSSSCG00000011799	0
ENSSSCG00000011800	0
ENSSSCG00000011801	0
ENSSSCG00000011802	0
ENSSSCG00000019296	0
ENSSSCG00000011803	3283
ENSSSCG00000018746	8
ENSSSCG00000018172	0
ENSSSCG00000020580	4
ENSSSCG00000019309	6
ENSSSCG00000019418	4
ENSSSCG00000011804	112
ENSSSCG00000011805	0
ENSSSCG00000011806	1519
ENSSSCG00000011807	190
ENSSSCG00000011808	11
ENSSSCG00000011809	0
ENSSSCG00000011810	972
ENSSSCG00000011811	428
ENSSSCG00000019404	0
ENSSSCG00000011812	2
ENSSSCG00000020193	0
ENSSSCG00000011813	102
ENSSSCG00000011814	0
ENSSSCG00000011815	0
ENSSSCG00000011816	0
ENSSSCG00000011817	639
ENSSSCG00000018793	0
ENSSSCG00000011818	1
ENSSSCG00000020081	0
ENSSSCG00000011819	89
ENSSSCG00000011820	0
ENSSSCG00000011821	0
ENSSSCG00000011822	558
ENSSSCG00000011823	0
ENSSSCG00000011824	0
ENSSSCG00000011825	5116
ENSSSCG00000011826	144
ENSSSCG00000011827	567
ENSSSCG00000011828	129
ENSSSCG00000011829	4
ENSSSCG00000011830	150
ENSSSCG00000011831	0
ENSSSCG00000011832	2
ENSSSCG00000011833	2100
ENSSSCG00000011834	32
ENSSSCG00000011835	179
ENSSSCG00000011836	5
ENSSSCG00000011837	29
ENSSSCG00000011838	1
ENSSSCG00000011839	26
ENSSSCG00000011840	183
ENSSSCG00000011841	391
ENSSSCG00000011842	673
ENSSSCG00000011843	834
ENSSSCG00000011844	17
ENSSSCG00000011845	472
ENSSSCG00000011846	5
ENSSSCG00000011847	0
ENSSSCG00000011848	2351
ENSSSCG00000020275	0
ENSSSCG00000011849	587
ENSSSCG00000011850	0
ENSSSCG00000018206	0
ENSSSCG00000011851	0
ENSSSCG00000011852	1002
ENSSSCG00000018159	12
ENSSSCG00000011853	71
ENSSSCG00000011854	382
ENSSSCG00000020163	0
ENSSSCG00000011855	0
ENSSSCG00000011856	1447
ENSSSCG00000011857	24
ENSSSCG00000020428	0
ENSSSCG00000011858	860
ENSSSCG00000011859	2239
ENSSSCG00000011860	0
ENSSSCG00000011861	0
ENSSSCG00000011862	0
ENSSSCG00000011863	3220
ENSSSCG00000011864	202
ENSSSCG00000011865	26
ENSSSCG00000011866	105
ENSSSCG00000011867	32
ENSSSCG00000011868	0
ENSSSCG00000011869	160
ENSSSCG00000011870	343
ENSSSCG00000011871	572
ENSSSCG00000011872	9
ENSSSCG00000019771	0
ENSSSCG00000011873	52
ENSSSCG00000011874	72
ENSSSCG00000011875	0
ENSSSCG00000011876	40
ENSSSCG00000020034	0
ENSSSCG00000011877	186
ENSSSCG00000020134	0
ENSSSCG00000011878	0
ENSSSCG00000011879	0
ENSSSCG00000011880	3
ENSSSCG00000011881	51
ENSSSCG00000011882	4846
ENSSSCG00000011883	30
ENSSSCG00000011884	86
ENSSSCG00000011885	1
ENSSSCG00000011886	0
ENSSSCG00000011887	437
ENSSSCG00000011888	24
ENSSSCG00000011889	905
ENSSSCG00000011890	0
ENSSSCG00000011891	0
ENSSSCG00000011892	2
ENSSSCG00000011893	190
ENSSSCG00000011894	6
ENSSSCG00000011895	8
ENSSSCG00000011896	126
ENSSSCG00000011897	190
ENSSSCG00000011898	6
ENSSSCG00000011899	0
ENSSSCG00000011900	60
ENSSSCG00000011901	678
ENSSSCG00000011902	1300
ENSSSCG00000011903	97
ENSSSCG00000011904	0
ENSSSCG00000011905	0
