Geneid	SRR14612099_myofibroblast_female
ENSSSCG00000017713	20
ENSSSCG00000018995	0
ENSSSCG00000017714	0
ENSSSCG00000019253	0
ENSSSCG00000017715	166
ENSSSCG00000017716	0
ENSSSCG00000017717	16
ENSSSCG00000017718	6
ENSSSCG00000017719	1
ENSSSCG00000017720	0
ENSSSCG00000017721	0
ENSSSCG00000017722	3
ENSSSCG00000017723	5168
ENSSSCG00000017724	0
ENSSSCG00000018170	0
ENSSSCG00000017725	0
ENSSSCG00000017726	0
ENSSSCG00000017727	872
ENSSSCG00000017728	8871
ENSSSCG00000020267	1
ENSSSCG00000017729	537
ENSSSCG00000020380	2
ENSSSCG00000017730	1
ENSSSCG00000017731	1021
ENSSSCG00000017732	1996
ENSSSCG00000019416	0
ENSSSCG00000017733	116
ENSSSCG00000017734	5
ENSSSCG00000017735	522
ENSSSCG00000017736	0
ENSSSCG00000017737	97
ENSSSCG00000017738	6
ENSSSCG00000017739	87
ENSSSCG00000017740	176
ENSSSCG00000017741	54
ENSSSCG00000017742	125
ENSSSCG00000017743	105
ENSSSCG00000017744	183
ENSSSCG00000017745	548
ENSSSCG00000017746	305
ENSSSCG00000018147	0
ENSSSCG00000019050	0
ENSSSCG00000018831	0
ENSSSCG00000017747	2
ENSSSCG00000018272	0
ENSSSCG00000017748	3088
ENSSSCG00000017749	15
ENSSSCG00000017750	22
ENSSSCG00000018822	0
ENSSSCG00000017751	0
ENSSSCG00000017752	4417
ENSSSCG00000017753	118
ENSSSCG00000017754	0
ENSSSCG00000017755	9
ENSSSCG00000017756	61
ENSSSCG00000017757	37
ENSSSCG00000017758	193
ENSSSCG00000017759	418
ENSSSCG00000017760	351
ENSSSCG00000017761	51
ENSSSCG00000017762	0
ENSSSCG00000017763	0
ENSSSCG00000017764	641
ENSSSCG00000017765	15
ENSSSCG00000017766	57
ENSSSCG00000017767	56
ENSSSCG00000017768	4589
ENSSSCG00000020020	10
ENSSSCG00000019783	2
ENSSSCG00000017769	715
ENSSSCG00000017770	0
ENSSSCG00000017771	930
ENSSSCG00000017772	1026
ENSSSCG00000017773	1051
ENSSSCG00000017774	129
ENSSSCG00000020350	0
ENSSSCG00000017775	96
ENSSSCG00000019048	0
ENSSSCG00000017776	134
ENSSSCG00000019354	0
ENSSSCG00000019393	0
ENSSSCG00000017777	965
ENSSSCG00000017778	0
ENSSSCG00000017779	629
ENSSSCG00000017780	14
ENSSSCG00000017781	0
ENSSSCG00000017782	46
ENSSSCG00000017783	902
ENSSSCG00000017784	0
ENSSSCG00000018292	0
ENSSSCG00000020053	0
ENSSSCG00000017785	1026
ENSSSCG00000020574	0
ENSSSCG00000017786	28
ENSSSCG00000017787	307
ENSSSCG00000017788	300
ENSSSCG00000017789	5
ENSSSCG00000017790	780
ENSSSCG00000017791	191
ENSSSCG00000017792	11
ENSSSCG00000017793	128
ENSSSCG00000017794	11
ENSSSCG00000017795	486
ENSSSCG00000019191	0
ENSSSCG00000017796	371
ENSSSCG00000017797	0
ENSSSCG00000017798	0
ENSSSCG00000018963	0
ENSSSCG00000017799	4146
ENSSSCG00000017800	321
ENSSSCG00000017801	0
ENSSSCG00000017802	0
ENSSSCG00000020101	0
ENSSSCG00000017803	48
ENSSSCG00000017804	2231
ENSSSCG00000017805	482
ENSSSCG00000017806	52
ENSSSCG00000017807	377
ENSSSCG00000017808	1
ENSSSCG00000017809	411
ENSSSCG00000017810	136
ENSSSCG00000017811	51
ENSSSCG00000017812	319
ENSSSCG00000017813	37
ENSSSCG00000017814	0
ENSSSCG00000017815	511
ENSSSCG00000018518	3
ENSSSCG00000017816	21
ENSSSCG00000017817	2295
ENSSSCG00000017818	2773
ENSSSCG00000017819	65
ENSSSCG00000017820	0
ENSSSCG00000017821	0
ENSSSCG00000017822	1005
ENSSSCG00000017823	234
ENSSSCG00000017824	158
ENSSSCG00000019370	0
ENSSSCG00000019896	0
ENSSSCG00000017825	53
ENSSSCG00000017826	505
ENSSSCG00000019524	0
ENSSSCG00000017827	249
ENSSSCG00000017828	373
ENSSSCG00000018198	0
ENSSSCG00000018355	1
ENSSSCG00000017829	134
ENSSSCG00000017830	201
ENSSSCG00000017831	0
ENSSSCG00000017832	136
ENSSSCG00000017833	37
ENSSSCG00000017834	0
ENSSSCG00000017835	634
ENSSSCG00000017836	2438
ENSSSCG00000017837	15
ENSSSCG00000017838	0
ENSSSCG00000017839	0
ENSSSCG00000017840	0
ENSSSCG00000017841	0
ENSSSCG00000017842	0
ENSSSCG00000017843	0
ENSSSCG00000017844	0
ENSSSCG00000017845	0
ENSSSCG00000017846	0
ENSSSCG00000017847	17
ENSSSCG00000017848	0
ENSSSCG00000017849	0
ENSSSCG00000017850	0
ENSSSCG00000017851	0
ENSSSCG00000017852	0
ENSSSCG00000017853	0
ENSSSCG00000017854	0
ENSSSCG00000017855	0
ENSSSCG00000017856	0
ENSSSCG00000017857	0
ENSSSCG00000017858	0
ENSSSCG00000017859	0
ENSSSCG00000017860	0
ENSSSCG00000017861	0
ENSSSCG00000017862	0
ENSSSCG00000017863	0
ENSSSCG00000017864	28
ENSSSCG00000017865	163
ENSSSCG00000017866	1884
ENSSSCG00000017867	242
ENSSSCG00000017868	87
ENSSSCG00000017869	4
ENSSSCG00000017870	456
ENSSSCG00000018720	0
ENSSSCG00000017871	0
ENSSSCG00000017872	0
ENSSSCG00000017873	16
ENSSSCG00000017874	33
ENSSSCG00000017875	504
ENSSSCG00000017876	61
ENSSSCG00000017877	630
ENSSSCG00000017878	539
ENSSSCG00000020415	0
ENSSSCG00000017879	26
ENSSSCG00000017880	0
ENSSSCG00000017881	28
ENSSSCG00000017882	1359
ENSSSCG00000017883	0
ENSSSCG00000017884	1
ENSSSCG00000018637	0
ENSSSCG00000017885	0
ENSSSCG00000017886	1
ENSSSCG00000017887	13
ENSSSCG00000017888	5
ENSSSCG00000017889	7
ENSSSCG00000017890	233
ENSSSCG00000017891	326
ENSSSCG00000019285	0
ENSSSCG00000017892	8
ENSSSCG00000017893	222
ENSSSCG00000017894	37
ENSSSCG00000017895	472
ENSSSCG00000018396	0
ENSSSCG00000018213	0
ENSSSCG00000017896	0
ENSSSCG00000019214	0
ENSSSCG00000017897	0
ENSSSCG00000017898	43
ENSSSCG00000017899	28
ENSSSCG00000017900	4479
ENSSSCG00000017901	1
ENSSSCG00000017902	1068
ENSSSCG00000017903	255
ENSSSCG00000017904	18
ENSSSCG00000017905	7619
ENSSSCG00000017906	355
ENSSSCG00000017907	528
ENSSSCG00000017908	0
ENSSSCG00000017909	0
ENSSSCG00000017910	0
ENSSSCG00000017911	341
ENSSSCG00000017912	252
ENSSSCG00000017913	741
ENSSSCG00000017914	1
ENSSSCG00000017915	1
ENSSSCG00000017916	0
ENSSSCG00000017917	388
ENSSSCG00000017918	119
ENSSSCG00000017919	114
ENSSSCG00000017920	939
ENSSSCG00000017921	9
ENSSSCG00000017922	31
ENSSSCG00000017923	0
ENSSSCG00000017924	354
ENSSSCG00000017925	13
ENSSSCG00000017926	42
ENSSSCG00000017927	106
ENSSSCG00000018641	0
ENSSSCG00000019457	0
ENSSSCG00000017928	149
ENSSSCG00000017929	328
ENSSSCG00000017930	157
ENSSSCG00000017931	0
ENSSSCG00000019930	0
ENSSSCG00000017932	0
ENSSSCG00000017933	0
ENSSSCG00000017934	3
ENSSSCG00000017935	651
ENSSSCG00000017936	2813
ENSSSCG00000017937	398
ENSSSCG00000017938	0
ENSSSCG00000017939	5521
ENSSSCG00000017940	408
ENSSSCG00000017941	360
ENSSSCG00000017942	1
ENSSSCG00000017943	1
ENSSSCG00000017944	125
ENSSSCG00000017945	0
ENSSSCG00000017946	0
ENSSSCG00000017947	528
ENSSSCG00000018204	0
ENSSSCG00000017948	0
ENSSSCG00000017949	148
ENSSSCG00000017950	515
ENSSSCG00000017951	0
ENSSSCG00000017952	35
ENSSSCG00000017953	649
ENSSSCG00000017954	6
ENSSSCG00000017955	169
ENSSSCG00000017956	5
ENSSSCG00000017957	5721
ENSSSCG00000018964	0
ENSSSCG00000019619	0
ENSSSCG00000020152	4
ENSSSCG00000018563	0
ENSSSCG00000017958	284
ENSSSCG00000017959	24
ENSSSCG00000017960	17
ENSSSCG00000017961	9
ENSSSCG00000017962	332
ENSSSCG00000017963	2
ENSSSCG00000017964	2317
ENSSSCG00000020355	0
ENSSSCG00000017965	0
ENSSSCG00000017966	1
ENSSSCG00000017967	199
ENSSSCG00000017968	63
ENSSSCG00000017969	27
ENSSSCG00000017970	15
ENSSSCG00000017971	31
ENSSSCG00000017972	40
ENSSSCG00000017973	202
ENSSSCG00000017974	1
ENSSSCG00000017975	0
ENSSSCG00000017976	2084
ENSSSCG00000020615	0
ENSSSCG00000017977	0
ENSSSCG00000017978	0
ENSSSCG00000017979	0
ENSSSCG00000017980	0
ENSSSCG00000017981	0
ENSSSCG00000017982	0
ENSSSCG00000017983	269
ENSSSCG00000017984	84
ENSSSCG00000017985	0
ENSSSCG00000017986	931
ENSSSCG00000018145	0
ENSSSCG00000017987	63467
ENSSSCG00000017988	5
ENSSSCG00000017989	0
ENSSSCG00000017990	0
ENSSSCG00000017991	6
ENSSSCG00000017992	0
ENSSSCG00000017993	188
ENSSSCG00000017994	0
ENSSSCG00000017995	0
ENSSSCG00000017996	0
ENSSSCG00000017997	0
ENSSSCG00000017998	0
ENSSSCG00000017999	0
ENSSSCG00000018000	15
ENSSSCG00000018001	69
ENSSSCG00000018002	0
ENSSSCG00000018003	0
ENSSSCG00000018004	0
ENSSSCG00000018005	0
ENSSSCG00000018006	0
ENSSSCG00000018007	3
ENSSSCG00000018008	94
ENSSSCG00000018009	62
ENSSSCG00000018010	5
ENSSSCG00000018011	0
ENSSSCG00000018012	0
ENSSSCG00000018013	0
ENSSSCG00000018014	22
ENSSSCG00000018015	6
ENSSSCG00000018016	103
ENSSSCG00000019009	0
ENSSSCG00000018017	17
ENSSSCG00000018018	0
ENSSSCG00000018019	4
ENSSSCG00000018020	241
ENSSSCG00000018021	0
ENSSSCG00000018022	2
ENSSSCG00000018023	36
ENSSSCG00000018024	0
ENSSSCG00000018025	96
ENSSSCG00000020626	0
ENSSSCG00000020067	0
ENSSSCG00000018026	29
ENSSSCG00000018027	919
ENSSSCG00000018028	0
ENSSSCG00000018029	21
ENSSSCG00000018030	151
ENSSSCG00000018031	46
ENSSSCG00000018462	1
ENSSSCG00000018456	8
ENSSSCG00000018032	9
ENSSSCG00000018033	6793
ENSSSCG00000018034	165
ENSSSCG00000018035	41
ENSSSCG00000018036	2
ENSSSCG00000018037	61
ENSSSCG00000018038	90
ENSSSCG00000018039	1966
ENSSSCG00000018040	272
ENSSSCG00000018041	1807
ENSSSCG00000018042	0
ENSSSCG00000018043	0
ENSSSCG00000018044	4
ENSSSCG00000018045	728
ENSSSCG00000018046	26
ENSSSCG00000018047	167
ENSSSCG00000018048	13
ENSSSCG00000018049	219
ENSSSCG00000018050	0
ENSSSCG00000018051	852
ENSSSCG00000018052	19
ENSSSCG00000018053	150
ENSSSCG00000018054	37
ENSSSCG00000018055	107
ENSSSCG00000018056	0
ENSSSCG00000018057	93
ENSSSCG00000018058	545
ENSSSCG00000018059	0
ENSSSCG00000011178	33
ENSSSCG00000011179	450
ENSSSCG00000011180	23
ENSSSCG00000020568	0
ENSSSCG00000011181	9
ENSSSCG00000011182	57
ENSSSCG00000011183	1958
ENSSSCG00000011184	130
ENSSSCG00000018336	0
ENSSSCG00000011185	34
ENSSSCG00000011186	1
ENSSSCG00000011187	0
ENSSSCG00000011188	1
ENSSSCG00000011189	155
ENSSSCG00000011190	164
ENSSSCG00000011191	27
ENSSSCG00000011192	135
ENSSSCG00000011193	93
ENSSSCG00000011194	1582
ENSSSCG00000019529	0
ENSSSCG00000011195	167
ENSSSCG00000011196	336
ENSSSCG00000011197	159
ENSSSCG00000011198	131
ENSSSCG00000020426	0
ENSSSCG00000011199	99
ENSSSCG00000018111	0
ENSSSCG00000011200	0
ENSSSCG00000018730	0
ENSSSCG00000011201	43
ENSSSCG00000011202	0
ENSSSCG00000011203	0
ENSSSCG00000020124	0
ENSSSCG00000011204	0
ENSSSCG00000011205	0
ENSSSCG00000011206	167
ENSSSCG00000011207	89
ENSSSCG00000011208	21
ENSSSCG00000011209	50
ENSSSCG00000011210	60
ENSSSCG00000011211	40
ENSSSCG00000020429	0
ENSSSCG00000011212	35
ENSSSCG00000011213	5046
ENSSSCG00000011214	992
ENSSSCG00000011215	111
ENSSSCG00000011216	0
ENSSSCG00000011217	5
ENSSSCG00000011218	753
ENSSSCG00000011219	0
ENSSSCG00000020414	0
ENSSSCG00000018988	0
ENSSSCG00000011220	226
ENSSSCG00000011221	0
ENSSSCG00000011222	105
ENSSSCG00000011223	0
ENSSSCG00000019184	0
ENSSSCG00000011224	0
ENSSSCG00000020517	0
ENSSSCG00000011225	0
ENSSSCG00000011226	1237
ENSSSCG00000011227	149
ENSSSCG00000019936	0
ENSSSCG00000011228	0
ENSSSCG00000011229	7804
ENSSSCG00000011230	22
ENSSSCG00000011231	0
ENSSSCG00000011232	508
ENSSSCG00000011233	741
ENSSSCG00000011234	21
ENSSSCG00000011235	1302
ENSSSCG00000011236	497
ENSSSCG00000011237	3831
ENSSSCG00000020454	0
ENSSSCG00000011238	0
ENSSSCG00000019835	0
ENSSSCG00000011239	200
ENSSSCG00000011240	18
ENSSSCG00000011241	0
ENSSSCG00000011242	30
ENSSSCG00000011243	3338
ENSSSCG00000011244	0
ENSSSCG00000011245	11
ENSSSCG00000011246	6
ENSSSCG00000011247	245
ENSSSCG00000011248	18
ENSSSCG00000011249	1
ENSSSCG00000011250	141
ENSSSCG00000011251	381
ENSSSCG00000011252	198
ENSSSCG00000011253	44
ENSSSCG00000019656	0
ENSSSCG00000011254	0
ENSSSCG00000011255	2
ENSSSCG00000011256	0
ENSSSCG00000011257	26
ENSSSCG00000011258	5
ENSSSCG00000011259	1
ENSSSCG00000011260	0
ENSSSCG00000011261	852
ENSSSCG00000011262	116
ENSSSCG00000011263	22
ENSSSCG00000011264	114
ENSSSCG00000011265	57
ENSSSCG00000011266	13113
ENSSSCG00000019894	7
ENSSSCG00000011267	0
ENSSSCG00000011268	0
ENSSSCG00000011269	0
ENSSSCG00000011270	474
ENSSSCG00000011271	25
ENSSSCG00000011272	7232
ENSSSCG00000018896	0
ENSSSCG00000011273	0
ENSSSCG00000011274	8663
ENSSSCG00000018451	0
ENSSSCG00000011275	31
ENSSSCG00000020478	0
ENSSSCG00000020593	0
ENSSSCG00000011276	87
ENSSSCG00000011277	0
ENSSSCG00000011278	383
ENSSSCG00000011279	0
ENSSSCG00000011280	1
ENSSSCG00000011281	16
ENSSSCG00000011282	224
ENSSSCG00000011283	57
ENSSSCG00000011284	436
ENSSSCG00000011285	238
ENSSSCG00000011286	0
ENSSSCG00000011287	0
ENSSSCG00000011288	0
ENSSSCG00000011289	2
ENSSSCG00000011290	589
ENSSSCG00000011291	0
ENSSSCG00000011292	85
ENSSSCG00000011293	89
ENSSSCG00000011294	0
ENSSSCG00000011295	307
ENSSSCG00000011296	747
ENSSSCG00000011297	105
ENSSSCG00000019971	0
ENSSSCG00000011298	4
ENSSSCG00000011299	4
ENSSSCG00000011300	251
ENSSSCG00000011301	99
ENSSSCG00000011302	141
ENSSSCG00000011303	38
ENSSSCG00000011304	112
ENSSSCG00000011305	113
ENSSSCG00000011306	50
ENSSSCG00000011307	22
ENSSSCG00000011308	55
ENSSSCG00000011309	164
ENSSSCG00000011310	50
ENSSSCG00000011311	35
ENSSSCG00000011312	126
ENSSSCG00000011313	163
ENSSSCG00000011314	207
ENSSSCG00000011315	0
ENSSSCG00000011316	0
ENSSSCG00000011317	766
ENSSSCG00000011318	0
ENSSSCG00000011319	0
ENSSSCG00000011320	0
ENSSSCG00000011321	0
ENSSSCG00000011322	0
ENSSSCG00000011323	0
ENSSSCG00000011324	2
ENSSSCG00000011325	0
ENSSSCG00000011326	21
ENSSSCG00000011327	0
ENSSSCG00000011328	0
ENSSSCG00000011329	159
ENSSSCG00000011330	50
ENSSSCG00000011331	4
ENSSSCG00000011332	834
ENSSSCG00000011333	287
ENSSSCG00000011334	0
ENSSSCG00000011335	453
ENSSSCG00000011336	112
ENSSSCG00000011337	459
ENSSSCG00000011338	506
ENSSSCG00000011339	49
ENSSSCG00000011340	992
ENSSSCG00000011341	38
ENSSSCG00000011342	515
ENSSSCG00000011343	7931
ENSSSCG00000011344	788
ENSSSCG00000011345	2276
ENSSSCG00000011346	831
ENSSSCG00000011347	150
ENSSSCG00000011348	0
ENSSSCG00000011349	0
ENSSSCG00000011350	85
ENSSSCG00000011351	287
ENSSSCG00000011352	31
ENSSSCG00000011353	70
ENSSSCG00000011354	0
ENSSSCG00000011355	264
ENSSSCG00000018347	0
ENSSSCG00000011356	768
ENSSSCG00000011357	1543
ENSSSCG00000011358	6
ENSSSCG00000011359	69
ENSSSCG00000011360	18
ENSSSCG00000011361	109
ENSSSCG00000011362	0
ENSSSCG00000011363	830
ENSSSCG00000011364	60
ENSSSCG00000011365	185
ENSSSCG00000019032	0
ENSSSCG00000011366	340
ENSSSCG00000011367	974
ENSSSCG00000011368	28
ENSSSCG00000011369	553
ENSSSCG00000011370	264
ENSSSCG00000018173	5
ENSSSCG00000018566	0
ENSSSCG00000011371	100
ENSSSCG00000011372	1204
ENSSSCG00000011373	1036
ENSSSCG00000011374	1437
ENSSSCG00000011375	641
ENSSSCG00000011376	0
ENSSSCG00000011377	4150
ENSSSCG00000011378	213
ENSSSCG00000011379	103
ENSSSCG00000011380	0
ENSSSCG00000011381	7
ENSSSCG00000011382	272
ENSSSCG00000011383	196
ENSSSCG00000011384	26
ENSSSCG00000011385	349
ENSSSCG00000011386	12
ENSSSCG00000011387	593
ENSSSCG00000011388	72
ENSSSCG00000011389	208
ENSSSCG00000011390	428
ENSSSCG00000011391	5
ENSSSCG00000011392	65
ENSSSCG00000011393	80
ENSSSCG00000011394	422
ENSSSCG00000011395	1151
ENSSSCG00000011396	8
ENSSSCG00000011397	29
ENSSSCG00000011398	199
ENSSSCG00000011399	7693
ENSSSCG00000011400	238
ENSSSCG00000011401	9
ENSSSCG00000011402	47
ENSSSCG00000011403	73
ENSSSCG00000011404	85
ENSSSCG00000011405	403
ENSSSCG00000011406	126
ENSSSCG00000011407	586
ENSSSCG00000011408	0
ENSSSCG00000011409	102
ENSSSCG00000011410	27
ENSSSCG00000011411	705
ENSSSCG00000011412	4
ENSSSCG00000011413	5
ENSSSCG00000011414	11
ENSSSCG00000011415	430
ENSSSCG00000011416	0
ENSSSCG00000018749	0
ENSSSCG00000011417	556
ENSSSCG00000011418	170
ENSSSCG00000011419	2
ENSSSCG00000011420	941
ENSSSCG00000011421	911
ENSSSCG00000011422	69
ENSSSCG00000011423	0
ENSSSCG00000011424	116
ENSSSCG00000011425	289
ENSSSCG00000011426	106
ENSSSCG00000011427	372
ENSSSCG00000011428	0
ENSSSCG00000011429	185
ENSSSCG00000011430	141
ENSSSCG00000011431	0
ENSSSCG00000018452	0
ENSSSCG00000011432	35
ENSSSCG00000011433	940
ENSSSCG00000019306	0
ENSSSCG00000011434	80
ENSSSCG00000011435	351
ENSSSCG00000011436	0
ENSSSCG00000011437	276
ENSSSCG00000011438	1083
ENSSSCG00000011439	15
ENSSSCG00000011440	18
ENSSSCG00000011441	0
ENSSSCG00000011442	363
ENSSSCG00000011443	118
ENSSSCG00000011444	485
ENSSSCG00000011445	1243
ENSSSCG00000011446	334
ENSSSCG00000011447	615
ENSSSCG00000011448	599
ENSSSCG00000011449	496
ENSSSCG00000018612	0
ENSSSCG00000019159	0
ENSSSCG00000018540	2
ENSSSCG00000011450	0
ENSSSCG00000011451	0
ENSSSCG00000011452	51
ENSSSCG00000011453	41
ENSSSCG00000011454	57
ENSSSCG00000020114	0
ENSSSCG00000011455	24
ENSSSCG00000011456	5
ENSSSCG00000019474	0
ENSSSCG00000011457	11
ENSSSCG00000011458	305
ENSSSCG00000011459	418
ENSSSCG00000011460	86
ENSSSCG00000011461	0
ENSSSCG00000011462	0
ENSSSCG00000011463	79
ENSSSCG00000019334	0
ENSSSCG00000011464	1
ENSSSCG00000011465	248
ENSSSCG00000011466	6285
ENSSSCG00000011467	307
ENSSSCG00000011468	1259
ENSSSCG00000011469	10210
ENSSSCG00000011470	205
ENSSSCG00000011471	2030
ENSSSCG00000011472	5
ENSSSCG00000011473	218
ENSSSCG00000011474	595
ENSSSCG00000011475	426
ENSSSCG00000011476	61
ENSSSCG00000011477	205
ENSSSCG00000011478	0
ENSSSCG00000011479	0
ENSSSCG00000011480	279
ENSSSCG00000011481	413
ENSSSCG00000011482	83
ENSSSCG00000011483	6
ENSSSCG00000020467	0
ENSSSCG00000019903	0
ENSSSCG00000011484	0
ENSSSCG00000011485	555
ENSSSCG00000011486	9
ENSSSCG00000011487	0
ENSSSCG00000011488	0
ENSSSCG00000011489	8
ENSSSCG00000011490	0
ENSSSCG00000011491	613
ENSSSCG00000011492	0
ENSSSCG00000011493	491
ENSSSCG00000011495	275
ENSSSCG00000018815	0
ENSSSCG00000011496	1644
ENSSSCG00000011497	211
ENSSSCG00000018904	0
ENSSSCG00000011498	15
ENSSSCG00000011499	155
ENSSSCG00000020125	0
ENSSSCG00000011500	2
ENSSSCG00000011501	1205
ENSSSCG00000011502	0
ENSSSCG00000011503	0
ENSSSCG00000011504	295
ENSSSCG00000011505	422
ENSSSCG00000011506	266
ENSSSCG00000011507	2841
ENSSSCG00000011508	7
ENSSSCG00000011509	283
ENSSSCG00000011510	591
ENSSSCG00000011511	84
ENSSSCG00000011512	36
ENSSSCG00000011513	30
ENSSSCG00000011514	11
ENSSSCG00000011515	381
ENSSSCG00000019661	0
ENSSSCG00000011516	143
ENSSSCG00000011517	320
ENSSSCG00000011518	67
ENSSSCG00000011519	133
ENSSSCG00000011520	18
ENSSSCG00000011521	1651
ENSSSCG00000011522	87
ENSSSCG00000019695	0
ENSSSCG00000011523	0
ENSSSCG00000019387	0
ENSSSCG00000011524	0
ENSSSCG00000011525	0
ENSSSCG00000020400	0
ENSSSCG00000020409	0
ENSSSCG00000011526	0
ENSSSCG00000018941	0
ENSSSCG00000020383	0
ENSSSCG00000011527	332
ENSSSCG00000011528	0
ENSSSCG00000011529	323
ENSSSCG00000011530	260
ENSSSCG00000011531	44
ENSSSCG00000011532	815
ENSSSCG00000011533	504
ENSSSCG00000011534	2589
ENSSSCG00000011535	767
ENSSSCG00000011536	37
ENSSSCG00000011537	0
ENSSSCG00000011538	316
ENSSSCG00000011539	31
ENSSSCG00000011540	1444
ENSSSCG00000011541	299
ENSSSCG00000011542	226
ENSSSCG00000011543	0
ENSSSCG00000011544	3
ENSSSCG00000011545	165
ENSSSCG00000011546	329
ENSSSCG00000011547	3
ENSSSCG00000011548	437
ENSSSCG00000011549	56
ENSSSCG00000011550	290
ENSSSCG00000011551	339
ENSSSCG00000011552	1272
ENSSSCG00000011553	165
ENSSSCG00000011554	5
ENSSSCG00000011555	220
ENSSSCG00000011556	6
ENSSSCG00000011557	31
ENSSSCG00000011558	185
ENSSSCG00000011559	177
ENSSSCG00000011560	243
ENSSSCG00000011561	0
ENSSSCG00000011562	515
ENSSSCG00000011563	267
ENSSSCG00000019237	0
ENSSSCG00000011564	0
ENSSSCG00000011565	621
ENSSSCG00000011566	0
ENSSSCG00000011567	133
ENSSSCG00000011568	0
ENSSSCG00000011569	83
ENSSSCG00000011570	13
ENSSSCG00000011571	0
ENSSSCG00000011572	430
ENSSSCG00000011573	79
ENSSSCG00000011574	8
ENSSSCG00000018670	0
ENSSSCG00000011575	124
ENSSSCG00000011576	7
ENSSSCG00000011577	0
ENSSSCG00000011578	137
ENSSSCG00000019373	0
ENSSSCG00000011579	0
ENSSSCG00000020536	0
ENSSSCG00000011580	87
ENSSSCG00000011581	10
ENSSSCG00000011582	198
ENSSSCG00000011583	13
ENSSSCG00000011584	0
ENSSSCG00000011585	3518
ENSSSCG00000011586	272
ENSSSCG00000011587	0
ENSSSCG00000011588	0
ENSSSCG00000011589	246
ENSSSCG00000011590	0
ENSSSCG00000011591	0
ENSSSCG00000011592	2390
ENSSSCG00000011593	301
ENSSSCG00000020539	0
ENSSSCG00000011594	365
ENSSSCG00000011595	355
ENSSSCG00000011596	22
ENSSSCG00000011597	247
ENSSSCG00000011598	112
ENSSSCG00000011599	0
ENSSSCG00000011600	30
ENSSSCG00000011601	142
ENSSSCG00000011602	819
ENSSSCG00000011603	898
ENSSSCG00000011604	177
ENSSSCG00000011605	0
ENSSSCG00000011606	0
ENSSSCG00000011607	0
ENSSSCG00000011608	28
ENSSSCG00000011609	3587
ENSSSCG00000011610	0
ENSSSCG00000011612	2414
ENSSSCG00000011613	1528
ENSSSCG00000011614	449
ENSSSCG00000011615	2927
ENSSSCG00000011616	2095
ENSSSCG00000011617	0
ENSSSCG00000011618	520
ENSSSCG00000011619	36
ENSSSCG00000011620	671
ENSSSCG00000011621	3721
ENSSSCG00000011622	0
ENSSSCG00000011623	118
ENSSSCG00000011624	141
ENSSSCG00000011625	0
ENSSSCG00000011626	0
ENSSSCG00000011627	0
ENSSSCG00000011628	1857
ENSSSCG00000011629	79
ENSSSCG00000011630	0
ENSSSCG00000011631	433
ENSSSCG00000011632	112
ENSSSCG00000011633	22
ENSSSCG00000011634	136
ENSSSCG00000011635	0
ENSSSCG00000011636	0
ENSSSCG00000011637	361
ENSSSCG00000018249	0
ENSSSCG00000011638	5
ENSSSCG00000011639	241
ENSSSCG00000011640	0
ENSSSCG00000011641	27
ENSSSCG00000011642	2457
ENSSSCG00000011643	4633
ENSSSCG00000011644	127
ENSSSCG00000011645	127
ENSSSCG00000011646	0
ENSSSCG00000011647	0
ENSSSCG00000020643	0
ENSSSCG00000011648	838
ENSSSCG00000020084	0
ENSSSCG00000011649	85
ENSSSCG00000011650	369
ENSSSCG00000011651	71
ENSSSCG00000011652	632
ENSSSCG00000011653	174
ENSSSCG00000011654	0
ENSSSCG00000019566	0
ENSSSCG00000011655	184
ENSSSCG00000011656	0
ENSSSCG00000011657	0
ENSSSCG00000011658	66
ENSSSCG00000011659	0
ENSSSCG00000011660	0
ENSSSCG00000018185	0
ENSSSCG00000011661	369
ENSSSCG00000011662	3801
ENSSSCG00000011663	0
ENSSSCG00000018439	0
ENSSSCG00000011664	45
ENSSSCG00000011665	0
ENSSSCG00000011666	196
ENSSSCG00000011667	4853
ENSSSCG00000011668	2
ENSSSCG00000011669	263
ENSSSCG00000019991	0
ENSSSCG00000011670	28
ENSSSCG00000011671	945
ENSSSCG00000011672	369
ENSSSCG00000011673	679
ENSSSCG00000011674	485
ENSSSCG00000011675	0
ENSSSCG00000011676	3660
ENSSSCG00000011677	129
ENSSSCG00000011678	840
ENSSSCG00000011679	420
ENSSSCG00000019490	0
ENSSSCG00000011680	4
ENSSSCG00000011681	164
ENSSSCG00000011682	0
ENSSSCG00000011683	1199
ENSSSCG00000011684	693
ENSSSCG00000011685	0
ENSSSCG00000019975	0
ENSSSCG00000011686	45
ENSSSCG00000019379	0
ENSSSCG00000011687	570
ENSSSCG00000019147	0
ENSSSCG00000011688	1164
ENSSSCG00000018949	0
ENSSSCG00000011689	5672
ENSSSCG00000011690	267
ENSSSCG00000011691	0
ENSSSCG00000011692	2
ENSSSCG00000011693	0
ENSSSCG00000020329	0
ENSSSCG00000011694	0
ENSSSCG00000011695	134
ENSSSCG00000011696	155
ENSSSCG00000011697	66
ENSSSCG00000011698	2047
ENSSSCG00000011699	322
ENSSSCG00000011700	2
ENSSSCG00000011701	8
ENSSSCG00000011702	751
ENSSSCG00000011703	0
ENSSSCG00000011704	739
ENSSSCG00000011705	304
ENSSSCG00000011706	0
ENSSSCG00000011707	141
