Geneid	SRR14612089_fibroblast_male
ENSSSCG00000004292	4825
ENSSSCG00000004293	1988
ENSSSCG00000004294	4041
ENSSSCG00000019135	0
ENSSSCG00000019921	0
ENSSSCG00000004295	1
ENSSSCG00000004296	0
ENSSSCG00000020277	0
ENSSSCG00000004297	0
ENSSSCG00000004298	1433
ENSSSCG00000004299	0
ENSSSCG00000004300	59
ENSSSCG00000004301	5
ENSSSCG00000004302	3
ENSSSCG00000004303	238
ENSSSCG00000004304	237
ENSSSCG00000004305	38
ENSSSCG00000004306	296
ENSSSCG00000004307	1596
ENSSSCG00000004308	1
ENSSSCG00000004309	40
ENSSSCG00000019769	0
ENSSSCG00000004310	53
ENSSSCG00000004311	109
ENSSSCG00000018235	0
ENSSSCG00000004312	369
ENSSSCG00000004313	54
ENSSSCG00000004314	121
ENSSSCG00000004315	0
ENSSSCG00000004316	0
ENSSSCG00000004317	347
ENSSSCG00000004318	3
ENSSSCG00000004319	0
ENSSSCG00000004320	325
ENSSSCG00000018811	0
ENSSSCG00000004321	3
ENSSSCG00000004322	8
ENSSSCG00000004323	104
ENSSSCG00000004324	157
ENSSSCG00000004325	58
ENSSSCG00000004326	635
ENSSSCG00000004327	253
ENSSSCG00000004328	762
ENSSSCG00000004329	83
ENSSSCG00000004330	0
ENSSSCG00000004331	345
ENSSSCG00000004332	73
ENSSSCG00000004333	14
ENSSSCG00000004334	755
ENSSSCG00000004335	59
ENSSSCG00000019674	0
ENSSSCG00000004336	12
ENSSSCG00000018695	0
ENSSSCG00000020518	0
ENSSSCG00000004337	341
ENSSSCG00000004338	0
ENSSSCG00000004339	744
ENSSSCG00000004340	0
ENSSSCG00000004341	28
ENSSSCG00000018143	0
ENSSSCG00000004342	109
ENSSSCG00000004343	2
ENSSSCG00000004344	32
ENSSSCG00000004345	27
ENSSSCG00000018476	0
ENSSSCG00000019582	0
ENSSSCG00000019812	0
ENSSSCG00000018969	0
ENSSSCG00000004346	0
ENSSSCG00000004347	382
ENSSSCG00000004348	134
ENSSSCG00000004349	191
ENSSSCG00000004350	104
ENSSSCG00000004351	134
ENSSSCG00000004352	144
ENSSSCG00000004353	330
ENSSSCG00000004354	0
ENSSSCG00000004355	123
ENSSSCG00000004356	0
ENSSSCG00000004357	0
ENSSSCG00000004358	702
ENSSSCG00000019986	0
ENSSSCG00000004359	574
ENSSSCG00000004360	275
ENSSSCG00000004361	4
ENSSSCG00000004362	0
ENSSSCG00000004363	717
ENSSSCG00000004364	529
ENSSSCG00000004365	0
ENSSSCG00000004366	53
ENSSSCG00000004367	2
ENSSSCG00000004368	1188
ENSSSCG00000004369	0
ENSSSCG00000004370	146
ENSSSCG00000004371	308
ENSSSCG00000018392	0
ENSSSCG00000004372	104
ENSSSCG00000004373	151
ENSSSCG00000004374	218
ENSSSCG00000019893	0
ENSSSCG00000004375	284
ENSSSCG00000004376	111
ENSSSCG00000004377	0
ENSSSCG00000018257	0
ENSSSCG00000004378	0
ENSSSCG00000004379	368
ENSSSCG00000004380	1
ENSSSCG00000004381	0
ENSSSCG00000004382	2971
ENSSSCG00000004383	814
ENSSSCG00000004384	0
ENSSSCG00000004385	1391
ENSSSCG00000004386	44
ENSSSCG00000004387	1091
ENSSSCG00000004388	50
ENSSSCG00000004389	9
ENSSSCG00000004390	496
ENSSSCG00000004391	21
ENSSSCG00000004392	722
ENSSSCG00000004393	476
ENSSSCG00000004394	152
ENSSSCG00000004395	56
ENSSSCG00000004396	297
ENSSSCG00000004397	64
ENSSSCG00000004398	0
ENSSSCG00000004399	0
ENSSSCG00000004400	24
ENSSSCG00000004401	86
ENSSSCG00000004402	0
ENSSSCG00000004403	336
ENSSSCG00000004404	13
ENSSSCG00000004405	222
ENSSSCG00000004406	0
ENSSSCG00000004407	0
ENSSSCG00000004408	110
ENSSSCG00000004409	434
ENSSSCG00000004410	0
ENSSSCG00000004411	156
ENSSSCG00000004412	1759
ENSSSCG00000004413	0
ENSSSCG00000004414	16837
ENSSSCG00000004415	85
ENSSSCG00000004416	1
ENSSSCG00000004417	22
ENSSSCG00000004418	84
ENSSSCG00000004419	58
ENSSSCG00000004420	537
ENSSSCG00000004421	1594
ENSSSCG00000019932	0
ENSSSCG00000004422	1
ENSSSCG00000004423	33
ENSSSCG00000004424	0
ENSSSCG00000004425	18513
ENSSSCG00000004426	0
ENSSSCG00000004427	8
ENSSSCG00000004428	1607
ENSSSCG00000004429	252
ENSSSCG00000004430	6
ENSSSCG00000004431	2594
ENSSSCG00000004432	1623
ENSSSCG00000004433	0
ENSSSCG00000004434	54
ENSSSCG00000004435	155
ENSSSCG00000004436	0
ENSSSCG00000004437	48
ENSSSCG00000004438	287
ENSSSCG00000004439	65
ENSSSCG00000004440	237
ENSSSCG00000004441	3784
ENSSSCG00000004442	0
ENSSSCG00000004443	275
ENSSSCG00000004444	21
ENSSSCG00000004445	1
ENSSSCG00000004446	589
ENSSSCG00000004447	0
ENSSSCG00000004448	0
ENSSSCG00000004449	0
ENSSSCG00000004450	0
ENSSSCG00000004451	0
ENSSSCG00000004452	373
ENSSSCG00000004453	1
ENSSSCG00000004454	1272
ENSSSCG00000004455	74
ENSSSCG00000004456	919
ENSSSCG00000004457	591
ENSSSCG00000004458	1043
ENSSSCG00000004459	52
ENSSSCG00000004460	1181
ENSSSCG00000004461	318
ENSSSCG00000020262	0
ENSSSCG00000004462	53
ENSSSCG00000020103	0
ENSSSCG00000004463	0
ENSSSCG00000004464	412
ENSSSCG00000004465	51
ENSSSCG00000004466	117
ENSSSCG00000004467	36
ENSSSCG00000004468	2
ENSSSCG00000004469	0
ENSSSCG00000019998	0
ENSSSCG00000004470	502
ENSSSCG00000004471	15
ENSSSCG00000004472	91
ENSSSCG00000004473	381
ENSSSCG00000004474	0
ENSSSCG00000004475	442
ENSSSCG00000004476	0
ENSSSCG00000004477	0
ENSSSCG00000004478	576
ENSSSCG00000019589	0
ENSSSCG00000020280	0
ENSSSCG00000020416	0
ENSSSCG00000004479	227
ENSSSCG00000004480	296
ENSSSCG00000004481	1576
ENSSSCG00000004482	12691
ENSSSCG00000004483	300
ENSSSCG00000004484	23805
ENSSSCG00000019305	0
ENSSSCG00000019933	0
ENSSSCG00000004485	3487
ENSSSCG00000004486	113
ENSSSCG00000004487	253
ENSSSCG00000004488	28
ENSSSCG00000004489	163317
ENSSSCG00000004490	439
ENSSSCG00000018364	0
ENSSSCG00000004491	0
ENSSSCG00000004492	0
ENSSSCG00000004493	0
ENSSSCG00000004494	68
ENSSSCG00000004495	0
ENSSSCG00000004496	35
ENSSSCG00000004497	0
ENSSSCG00000004498	73
ENSSSCG00000004499	5655
ENSSSCG00000004500	200
ENSSSCG00000004501	0
ENSSSCG00000004502	0
ENSSSCG00000004503	0
ENSSSCG00000004504	5
ENSSSCG00000004505	435
ENSSSCG00000004506	334
ENSSSCG00000004507	591
ENSSSCG00000004508	471
ENSSSCG00000004509	785
ENSSSCG00000004510	272
ENSSSCG00000020045	1
ENSSSCG00000020491	0
ENSSSCG00000004511	5
ENSSSCG00000004512	5
ENSSSCG00000004513	0
ENSSSCG00000004514	32
ENSSSCG00000004515	7
ENSSSCG00000004516	302
ENSSSCG00000004517	348
ENSSSCG00000004518	39
ENSSSCG00000004519	2
ENSSSCG00000004520	2
ENSSSCG00000004521	0
ENSSSCG00000004522	936
ENSSSCG00000004523	160
ENSSSCG00000019329	1
ENSSSCG00000004524	1830
ENSSSCG00000004525	914
ENSSSCG00000004526	0
ENSSSCG00000004527	24
ENSSSCG00000004528	1740
ENSSSCG00000004529	110
ENSSSCG00000004530	63
ENSSSCG00000004531	135
ENSSSCG00000004532	0
ENSSSCG00000004533	9
ENSSSCG00000004534	5
ENSSSCG00000019922	0
ENSSSCG00000004535	937
ENSSSCG00000020381	0
ENSSSCG00000004536	0
ENSSSCG00000004537	1820
ENSSSCG00000004538	336
ENSSSCG00000004539	0
ENSSSCG00000004540	7
ENSSSCG00000004541	348
ENSSSCG00000004542	4888
ENSSSCG00000004543	136
ENSSSCG00000004544	730
ENSSSCG00000004545	0
ENSSSCG00000004546	161
ENSSSCG00000004547	518
ENSSSCG00000004548	3
ENSSSCG00000004549	21
ENSSSCG00000004550	768
ENSSSCG00000004551	1059
ENSSSCG00000004552	229
ENSSSCG00000004553	95
ENSSSCG00000004554	59
ENSSSCG00000004555	8
ENSSSCG00000004556	1225
ENSSSCG00000004557	2599
ENSSSCG00000004558	214
ENSSSCG00000004559	62
ENSSSCG00000004560	1
ENSSSCG00000004561	1713
ENSSSCG00000018577	0
ENSSSCG00000020403	0
ENSSSCG00000004562	0
ENSSSCG00000004563	219
ENSSSCG00000004564	59
ENSSSCG00000004565	56
ENSSSCG00000004566	339
ENSSSCG00000004567	24
ENSSSCG00000004568	1035
ENSSSCG00000004569	171
ENSSSCG00000004570	10856
ENSSSCG00000004571	922
ENSSSCG00000018544	0
ENSSSCG00000019618	0
ENSSSCG00000019471	0
ENSSSCG00000004572	16
ENSSSCG00000004573	2
ENSSSCG00000004574	2360
ENSSSCG00000004575	7795
ENSSSCG00000004576	66
ENSSSCG00000004577	233
ENSSSCG00000004578	15667
ENSSSCG00000004579	1
ENSSSCG00000004580	0
ENSSSCG00000004581	0
ENSSSCG00000020189	0
ENSSSCG00000004582	283
ENSSSCG00000004583	184
ENSSSCG00000004584	1
ENSSSCG00000004585	170
ENSSSCG00000004586	97
ENSSSCG00000004587	1299
ENSSSCG00000018846	2
ENSSSCG00000004588	114
ENSSSCG00000004589	595
ENSSSCG00000004590	164
ENSSSCG00000004591	87
ENSSSCG00000004592	291
ENSSSCG00000004593	23
ENSSSCG00000004594	1
ENSSSCG00000004595	1813
ENSSSCG00000004596	18
ENSSSCG00000019377	0
ENSSSCG00000004597	0
ENSSSCG00000004598	13
ENSSSCG00000004599	877
ENSSSCG00000004600	1787
ENSSSCG00000018304	0
ENSSSCG00000004601	16
ENSSSCG00000019826	0
ENSSSCG00000004602	11
ENSSSCG00000018434	0
ENSSSCG00000020082	1
ENSSSCG00000004603	760
ENSSSCG00000004604	103
ENSSSCG00000004605	0
ENSSSCG00000004606	7
ENSSSCG00000004607	357
ENSSSCG00000004608	17
ENSSSCG00000004609	201
ENSSSCG00000004610	2174
ENSSSCG00000018806	1
ENSSSCG00000004611	192
ENSSSCG00000004612	109
ENSSSCG00000004613	579
ENSSSCG00000004614	0
ENSSSCG00000004615	0
ENSSSCG00000004616	0
ENSSSCG00000004617	784
ENSSSCG00000004618	1377
ENSSSCG00000004619	1028
ENSSSCG00000004620	1378
ENSSSCG00000004621	0
ENSSSCG00000004622	335
ENSSSCG00000004623	0
ENSSSCG00000004624	1990
ENSSSCG00000004625	244
ENSSSCG00000004626	691
ENSSSCG00000004627	151
ENSSSCG00000004628	55
ENSSSCG00000004629	18
ENSSSCG00000004630	0
ENSSSCG00000004631	452
ENSSSCG00000004632	3
ENSSSCG00000004633	123
ENSSSCG00000004634	402
ENSSSCG00000004635	622
ENSSSCG00000004636	1415
ENSSSCG00000004637	13143
ENSSSCG00000020575	0
ENSSSCG00000004638	11
ENSSSCG00000004639	1070
ENSSSCG00000004640	96
ENSSSCG00000004641	0
ENSSSCG00000004642	1
ENSSSCG00000004643	0
ENSSSCG00000004644	0
ENSSSCG00000004645	107
ENSSSCG00000004646	11
ENSSSCG00000004647	410
ENSSSCG00000004648	31
ENSSSCG00000004649	783
ENSSSCG00000004650	481
ENSSSCG00000004651	326
ENSSSCG00000004652	598
ENSSSCG00000004653	1383
ENSSSCG00000004654	45
ENSSSCG00000004655	6
ENSSSCG00000004656	410
ENSSSCG00000004657	69
ENSSSCG00000004658	44942
ENSSSCG00000004659	14
ENSSSCG00000004660	0
ENSSSCG00000004661	198
ENSSSCG00000004662	66
ENSSSCG00000004663	168
ENSSSCG00000019772	0
ENSSSCG00000020376	0
ENSSSCG00000004664	0
ENSSSCG00000004665	1685
ENSSSCG00000004666	388
ENSSSCG00000004667	100
ENSSSCG00000004668	119
ENSSSCG00000004669	176
ENSSSCG00000004670	17
ENSSSCG00000018328	0
ENSSSCG00000004671	132
ENSSSCG00000004672	341
ENSSSCG00000004673	0
ENSSSCG00000004674	81
ENSSSCG00000004675	3
ENSSSCG00000004676	0
ENSSSCG00000004677	0
ENSSSCG00000004678	0
ENSSSCG00000019275	0
ENSSSCG00000004679	28
ENSSSCG00000004680	0
ENSSSCG00000004681	0
ENSSSCG00000004682	3127
ENSSSCG00000004683	0
ENSSSCG00000004684	627
ENSSSCG00000004685	257
ENSSSCG00000004686	175
ENSSSCG00000004687	3005
ENSSSCG00000004688	0
ENSSSCG00000004689	314
ENSSSCG00000004690	271
ENSSSCG00000004691	310
ENSSSCG00000004692	148
ENSSSCG00000004693	225
ENSSSCG00000004694	0
ENSSSCG00000004695	86
ENSSSCG00000004696	773
ENSSSCG00000004697	309
ENSSSCG00000004698	114
ENSSSCG00000018734	764
ENSSSCG00000004699	1
ENSSSCG00000004700	18764
ENSSSCG00000018230	0
ENSSSCG00000004701	106
ENSSSCG00000019464	0
ENSSSCG00000004702	0
ENSSSCG00000004703	2
ENSSSCG00000004704	51
ENSSSCG00000004705	3464
ENSSSCG00000020607	0
ENSSSCG00000004706	462
ENSSSCG00000020229	0
ENSSSCG00000004707	425
ENSSSCG00000004708	266
ENSSSCG00000004709	285
ENSSSCG00000004710	73
ENSSSCG00000004711	124
ENSSSCG00000004712	0
ENSSSCG00000004713	29
ENSSSCG00000004714	2
ENSSSCG00000004715	214
ENSSSCG00000004716	15
ENSSSCG00000004717	480
ENSSSCG00000004718	358
ENSSSCG00000004719	92
ENSSSCG00000004720	100
ENSSSCG00000004721	43
ENSSSCG00000004722	56
ENSSSCG00000004723	42
ENSSSCG00000004724	228
ENSSSCG00000004725	1540
ENSSSCG00000004726	335
ENSSSCG00000004727	569
ENSSSCG00000004728	3
ENSSSCG00000004729	15
ENSSSCG00000004730	532
ENSSSCG00000004731	651
ENSSSCG00000004732	0
ENSSSCG00000004733	0
ENSSSCG00000004734	0
ENSSSCG00000004735	230
ENSSSCG00000004736	0
ENSSSCG00000004737	17
ENSSSCG00000004738	196
ENSSSCG00000004739	779
ENSSSCG00000004740	127
ENSSSCG00000004741	14
ENSSSCG00000004742	121
ENSSSCG00000018507	0
ENSSSCG00000004743	1
ENSSSCG00000004744	319
ENSSSCG00000004745	309
ENSSSCG00000004746	3
ENSSSCG00000004747	762
ENSSSCG00000019929	0
ENSSSCG00000019236	0
ENSSSCG00000004748	192
ENSSSCG00000004749	185
ENSSSCG00000004750	99
ENSSSCG00000004751	1541
ENSSSCG00000004752	4
ENSSSCG00000004753	526
ENSSSCG00000020005	0
ENSSSCG00000004754	470
ENSSSCG00000004755	2
ENSSSCG00000019390	0
ENSSSCG00000004756	27
ENSSSCG00000004757	520
ENSSSCG00000004758	0
ENSSSCG00000004759	1
ENSSSCG00000004760	0
ENSSSCG00000004761	37
ENSSSCG00000004762	44
ENSSSCG00000004763	17
ENSSSCG00000004764	90
ENSSSCG00000004765	61
ENSSSCG00000004766	37
ENSSSCG00000004767	52
ENSSSCG00000004768	30
ENSSSCG00000004769	28
ENSSSCG00000004770	4
ENSSSCG00000019979	0
ENSSSCG00000004771	532
ENSSSCG00000004772	370
ENSSSCG00000004773	0
ENSSSCG00000004774	140
ENSSSCG00000004775	53
ENSSSCG00000004776	5
ENSSSCG00000004777	111
ENSSSCG00000004778	6
ENSSSCG00000004779	0
ENSSSCG00000004780	89
ENSSSCG00000004781	2
ENSSSCG00000004782	137
ENSSSCG00000004783	1
ENSSSCG00000004784	129
ENSSSCG00000004785	928
ENSSSCG00000004786	405
ENSSSCG00000004787	88
ENSSSCG00000004788	5
ENSSSCG00000018837	0
ENSSSCG00000004789	288976
ENSSSCG00000004791	5
ENSSSCG00000004792	578
ENSSSCG00000004793	593
ENSSSCG00000004794	0
ENSSSCG00000018872	0
ENSSSCG00000019801	0
ENSSSCG00000004795	112
ENSSSCG00000004796	0
ENSSSCG00000018908	0
ENSSSCG00000004797	0
ENSSSCG00000019291	0
ENSSSCG00000018160	0
ENSSSCG00000019005	0
ENSSSCG00000004798	28
ENSSSCG00000004799	90
ENSSSCG00000004800	1523
ENSSSCG00000004801	898
ENSSSCG00000004802	568
ENSSSCG00000004803	2961
ENSSSCG00000004804	2957
ENSSSCG00000004805	0
ENSSSCG00000004806	205
ENSSSCG00000004807	18
ENSSSCG00000004808	0
ENSSSCG00000004809	39
ENSSSCG00000004810	0
ENSSSCG00000004811	0
ENSSSCG00000004812	1799
ENSSSCG00000004813	64
ENSSSCG00000004814	1012
ENSSSCG00000004815	1556
ENSSSCG00000004816	37
ENSSSCG00000018345	0
ENSSSCG00000004817	71
ENSSSCG00000004818	35
ENSSSCG00000019757	0
ENSSSCG00000004819	0
ENSSSCG00000004820	105
ENSSSCG00000004821	133
ENSSSCG00000004822	418
ENSSSCG00000019106	0
ENSSSCG00000018227	0
ENSSSCG00000004823	425
ENSSSCG00000004824	326
ENSSSCG00000004825	2182
ENSSSCG00000004826	1027
ENSSSCG00000018906	0
ENSSSCG00000019280	0
ENSSSCG00000018975	0
ENSSSCG00000004827	0
ENSSSCG00000004828	0
ENSSSCG00000004829	133
ENSSSCG00000004830	735
ENSSSCG00000004831	3
ENSSSCG00000004832	1238
ENSSSCG00000019388	1
ENSSSCG00000019409	0
ENSSSCG00000019878	0
ENSSSCG00000019155	0
ENSSSCG00000020399	0
ENSSSCG00000018361	0
ENSSSCG00000019818	1
ENSSSCG00000018174	0
ENSSSCG00000018351	0
ENSSSCG00000020442	0
ENSSSCG00000020119	0
ENSSSCG00000018141	1
ENSSSCG00000004833	581
ENSSSCG00000019192	0
ENSSSCG00000004834	473
ENSSSCG00000004835	47
ENSSSCG00000004836	2
ENSSSCG00000004838	56
ENSSSCG00000004839	0
ENSSSCG00000019568	0
ENSSSCG00000004840	8
ENSSSCG00000004841	53
ENSSSCG00000004842	355
ENSSSCG00000004843	0
ENSSSCG00000019509	0
ENSSSCG00000004844	657
ENSSSCG00000004845	510
ENSSSCG00000004846	173
ENSSSCG00000004847	360
ENSSSCG00000004848	151
ENSSSCG00000004849	1
ENSSSCG00000004850	0
ENSSSCG00000004851	0
ENSSSCG00000004852	164
ENSSSCG00000004853	404
ENSSSCG00000004854	2554
ENSSSCG00000004855	365
ENSSSCG00000004856	162
ENSSSCG00000004857	130
ENSSSCG00000004858	408
ENSSSCG00000004859	316
ENSSSCG00000019804	0
ENSSSCG00000004860	27
ENSSSCG00000004861	718
ENSSSCG00000004862	750
ENSSSCG00000004863	102
ENSSSCG00000004864	57
ENSSSCG00000018662	0
