Geneid	SRR14612095_fibroblast_female
ENSSSCG00000011782	744
ENSSSCG00000011783	522
ENSSSCG00000011784	2
ENSSSCG00000011785	13
ENSSSCG00000011786	0
ENSSSCG00000011787	269
ENSSSCG00000011788	381
ENSSSCG00000011789	43
ENSSSCG00000011790	44
ENSSSCG00000011791	93
ENSSSCG00000011792	115
ENSSSCG00000011793	0
ENSSSCG00000011794	485
ENSSSCG00000011795	1075
ENSSSCG00000019681	0
ENSSSCG00000011796	4
ENSSSCG00000011797	314
ENSSSCG00000011798	611
ENSSSCG00000011799	0
ENSSSCG00000011800	0
ENSSSCG00000011801	0
ENSSSCG00000011802	0
ENSSSCG00000019296	0
ENSSSCG00000011803	5886
ENSSSCG00000018746	11
ENSSSCG00000018172	10
ENSSSCG00000020580	16
ENSSSCG00000019309	2
ENSSSCG00000019418	12
ENSSSCG00000011804	150
ENSSSCG00000011805	0
ENSSSCG00000011806	2137
ENSSSCG00000011807	149
ENSSSCG00000011808	5
ENSSSCG00000011809	0
ENSSSCG00000011810	1061
ENSSSCG00000011811	497
ENSSSCG00000019404	0
ENSSSCG00000011812	6
ENSSSCG00000020193	0
ENSSSCG00000011813	70
ENSSSCG00000011814	0
ENSSSCG00000011815	0
ENSSSCG00000011816	0
ENSSSCG00000011817	820
ENSSSCG00000018793	0
ENSSSCG00000011818	4
ENSSSCG00000020081	0
ENSSSCG00000011819	73
ENSSSCG00000011820	0
ENSSSCG00000011821	0
ENSSSCG00000011822	617
ENSSSCG00000011823	0
ENSSSCG00000011824	0
ENSSSCG00000011825	3823
ENSSSCG00000011826	160
ENSSSCG00000011827	497
ENSSSCG00000011828	196
ENSSSCG00000011829	0
ENSSSCG00000011830	128
ENSSSCG00000011831	1
ENSSSCG00000011832	7
ENSSSCG00000011833	2864
ENSSSCG00000011834	31
ENSSSCG00000011835	139
ENSSSCG00000011836	5
ENSSSCG00000011837	58
ENSSSCG00000011838	6
ENSSSCG00000011839	11
ENSSSCG00000011840	127
ENSSSCG00000011841	371
ENSSSCG00000011842	593
ENSSSCG00000011843	917
ENSSSCG00000011844	33
ENSSSCG00000011845	584
ENSSSCG00000011846	3
ENSSSCG00000011847	0
ENSSSCG00000011848	1706
ENSSSCG00000020275	0
ENSSSCG00000011849	751
ENSSSCG00000011850	0
ENSSSCG00000018206	0
ENSSSCG00000011851	4
ENSSSCG00000011852	1432
ENSSSCG00000018159	4
ENSSSCG00000011853	62
ENSSSCG00000011854	456
ENSSSCG00000020163	0
ENSSSCG00000011855	5
ENSSSCG00000011856	1793
ENSSSCG00000011857	12
ENSSSCG00000020428	0
ENSSSCG00000011858	1034
ENSSSCG00000011859	2459
ENSSSCG00000011860	0
ENSSSCG00000011861	0
ENSSSCG00000011862	0
ENSSSCG00000011863	3965
ENSSSCG00000011864	202
ENSSSCG00000011865	20
ENSSSCG00000011866	226
ENSSSCG00000011867	48
ENSSSCG00000011868	0
ENSSSCG00000011869	176
ENSSSCG00000011870	335
ENSSSCG00000011871	659
ENSSSCG00000011872	33
ENSSSCG00000019771	0
ENSSSCG00000011873	79
ENSSSCG00000011874	49
ENSSSCG00000011875	0
ENSSSCG00000011876	76
ENSSSCG00000020034	0
ENSSSCG00000011877	93
ENSSSCG00000020134	0
ENSSSCG00000011878	0
ENSSSCG00000011879	0
ENSSSCG00000011880	0
ENSSSCG00000011881	67
ENSSSCG00000011882	4997
ENSSSCG00000011883	27
ENSSSCG00000011884	94
ENSSSCG00000011885	6
ENSSSCG00000011886	0
ENSSSCG00000011887	466
ENSSSCG00000011888	47
ENSSSCG00000011889	1119
ENSSSCG00000011890	0
ENSSSCG00000011891	0
ENSSSCG00000011892	0
ENSSSCG00000011893	139
ENSSSCG00000011894	22
ENSSSCG00000011895	10
ENSSSCG00000011896	183
ENSSSCG00000011897	234
ENSSSCG00000011898	7
ENSSSCG00000011899	0
ENSSSCG00000011900	30
ENSSSCG00000011901	493
ENSSSCG00000011902	1365
ENSSSCG00000011903	115
ENSSSCG00000011904	3
ENSSSCG00000011905	0
ENSSSCG00000011906	0
ENSSSCG00000019813	0
ENSSSCG00000011908	21
ENSSSCG00000019624	1
ENSSSCG00000011909	0
ENSSSCG00000011910	801
ENSSSCG00000011911	18
ENSSSCG00000011912	108
ENSSSCG00000011913	38
ENSSSCG00000011914	72
ENSSSCG00000011915	19
ENSSSCG00000020373	0
ENSSSCG00000011916	769
ENSSSCG00000011917	613
ENSSSCG00000011918	374
ENSSSCG00000011919	0
ENSSSCG00000011922	22
ENSSSCG00000011923	216
ENSSSCG00000011924	69
ENSSSCG00000011925	28
ENSSSCG00000011926	9
ENSSSCG00000011927	470
ENSSSCG00000011928	43639
ENSSSCG00000011929	258
ENSSSCG00000011930	532
ENSSSCG00000011931	21
ENSSSCG00000011932	0
ENSSSCG00000019591	0
ENSSSCG00000011933	1195
ENSSSCG00000011934	0
ENSSSCG00000011935	0
ENSSSCG00000011936	17
ENSSSCG00000018369	0
ENSSSCG00000011937	8
ENSSSCG00000011938	0
ENSSSCG00000011939	0
ENSSSCG00000018867	0
ENSSSCG00000011940	20
ENSSSCG00000011941	304
ENSSSCG00000011942	3795
ENSSSCG00000011943	298
ENSSSCG00000011944	132
ENSSSCG00000011945	224
ENSSSCG00000011946	3231
ENSSSCG00000019532	0
ENSSSCG00000011947	0
ENSSSCG00000020298	0
ENSSSCG00000011948	54
ENSSSCG00000011949	141
ENSSSCG00000011950	748
ENSSSCG00000011951	1560
ENSSSCG00000020010	0
ENSSSCG00000011952	4379
ENSSSCG00000011953	262
ENSSSCG00000011954	0
ENSSSCG00000011955	1189
ENSSSCG00000011956	235
ENSSSCG00000011957	0
ENSSSCG00000011958	1
ENSSSCG00000011959	677
ENSSSCG00000011960	128
ENSSSCG00000011961	670
ENSSSCG00000011962	0
ENSSSCG00000011963	222
ENSSSCG00000011964	0
ENSSSCG00000011965	465
ENSSSCG00000011966	601
ENSSSCG00000011967	3
ENSSSCG00000011968	267
ENSSSCG00000011969	4
ENSSSCG00000011970	178
ENSSSCG00000011971	3232
ENSSSCG00000011972	3394
ENSSSCG00000011973	18915
ENSSSCG00000011974	4
ENSSSCG00000011975	1353
ENSSSCG00000020207	0
ENSSSCG00000011976	38
ENSSSCG00000011977	1366
ENSSSCG00000011978	445
ENSSSCG00000011979	0
ENSSSCG00000011980	2246
ENSSSCG00000011981	0
ENSSSCG00000011982	0
ENSSSCG00000011983	0
ENSSSCG00000011984	0
ENSSSCG00000011985	0
ENSSSCG00000011986	0
ENSSSCG00000019107	0
ENSSSCG00000011987	0
ENSSSCG00000011988	0
ENSSSCG00000011989	0
ENSSSCG00000011990	0
ENSSSCG00000011991	0
ENSSSCG00000011992	0
ENSSSCG00000011993	1037
ENSSSCG00000011994	0
ENSSSCG00000018474	0
ENSSSCG00000011995	0
ENSSSCG00000011996	0
ENSSSCG00000011997	332
ENSSSCG00000011998	540
ENSSSCG00000011999	0
ENSSSCG00000018138	0
ENSSSCG00000012000	926
ENSSSCG00000012001	2423
ENSSSCG00000019968	0
ENSSSCG00000012002	3
ENSSSCG00000012003	1
ENSSSCG00000012004	0
ENSSSCG00000012005	0
ENSSSCG00000012006	578
ENSSSCG00000012007	935
ENSSSCG00000012008	0
ENSSSCG00000012009	0
ENSSSCG00000019839	0
ENSSSCG00000018164	0
ENSSSCG00000012010	233
ENSSSCG00000012011	296
ENSSSCG00000012012	8
ENSSSCG00000012013	417
ENSSSCG00000012014	458
ENSSSCG00000012015	144
ENSSSCG00000012016	2
ENSSSCG00000012017	259
ENSSSCG00000012018	0
ENSSSCG00000012019	0
ENSSSCG00000018241	0
ENSSSCG00000020627	0
ENSSSCG00000020239	0
ENSSSCG00000019205	0
ENSSSCG00000020488	0
ENSSSCG00000012020	0
ENSSSCG00000018744	0
ENSSSCG00000019154	1
ENSSSCG00000012021	274
ENSSSCG00000018244	0
ENSSSCG00000012022	15226
ENSSSCG00000019793	0
ENSSSCG00000012023	5227
ENSSSCG00000019274	0
ENSSSCG00000012024	9
ENSSSCG00000012025	2505
ENSSSCG00000012026	932
ENSSSCG00000012027	257
ENSSSCG00000018726	0
ENSSSCG00000019480	0
ENSSSCG00000019913	0
ENSSSCG00000012028	0
ENSSSCG00000012029	1225
ENSSSCG00000012030	0
ENSSSCG00000012031	0
ENSSSCG00000012032	5000
ENSSSCG00000012033	2
ENSSSCG00000012034	0
ENSSSCG00000012035	298
ENSSSCG00000019190	0
ENSSSCG00000012036	413
ENSSSCG00000012037	113
ENSSSCG00000012038	0
ENSSSCG00000020483	0
ENSSSCG00000012039	0
ENSSSCG00000012040	0
ENSSSCG00000012041	68
ENSSSCG00000012042	435
ENSSSCG00000012043	80
ENSSSCG00000012044	193
ENSSSCG00000012045	0
ENSSSCG00000012046	29
ENSSSCG00000012047	0
ENSSSCG00000012048	0
ENSSSCG00000012049	248
ENSSSCG00000012050	3154
ENSSSCG00000012051	214
ENSSSCG00000012052	1760
ENSSSCG00000012053	104
ENSSSCG00000012054	696
ENSSSCG00000012055	359
ENSSSCG00000012056	97
ENSSSCG00000012057	0
ENSSSCG00000012058	0
ENSSSCG00000012059	389
ENSSSCG00000012060	0
ENSSSCG00000012061	134
ENSSSCG00000012062	5039
ENSSSCG00000012063	81
ENSSSCG00000012064	581
ENSSSCG00000012065	0
ENSSSCG00000019614	0
ENSSSCG00000012066	0
ENSSSCG00000012067	0
ENSSSCG00000012068	712
ENSSSCG00000012069	0
ENSSSCG00000012070	0
ENSSSCG00000012071	13
ENSSSCG00000012072	0
ENSSSCG00000012073	0
ENSSSCG00000012074	1394
ENSSSCG00000012075	0
ENSSSCG00000012076	5
ENSSSCG00000012077	524
ENSSSCG00000012078	0
ENSSSCG00000012079	0
ENSSSCG00000012080	0
ENSSSCG00000012081	203
ENSSSCG00000012082	40
ENSSSCG00000012083	0
ENSSSCG00000012084	99
ENSSSCG00000012085	9
ENSSSCG00000012086	66
ENSSSCG00000012087	249
ENSSSCG00000012088	596
ENSSSCG00000012089	201
ENSSSCG00000009578	47
ENSSSCG00000009579	1
ENSSSCG00000020609	0
ENSSSCG00000009580	96
ENSSSCG00000009581	2
ENSSSCG00000009582	259
ENSSSCG00000009583	387
ENSSSCG00000009584	63
ENSSSCG00000009585	29
ENSSSCG00000009586	0
ENSSSCG00000018514	0
ENSSSCG00000019127	0
ENSSSCG00000009587	0
ENSSSCG00000018962	0
ENSSSCG00000009588	0
ENSSSCG00000009589	11
ENSSSCG00000009590	102
ENSSSCG00000009591	32
ENSSSCG00000009592	1325
ENSSSCG00000009593	591
ENSSSCG00000009594	654
ENSSSCG00000009595	6
ENSSSCG00000009596	0
ENSSSCG00000009597	18
ENSSSCG00000009598	17
ENSSSCG00000009599	18
ENSSSCG00000009600	183
ENSSSCG00000009601	0
ENSSSCG00000009602	851
ENSSSCG00000009603	26
ENSSSCG00000009604	0
ENSSSCG00000018795	0
ENSSSCG00000009605	8
ENSSSCG00000009606	0
ENSSSCG00000009607	0
ENSSSCG00000009608	0
ENSSSCG00000009609	0
ENSSSCG00000009610	1
ENSSSCG00000009611	1329
ENSSSCG00000009612	2
ENSSSCG00000009613	95
ENSSSCG00000009614	562
ENSSSCG00000009615	66
ENSSSCG00000009616	128
ENSSSCG00000009617	131
ENSSSCG00000009618	122
ENSSSCG00000009619	3
ENSSSCG00000009620	3258
ENSSSCG00000009621	3
ENSSSCG00000018131	0
ENSSSCG00000009622	653
ENSSSCG00000009623	1010
ENSSSCG00000019508	0
ENSSSCG00000009624	298
ENSSSCG00000009625	249
ENSSSCG00000009626	1475
ENSSSCG00000009627	89
ENSSSCG00000009628	1141
ENSSSCG00000009629	129
ENSSSCG00000009630	28
ENSSSCG00000009631	0
ENSSSCG00000018852	0
ENSSSCG00000009632	48
ENSSSCG00000009633	381
ENSSSCG00000009634	3
ENSSSCG00000009635	137
ENSSSCG00000009636	37
ENSSSCG00000009637	134
ENSSSCG00000009638	70
ENSSSCG00000009639	0
ENSSSCG00000009640	495
ENSSSCG00000009641	255
ENSSSCG00000009642	21
ENSSSCG00000009643	13
ENSSSCG00000009644	6
ENSSSCG00000009645	0
ENSSSCG00000009646	0
ENSSSCG00000009647	0
ENSSSCG00000009648	0
ENSSSCG00000009649	0
ENSSSCG00000009650	294
ENSSSCG00000009651	1
ENSSSCG00000009652	685
ENSSSCG00000009653	149
ENSSSCG00000009654	0
ENSSSCG00000009655	0
ENSSSCG00000009656	0
ENSSSCG00000009657	1378
ENSSSCG00000009658	2315
ENSSSCG00000009659	0
ENSSSCG00000009660	1637
ENSSSCG00000009661	0
ENSSSCG00000009662	0
ENSSSCG00000009663	109
ENSSSCG00000009664	439
ENSSSCG00000009665	0
ENSSSCG00000009666	170
ENSSSCG00000009667	1
ENSSSCG00000009668	25877
ENSSSCG00000009669	1
ENSSSCG00000009670	30
ENSSSCG00000009671	105
ENSSSCG00000009672	0
ENSSSCG00000009673	0
ENSSSCG00000009674	260
ENSSSCG00000009675	0
ENSSSCG00000009676	424
ENSSSCG00000009677	469
ENSSSCG00000009678	7
ENSSSCG00000009679	77
ENSSSCG00000009680	573
ENSSSCG00000009681	179
ENSSSCG00000009682	277
ENSSSCG00000009683	712
ENSSSCG00000020033	0
ENSSSCG00000009684	133
ENSSSCG00000009685	1
ENSSSCG00000009686	0
ENSSSCG00000009687	0
ENSSSCG00000009688	0
ENSSSCG00000009689	0
ENSSSCG00000009690	0
ENSSSCG00000009691	0
ENSSSCG00000009692	180
ENSSSCG00000009693	8
ENSSSCG00000019806	0
ENSSSCG00000018642	0
ENSSSCG00000009694	1
ENSSSCG00000009695	0
ENSSSCG00000009696	0
ENSSSCG00000009697	0
ENSSSCG00000009698	0
ENSSSCG00000009699	15
ENSSSCG00000009700	0
ENSSSCG00000009701	51
ENSSSCG00000009702	298
ENSSSCG00000009703	678
ENSSSCG00000009704	922
ENSSSCG00000009705	435
ENSSSCG00000009706	0
ENSSSCG00000019905	0
ENSSSCG00000009707	0
ENSSSCG00000009708	0
ENSSSCG00000009709	0
ENSSSCG00000009710	70
ENSSSCG00000009711	164
ENSSSCG00000009712	70
ENSSSCG00000009713	169
ENSSSCG00000009714	358
ENSSSCG00000009715	114
ENSSSCG00000009716	197
ENSSSCG00000009717	43
ENSSSCG00000009718	36
ENSSSCG00000009719	20
ENSSSCG00000019478	0
ENSSSCG00000009720	99
ENSSSCG00000018661	0
ENSSSCG00000009721	0
ENSSSCG00000009722	106
ENSSSCG00000009723	84
ENSSSCG00000009724	0
ENSSSCG00000009725	0
ENSSSCG00000019057	0
ENSSSCG00000009726	2
ENSSSCG00000019625	0
ENSSSCG00000009727	33
ENSSSCG00000009728	226
ENSSSCG00000009729	68
ENSSSCG00000009730	39
ENSSSCG00000009731	70
ENSSSCG00000009732	861
ENSSSCG00000009733	1171
ENSSSCG00000009734	56
ENSSSCG00000020108	0
ENSSSCG00000009735	0
ENSSSCG00000009736	0
ENSSSCG00000009737	143
ENSSSCG00000020296	0
ENSSSCG00000009738	0
ENSSSCG00000018208	0
ENSSSCG00000009739	121
ENSSSCG00000009740	99
ENSSSCG00000019634	0
ENSSSCG00000009741	224
ENSSSCG00000009742	873
ENSSSCG00000009743	107
ENSSSCG00000009744	396
ENSSSCG00000009745	12
ENSSSCG00000009746	3163
ENSSSCG00000009747	104
ENSSSCG00000018125	0
ENSSSCG00000009748	2
ENSSSCG00000009749	0
ENSSSCG00000009750	2
ENSSSCG00000009751	3
ENSSSCG00000019014	0
ENSSSCG00000018240	0
ENSSSCG00000009752	0
ENSSSCG00000020035	0
ENSSSCG00000009753	0
ENSSSCG00000020440	0
ENSSSCG00000009754	0
ENSSSCG00000009755	119
ENSSSCG00000009756	0
ENSSSCG00000009757	0
ENSSSCG00000009758	37
ENSSSCG00000009759	433
ENSSSCG00000009760	21
ENSSSCG00000009761	4616
ENSSSCG00000009762	0
ENSSSCG00000018492	0
ENSSSCG00000009763	1019
ENSSSCG00000009764	100
ENSSSCG00000009765	16
ENSSSCG00000009766	357
ENSSSCG00000009767	108
ENSSSCG00000009768	41
ENSSSCG00000009769	219
ENSSSCG00000009770	328
ENSSSCG00000009771	182
ENSSSCG00000009772	4523
ENSSSCG00000009773	330
ENSSSCG00000009774	34
ENSSSCG00000009775	1722
ENSSSCG00000009776	969
ENSSSCG00000009777	252
ENSSSCG00000009778	247
ENSSSCG00000009779	519
ENSSSCG00000009780	57
ENSSSCG00000009781	519
ENSSSCG00000009782	133
ENSSSCG00000009783	109
ENSSSCG00000009784	52
ENSSSCG00000009785	224
ENSSSCG00000009786	323
ENSSSCG00000009787	528
ENSSSCG00000009788	601
ENSSSCG00000009789	0
ENSSSCG00000009790	27
ENSSSCG00000009791	731
ENSSSCG00000009792	394
ENSSSCG00000020521	0
ENSSSCG00000009793	2465
ENSSSCG00000009794	340
ENSSSCG00000009795	0
ENSSSCG00000009796	0
ENSSSCG00000020511	1
ENSSSCG00000020418	34
ENSSSCG00000009797	0
ENSSSCG00000009798	0
ENSSSCG00000009799	549
ENSSSCG00000009800	154
ENSSSCG00000009801	78
ENSSSCG00000009802	0
ENSSSCG00000009803	0
ENSSSCG00000019830	0
ENSSSCG00000009804	572
ENSSSCG00000009805	0
ENSSSCG00000009806	785
ENSSSCG00000009807	13
ENSSSCG00000009808	38
ENSSSCG00000009809	0
ENSSSCG00000009810	143
ENSSSCG00000020214	0
ENSSSCG00000009811	21
ENSSSCG00000009812	175
ENSSSCG00000009813	123
ENSSSCG00000009814	221
ENSSSCG00000009815	430
ENSSSCG00000009816	427
ENSSSCG00000009817	139
ENSSSCG00000009818	187
ENSSSCG00000009819	3248
ENSSSCG00000009820	128
ENSSSCG00000009821	1145
ENSSSCG00000009822	44
ENSSSCG00000009823	947
ENSSSCG00000009824	4
ENSSSCG00000009825	420
ENSSSCG00000009826	322
ENSSSCG00000019482	0
ENSSSCG00000009827	121
ENSSSCG00000009828	1484
ENSSSCG00000009829	0
ENSSSCG00000009830	0
ENSSSCG00000009831	7
ENSSSCG00000009832	84
ENSSSCG00000009833	348
ENSSSCG00000009834	1445
ENSSSCG00000009835	400
ENSSSCG00000009836	139
ENSSSCG00000019920	0
ENSSSCG00000009837	15
ENSSSCG00000009838	1809
ENSSSCG00000009839	166
ENSSSCG00000009840	397
ENSSSCG00000009841	0
ENSSSCG00000009842	0
ENSSSCG00000009843	0
ENSSSCG00000009844	283
ENSSSCG00000009845	0
ENSSSCG00000009846	0
ENSSSCG00000020066	0
ENSSSCG00000009847	5
ENSSSCG00000009848	2263
ENSSSCG00000009849	233
ENSSSCG00000009850	646
ENSSSCG00000009851	2655
ENSSSCG00000009852	275
ENSSSCG00000009853	1929
ENSSSCG00000009854	195
ENSSSCG00000009855	0
ENSSSCG00000018271	0
ENSSSCG00000018291	0
ENSSSCG00000009857	0
ENSSSCG00000009858	608
ENSSSCG00000018599	3
ENSSSCG00000009859	10
ENSSSCG00000009860	328
ENSSSCG00000009861	0
ENSSSCG00000009862	56
ENSSSCG00000009863	272
ENSSSCG00000020080	0
ENSSSCG00000009864	3825
ENSSSCG00000009865	1047
ENSSSCG00000009866	15
ENSSSCG00000009867	16
ENSSSCG00000019229	0
ENSSSCG00000009868	491
ENSSSCG00000009869	0
ENSSSCG00000009870	14
ENSSSCG00000009871	0
ENSSSCG00000009872	2786
ENSSSCG00000009873	22
ENSSSCG00000009874	8
ENSSSCG00000009875	0
ENSSSCG00000009876	693
ENSSSCG00000009877	20
ENSSSCG00000009878	107
ENSSSCG00000009879	234
ENSSSCG00000009880	89
ENSSSCG00000009881	152
ENSSSCG00000009882	4
ENSSSCG00000009883	0
ENSSSCG00000020104	0
ENSSSCG00000009884	159
ENSSSCG00000009885	573
ENSSSCG00000009886	897
ENSSSCG00000009887	228
ENSSSCG00000009888	443
ENSSSCG00000018365	0
ENSSSCG00000009889	481
ENSSSCG00000009890	156
ENSSSCG00000009891	1
ENSSSCG00000009892	0
ENSSSCG00000009893	3
ENSSSCG00000018102	0
ENSSSCG00000009894	507
ENSSSCG00000009895	0
ENSSSCG00000009896	3
ENSSSCG00000009897	415
ENSSSCG00000009898	2082
ENSSSCG00000009899	1007
ENSSSCG00000009900	35201
ENSSSCG00000019037	0
ENSSSCG00000018250	0
ENSSSCG00000009901	8
ENSSSCG00000009902	467
ENSSSCG00000009903	344
ENSSSCG00000009904	1340
ENSSSCG00000009905	0
ENSSSCG00000009906	1123
ENSSSCG00000009907	480
ENSSSCG00000009908	56
ENSSSCG00000009909	890
ENSSSCG00000009910	3191
ENSSSCG00000009911	258
ENSSSCG00000009912	79
ENSSSCG00000009913	0
ENSSSCG00000009914	531
ENSSSCG00000009915	342
ENSSSCG00000009916	472
ENSSSCG00000009917	197
ENSSSCG00000009918	291
ENSSSCG00000009919	9
ENSSSCG00000009920	143
ENSSSCG00000009921	2
ENSSSCG00000009922	648
ENSSSCG00000009923	5
ENSSSCG00000009924	977
ENSSSCG00000009925	570
ENSSSCG00000009926	100
ENSSSCG00000009927	0
ENSSSCG00000009928	152
ENSSSCG00000009929	95
ENSSSCG00000009930	85
ENSSSCG00000009931	158
ENSSSCG00000009932	89
ENSSSCG00000009933	764
ENSSSCG00000009934	768
ENSSSCG00000009935	0
ENSSSCG00000009936	0
ENSSSCG00000009937	66
ENSSSCG00000009938	87
ENSSSCG00000009939	29
ENSSSCG00000009940	403
ENSSSCG00000009941	0
ENSSSCG00000019927	0
ENSSSCG00000009942	0
ENSSSCG00000009943	570
ENSSSCG00000009944	1804
ENSSSCG00000009945	90
ENSSSCG00000009946	612
ENSSSCG00000009947	421
ENSSSCG00000009948	39
ENSSSCG00000009949	0
ENSSSCG00000009950	0
ENSSSCG00000009951	12
ENSSSCG00000009952	0
ENSSSCG00000009953	319
ENSSSCG00000009954	0
ENSSSCG00000009955	0
ENSSSCG00000019440	0
ENSSSCG00000009956	193
ENSSSCG00000009957	0
ENSSSCG00000009958	0
ENSSSCG00000009959	0
ENSSSCG00000009960	362
ENSSSCG00000009961	49
ENSSSCG00000009962	536
ENSSSCG00000009963	112
ENSSSCG00000009964	0
ENSSSCG00000009965	0
ENSSSCG00000009966	36
ENSSSCG00000009967	971
ENSSSCG00000009968	1109
ENSSSCG00000009969	0
ENSSSCG00000019697	0
ENSSSCG00000009970	952
ENSSSCG00000009971	73
ENSSSCG00000009972	174
ENSSSCG00000009973	22
ENSSSCG00000009974	1018
ENSSSCG00000009975	1
ENSSSCG00000009976	284
ENSSSCG00000009977	0
ENSSSCG00000009978	627
ENSSSCG00000019402	0
ENSSSCG00000009979	0
ENSSSCG00000009980	0
ENSSSCG00000009981	250
ENSSSCG00000009982	106
ENSSSCG00000009983	117
ENSSSCG00000009984	53
ENSSSCG00000009985	0
ENSSSCG00000009986	144
ENSSSCG00000009987	51
ENSSSCG00000009988	52
ENSSSCG00000009989	156
ENSSSCG00000009990	0
ENSSSCG00000009991	62
ENSSSCG00000009992	119
ENSSSCG00000009993	66
ENSSSCG00000009994	773
ENSSSCG00000009995	0
ENSSSCG00000009996	112
ENSSSCG00000009997	1
ENSSSCG00000009998	258
ENSSSCG00000009999	178
ENSSSCG00000010000	43
ENSSSCG00000010001	54
ENSSSCG00000010002	1596
ENSSSCG00000010003	18
ENSSSCG00000010004	0
ENSSSCG00000010005	214
ENSSSCG00000010006	23
ENSSSCG00000019553	0
ENSSSCG00000010007	32
ENSSSCG00000010008	0
ENSSSCG00000010009	0
ENSSSCG00000010010	791
ENSSSCG00000010011	217
ENSSSCG00000010012	131
ENSSSCG00000010013	25
ENSSSCG00000010014	0
ENSSSCG00000010015	0
ENSSSCG00000010016	604
ENSSSCG00000010017	1544
ENSSSCG00000010018	0
ENSSSCG00000010019	123
ENSSSCG00000010020	11
ENSSSCG00000010021	19
ENSSSCG00000010022	11
ENSSSCG00000010023	27
ENSSSCG00000010024	55
ENSSSCG00000010025	240
ENSSSCG00000010026	257
ENSSSCG00000010027	148
ENSSSCG00000010028	2
ENSSSCG00000010029	581
ENSSSCG00000010030	598
ENSSSCG00000010031	70
ENSSSCG00000010032	246
ENSSSCG00000010033	706
ENSSSCG00000010034	81
ENSSSCG00000018634	0
ENSSSCG00000010035	862
ENSSSCG00000010036	9
ENSSSCG00000010037	4
ENSSSCG00000010038	0
ENSSSCG00000010039	23
ENSSSCG00000010040	0
ENSSSCG00000010041	0
ENSSSCG00000010042	81
ENSSSCG00000010043	0
ENSSSCG00000010044	0
ENSSSCG00000010045	0
ENSSSCG00000010046	106
ENSSSCG00000010047	0
ENSSSCG00000010048	4
ENSSSCG00000010049	0
ENSSSCG00000010050	0
ENSSSCG00000010051	374
ENSSSCG00000010052	441
ENSSSCG00000010053	1162
ENSSSCG00000010054	42
ENSSSCG00000010055	14
ENSSSCG00000010056	25
ENSSSCG00000010057	0
ENSSSCG00000010058	685
ENSSSCG00000010059	199
ENSSSCG00000010060	0
ENSSSCG00000010061	0
ENSSSCG00000010062	319
ENSSSCG00000010063	114
ENSSSCG00000010064	77
ENSSSCG00000010065	0
ENSSSCG00000010066	0
ENSSSCG00000010067	1078
ENSSSCG00000010068	56
ENSSSCG00000010069	0
ENSSSCG00000010070	980
ENSSSCG00000010071	343
ENSSSCG00000010072	0
ENSSSCG00000010073	91
ENSSSCG00000010074	0
ENSSSCG00000010075	0
ENSSSCG00000010076	76
ENSSSCG00000010077	0
ENSSSCG00000010078	210
ENSSSCG00000010079	141
ENSSSCG00000010080	33
ENSSSCG00000010081	1567
ENSSSCG00000010082	163
ENSSSCG00000010083	610
ENSSSCG00000010084	12
ENSSSCG00000018360	0
ENSSSCG00000019987	0
ENSSSCG00000010085	9
ENSSSCG00000010086	3
ENSSSCG00000010087	17
ENSSSCG00000010088	1613
ENSSSCG00000010089	0
ENSSSCG00000010090	50
ENSSSCG00000010091	0
ENSSSCG00000010092	2619
ENSSSCG00000010093	2
ENSSSCG00000010094	101
ENSSSCG00000010095	765
ENSSSCG00000010096	0
ENSSSCG00000010097	601
ENSSSCG00000010098	142
ENSSSCG00000010099	67
ENSSSCG00000010100	2
ENSSSCG00000010101	3
ENSSSCG00000010102	8
ENSSSCG00000010103	16
ENSSSCG00000010104	117
ENSSSCG00000010105	357
ENSSSCG00000010106	0
ENSSSCG00000010107	560
ENSSSCG00000010108	211
ENSSSCG00000010109	1157
ENSSSCG00000010110	44
ENSSSCG00000010111	874
ENSSSCG00000010112	3
ENSSSCG00000010113	0
ENSSSCG00000010114	266
ENSSSCG00000010115	2
ENSSSCG00000010116	640
ENSSSCG00000010117	94
ENSSSCG00000010118	556
ENSSSCG00000010119	159
ENSSSCG00000010120	43
ENSSSCG00000010121	485
ENSSSCG00000010122	63
ENSSSCG00000010123	18
ENSSSCG00000010124	163
ENSSSCG00000010125	97
ENSSSCG00000010126	0
ENSSSCG00000010127	2
ENSSSCG00000010128	279
ENSSSCG00000020614	0
ENSSSCG00000010129	153
ENSSSCG00000010130	95
ENSSSCG00000020411	0
ENSSSCG00000010131	72
ENSSSCG00000010132	1252
ENSSSCG00000010133	189
ENSSSCG00000019684	0
ENSSSCG00000010134	512
ENSSSCG00000010135	1028
ENSSSCG00000019500	0
ENSSSCG00000010136	212
ENSSSCG00000010137	863
ENSSSCG00000018761	0
ENSSSCG00000010138	376
ENSSSCG00000010139	0
ENSSSCG00000010140	4
ENSSSCG00000010141	0
ENSSSCG00000010142	4
ENSSSCG00000020455	0
ENSSSCG00000020387	0
ENSSSCG00000010143	133
ENSSSCG00000020121	0
ENSSSCG00000010144	0
ENSSSCG00000010145	1139
ENSSSCG00000010146	215
ENSSSCG00000010147	0
ENSSSCG00000010148	162
ENSSSCG00000010149	368
ENSSSCG00000010150	9800
ENSSSCG00000010151	573
ENSSSCG00000010152	0
ENSSSCG00000010153	50
ENSSSCG00000010154	111
