Geneid	SRR14612100_myofibroblast_female
ENSSSCG00000017394	451
ENSSSCG00000017395	169
ENSSSCG00000017396	57
ENSSSCG00000017397	437
ENSSSCG00000017398	133
ENSSSCG00000017399	9
ENSSSCG00000017400	210
ENSSSCG00000017401	226
ENSSSCG00000017402	185
ENSSSCG00000017403	996
ENSSSCG00000017404	10658
ENSSSCG00000017405	166
ENSSSCG00000017406	241
ENSSSCG00000017407	87
ENSSSCG00000017408	18
ENSSSCG00000017409	1049
ENSSSCG00000017410	0
ENSSSCG00000017411	2
ENSSSCG00000017412	1777
ENSSSCG00000017413	0
ENSSSCG00000017414	147
ENSSSCG00000017415	30
ENSSSCG00000017416	20
ENSSSCG00000017417	6
ENSSSCG00000017418	100
ENSSSCG00000017419	510
ENSSSCG00000017420	237
ENSSSCG00000017421	2232
ENSSSCG00000017422	2167
ENSSSCG00000017423	196
ENSSSCG00000017424	1
ENSSSCG00000017425	175
ENSSSCG00000017426	0
ENSSSCG00000017427	31
ENSSSCG00000017428	2230
ENSSSCG00000017429	1143
ENSSSCG00000017430	6806
ENSSSCG00000017431	0
ENSSSCG00000017432	0
ENSSSCG00000017433	0
ENSSSCG00000017434	46
ENSSSCG00000017435	0
ENSSSCG00000017436	0
ENSSSCG00000017437	0
ENSSSCG00000017438	0
ENSSSCG00000017439	0
ENSSSCG00000017440	0
ENSSSCG00000017441	0
ENSSSCG00000017442	0
ENSSSCG00000017443	0
ENSSSCG00000017444	0
ENSSSCG00000017445	0
ENSSSCG00000017446	46
ENSSSCG00000017448	1
ENSSSCG00000017449	0
ENSSSCG00000017450	0
ENSSSCG00000017451	0
ENSSSCG00000017452	0
ENSSSCG00000017453	0
ENSSSCG00000017454	0
ENSSSCG00000017455	0
ENSSSCG00000017456	0
ENSSSCG00000017457	0
ENSSSCG00000017458	0
ENSSSCG00000017459	0
ENSSSCG00000017460	0
ENSSSCG00000017461	0
ENSSSCG00000017462	1
ENSSSCG00000017463	0
ENSSSCG00000017464	1
ENSSSCG00000020349	0
ENSSSCG00000017465	0
ENSSSCG00000017466	0
ENSSSCG00000017467	0
ENSSSCG00000017468	545
ENSSSCG00000017469	0
ENSSSCG00000017470	0
ENSSSCG00000017471	13
ENSSSCG00000017472	2995
ENSSSCG00000017473	699
ENSSSCG00000017474	12
ENSSSCG00000017475	1074
ENSSSCG00000017476	528
ENSSSCG00000017477	1028
ENSSSCG00000017478	0
ENSSSCG00000017479	353
ENSSSCG00000017480	486
ENSSSCG00000017481	18
ENSSSCG00000017482	0
ENSSSCG00000017483	214
ENSSSCG00000018310	0
ENSSSCG00000017484	0
ENSSSCG00000017485	122
ENSSSCG00000019328	0
ENSSSCG00000017486	0
ENSSSCG00000017487	167
ENSSSCG00000019481	0
ENSSSCG00000017488	0
ENSSSCG00000017489	714
ENSSSCG00000017490	0
ENSSSCG00000017491	0
ENSSSCG00000017492	126
ENSSSCG00000017493	0
ENSSSCG00000017494	0
ENSSSCG00000018859	0
ENSSSCG00000017495	0
ENSSSCG00000017496	218
ENSSSCG00000017497	499
ENSSSCG00000017498	1
ENSSSCG00000017499	128
ENSSSCG00000017500	2
ENSSSCG00000017501	0
ENSSSCG00000017502	23
ENSSSCG00000017503	0
ENSSSCG00000017504	743
ENSSSCG00000017505	764
ENSSSCG00000017506	187
ENSSSCG00000017507	0
ENSSSCG00000017508	8
ENSSSCG00000017509	8050
ENSSSCG00000017510	81
ENSSSCG00000017511	37
ENSSSCG00000017512	69
ENSSSCG00000017513	1922
ENSSSCG00000017514	4008
ENSSSCG00000017515	47
ENSSSCG00000017516	187
ENSSSCG00000017517	0
ENSSSCG00000017518	45
ENSSSCG00000017519	129
ENSSSCG00000017520	2
ENSSSCG00000017521	42
ENSSSCG00000017522	0
ENSSSCG00000017523	165
ENSSSCG00000017524	97
ENSSSCG00000017525	1084
ENSSSCG00000018912	0
ENSSSCG00000017526	951
ENSSSCG00000017527	0
ENSSSCG00000017528	52
ENSSSCG00000017529	486
ENSSSCG00000017530	26
ENSSSCG00000017531	50
ENSSSCG00000017532	0
ENSSSCG00000017533	38
ENSSSCG00000017534	28
ENSSSCG00000017535	1
ENSSSCG00000019270	0
ENSSSCG00000019834	0
ENSSSCG00000017536	0
ENSSSCG00000017537	0
ENSSSCG00000017538	0
ENSSSCG00000017539	0
ENSSSCG00000017540	0
ENSSSCG00000017541	0
ENSSSCG00000017542	1
ENSSSCG00000017543	2042
ENSSSCG00000020432	0
ENSSSCG00000017544	186
ENSSSCG00000018121	2
ENSSSCG00000017545	290
ENSSSCG00000017546	138
ENSSSCG00000017547	124
ENSSSCG00000017548	18
ENSSSCG00000017549	264
ENSSSCG00000017550	347
ENSSSCG00000017551	72
ENSSSCG00000017552	6
ENSSSCG00000017553	435
ENSSSCG00000017554	0
ENSSSCG00000017555	562
ENSSSCG00000017556	0
ENSSSCG00000017557	5
ENSSSCG00000017558	666
ENSSSCG00000017559	0
ENSSSCG00000017560	641
ENSSSCG00000017561	525
ENSSSCG00000017562	28
ENSSSCG00000017563	5
ENSSSCG00000017564	55
ENSSSCG00000017565	137
ENSSSCG00000017566	239
ENSSSCG00000017567	59
ENSSSCG00000017568	116
ENSSSCG00000017569	9
ENSSSCG00000017570	1221
ENSSSCG00000017571	24
ENSSSCG00000017572	86
ENSSSCG00000017573	182
ENSSSCG00000017574	9
ENSSSCG00000017575	2
ENSSSCG00000017576	143
ENSSSCG00000017577	581
ENSSSCG00000017578	1103
ENSSSCG00000017579	74091
ENSSSCG00000017580	0
ENSSSCG00000017581	30155
ENSSSCG00000017582	14138
ENSSSCG00000017583	116
ENSSSCG00000017584	1376
ENSSSCG00000017585	13
ENSSSCG00000017586	120
ENSSSCG00000019595	0
ENSSSCG00000017587	0
ENSSSCG00000017588	0
ENSSSCG00000017589	2
ENSSSCG00000017590	0
ENSSSCG00000017591	2318
ENSSSCG00000017592	85
ENSSSCG00000017593	216
ENSSSCG00000017594	0
ENSSSCG00000017597	0
ENSSSCG00000017598	0
ENSSSCG00000017599	0
ENSSSCG00000019039	0
ENSSSCG00000017600	96
ENSSSCG00000017601	10
ENSSSCG00000017602	18
ENSSSCG00000017603	79
ENSSSCG00000017604	2
ENSSSCG00000017605	207
ENSSSCG00000017606	0
ENSSSCG00000017607	1
ENSSSCG00000017608	4
ENSSSCG00000017609	0
ENSSSCG00000017610	0
ENSSSCG00000017611	15
ENSSSCG00000019753	0
ENSSSCG00000017612	3
ENSSSCG00000017613	146
ENSSSCG00000017614	74
ENSSSCG00000017615	36
ENSSSCG00000017616	49
ENSSSCG00000017617	816
ENSSSCG00000017618	70
ENSSSCG00000017619	33
ENSSSCG00000017620	0
ENSSSCG00000020062	0
ENSSSCG00000017621	117
ENSSSCG00000017622	336
ENSSSCG00000017623	339
ENSSSCG00000017624	477
ENSSSCG00000017625	98
ENSSSCG00000017626	464
ENSSSCG00000017627	517
ENSSSCG00000017628	0
ENSSSCG00000017629	479
ENSSSCG00000017630	2
ENSSSCG00000017631	0
ENSSSCG00000017632	0
ENSSSCG00000017633	0
ENSSSCG00000017634	0
ENSSSCG00000017635	59
ENSSSCG00000017636	0
ENSSSCG00000017637	0
ENSSSCG00000017638	123
ENSSSCG00000019138	0
ENSSSCG00000017639	341
ENSSSCG00000017640	6
ENSSSCG00000017641	1
ENSSSCG00000017642	1275
ENSSSCG00000017643	22
ENSSSCG00000017644	0
ENSSSCG00000017645	7
ENSSSCG00000018416	0
ENSSSCG00000019234	0
ENSSSCG00000018201	0
ENSSSCG00000019488	1
ENSSSCG00000019522	0
ENSSSCG00000018473	0
ENSSSCG00000019019	0
ENSSSCG00000019075	0
ENSSSCG00000018741	0
ENSSSCG00000020030	0
ENSSSCG00000018843	0
ENSSSCG00000017646	7
ENSSSCG00000018732	0
ENSSSCG00000018673	0
ENSSSCG00000019204	0
ENSSSCG00000018550	0
ENSSSCG00000019849	0
ENSSSCG00000018794	0
ENSSSCG00000019489	0
ENSSSCG00000019461	0
ENSSSCG00000018180	0
ENSSSCG00000017647	3
ENSSSCG00000017648	297
ENSSSCG00000017649	258
ENSSSCG00000018920	0
ENSSSCG00000017650	0
ENSSSCG00000017651	0
ENSSSCG00000017652	0
ENSSSCG00000018711	0
ENSSSCG00000017653	0
ENSSSCG00000017654	0
ENSSSCG00000017655	0
ENSSSCG00000017656	0
ENSSSCG00000017657	0
ENSSSCG00000017658	0
ENSSSCG00000017659	0
ENSSSCG00000017660	0
ENSSSCG00000017661	0
ENSSSCG00000017662	0
ENSSSCG00000017663	0
ENSSSCG00000017664	0
ENSSSCG00000017665	630
ENSSSCG00000017666	12402
ENSSSCG00000017667	191
ENSSSCG00000017668	905
ENSSSCG00000017669	25
ENSSSCG00000018555	16
ENSSSCG00000017670	311
ENSSSCG00000017671	874
ENSSSCG00000017672	1018
ENSSSCG00000017673	117
ENSSSCG00000017674	399
ENSSSCG00000017675	9
ENSSSCG00000017676	40
ENSSSCG00000017677	167
ENSSSCG00000017678	691
ENSSSCG00000019435	0
ENSSSCG00000017679	0
ENSSSCG00000017680	2
ENSSSCG00000017681	43
ENSSSCG00000017682	110
ENSSSCG00000018335	14
ENSSSCG00000017683	0
ENSSSCG00000017684	593
ENSSSCG00000017685	43
ENSSSCG00000017686	4
ENSSSCG00000017687	15
ENSSSCG00000017688	1146
ENSSSCG00000017689	45
ENSSSCG00000018149	19
ENSSSCG00000017690	566
ENSSSCG00000017691	49
ENSSSCG00000017692	0
ENSSSCG00000017693	245
ENSSSCG00000017694	1413
ENSSSCG00000019742	0
ENSSSCG00000017695	32
ENSSSCG00000017696	0
ENSSSCG00000017697	109
ENSSSCG00000017698	0
ENSSSCG00000017699	0
ENSSSCG00000017700	0
ENSSSCG00000017701	0
ENSSSCG00000017702	1
ENSSSCG00000017703	1
ENSSSCG00000017704	0
ENSSSCG00000017705	1
ENSSSCG00000017706	0
ENSSSCG00000017707	574
ENSSSCG00000017708	72
ENSSSCG00000017709	0
ENSSSCG00000017710	8
ENSSSCG00000017711	27
ENSSSCG00000017712	3326
ENSSSCG00000017713	40
ENSSSCG00000018995	0
ENSSSCG00000017714	0
ENSSSCG00000019253	0
ENSSSCG00000017715	106
ENSSSCG00000017716	0
ENSSSCG00000017717	20
ENSSSCG00000017718	5
ENSSSCG00000017719	0
ENSSSCG00000017720	0
ENSSSCG00000017721	0
ENSSSCG00000017722	2
ENSSSCG00000017723	2761
ENSSSCG00000017724	0
ENSSSCG00000018170	0
ENSSSCG00000017725	0
ENSSSCG00000017726	0
ENSSSCG00000017727	664
ENSSSCG00000017728	9680
ENSSSCG00000020267	0
ENSSSCG00000017729	525
ENSSSCG00000020380	1
ENSSSCG00000017730	2
ENSSSCG00000017731	673
ENSSSCG00000017732	1734
ENSSSCG00000019416	0
ENSSSCG00000017733	116
ENSSSCG00000017734	0
ENSSSCG00000017735	438
ENSSSCG00000017736	0
ENSSSCG00000017737	101
ENSSSCG00000017738	6
ENSSSCG00000017739	34
ENSSSCG00000017740	129
ENSSSCG00000017741	52
ENSSSCG00000017742	37
ENSSSCG00000017743	117
ENSSSCG00000017744	148
ENSSSCG00000017745	563
ENSSSCG00000017746	243
ENSSSCG00000018147	1
ENSSSCG00000019050	2
ENSSSCG00000018831	0
ENSSSCG00000017747	6
ENSSSCG00000018272	0
ENSSSCG00000017748	3091
ENSSSCG00000017749	22
ENSSSCG00000017750	10
ENSSSCG00000018822	0
ENSSSCG00000017751	4
ENSSSCG00000017752	4573
ENSSSCG00000017753	105
ENSSSCG00000017754	2
ENSSSCG00000017755	2
ENSSSCG00000017756	41
ENSSSCG00000017757	27
ENSSSCG00000017758	68
ENSSSCG00000017759	378
ENSSSCG00000017760	336
ENSSSCG00000017761	50
ENSSSCG00000017762	0
ENSSSCG00000017763	0
ENSSSCG00000017764	557
ENSSSCG00000017765	10
ENSSSCG00000017766	73
ENSSSCG00000017767	52
ENSSSCG00000017768	4722
ENSSSCG00000020020	5
ENSSSCG00000019783	4
ENSSSCG00000017769	712
ENSSSCG00000017770	2
ENSSSCG00000017771	917
ENSSSCG00000017772	1055
ENSSSCG00000017773	1000
ENSSSCG00000017774	134
ENSSSCG00000020350	0
ENSSSCG00000017775	102
ENSSSCG00000019048	0
ENSSSCG00000017776	128
ENSSSCG00000019354	0
ENSSSCG00000019393	0
ENSSSCG00000017777	1017
ENSSSCG00000017778	4
ENSSSCG00000017779	650
ENSSSCG00000017780	13
ENSSSCG00000017781	0
ENSSSCG00000017782	45
ENSSSCG00000017783	778
ENSSSCG00000017784	0
ENSSSCG00000018292	0
ENSSSCG00000020053	0
ENSSSCG00000017785	881
ENSSSCG00000020574	0
ENSSSCG00000017786	25
ENSSSCG00000017787	243
ENSSSCG00000017788	424
ENSSSCG00000017789	18
ENSSSCG00000017790	741
ENSSSCG00000017791	175
ENSSSCG00000017792	45
ENSSSCG00000017793	121
ENSSSCG00000017794	7
ENSSSCG00000017795	409
ENSSSCG00000019191	0
ENSSSCG00000017796	364
ENSSSCG00000017797	1
ENSSSCG00000017798	0
ENSSSCG00000018963	0
ENSSSCG00000017799	2951
ENSSSCG00000017800	318
ENSSSCG00000017801	0
ENSSSCG00000017802	0
ENSSSCG00000020101	0
ENSSSCG00000017803	41
ENSSSCG00000017804	2105
ENSSSCG00000017805	408
ENSSSCG00000017806	72
ENSSSCG00000017807	276
ENSSSCG00000017808	1
ENSSSCG00000017809	341
ENSSSCG00000017810	103
ENSSSCG00000017811	44
ENSSSCG00000017812	350
ENSSSCG00000017813	94
ENSSSCG00000017814	0
ENSSSCG00000017815	414
ENSSSCG00000018518	9
ENSSSCG00000017816	23
ENSSSCG00000017817	2159
ENSSSCG00000017818	4733
ENSSSCG00000017819	56
ENSSSCG00000017820	0
ENSSSCG00000017821	0
ENSSSCG00000017822	700
ENSSSCG00000017823	318
ENSSSCG00000017824	171
ENSSSCG00000019370	3
ENSSSCG00000019896	0
ENSSSCG00000017825	100
ENSSSCG00000017826	473
ENSSSCG00000019524	0
ENSSSCG00000017827	187
ENSSSCG00000017828	344
ENSSSCG00000018198	0
ENSSSCG00000018355	0
ENSSSCG00000017829	163
ENSSSCG00000017830	203
ENSSSCG00000017831	0
ENSSSCG00000017832	132
ENSSSCG00000017833	30
ENSSSCG00000017834	0
ENSSSCG00000017835	576
ENSSSCG00000017836	3001
ENSSSCG00000017837	18
ENSSSCG00000017838	1
ENSSSCG00000017839	0
ENSSSCG00000017840	0
ENSSSCG00000017841	0
ENSSSCG00000017842	0
ENSSSCG00000017843	1
ENSSSCG00000017844	1
ENSSSCG00000017845	0
ENSSSCG00000017846	0
ENSSSCG00000017847	4
ENSSSCG00000017848	0
ENSSSCG00000017849	0
ENSSSCG00000017850	0
ENSSSCG00000017851	0
ENSSSCG00000017852	0
ENSSSCG00000017853	0
ENSSSCG00000017854	0
ENSSSCG00000017855	0
ENSSSCG00000017856	0
ENSSSCG00000017857	0
ENSSSCG00000017858	0
ENSSSCG00000017859	0
ENSSSCG00000017860	0
ENSSSCG00000017861	0
ENSSSCG00000017862	0
ENSSSCG00000017863	0
ENSSSCG00000017864	19
ENSSSCG00000017865	178
ENSSSCG00000017866	1811
ENSSSCG00000017867	231
ENSSSCG00000017868	20
ENSSSCG00000017869	3
ENSSSCG00000017870	414
ENSSSCG00000018720	0
ENSSSCG00000017871	0
ENSSSCG00000017872	0
ENSSSCG00000017873	32
ENSSSCG00000017874	31
ENSSSCG00000017875	408
ENSSSCG00000017876	82
ENSSSCG00000017877	596
ENSSSCG00000017878	410
ENSSSCG00000020415	1
ENSSSCG00000017879	1
ENSSSCG00000017880	1
ENSSSCG00000017881	9
ENSSSCG00000017882	1103
ENSSSCG00000017883	0
ENSSSCG00000017884	1
ENSSSCG00000018637	0
ENSSSCG00000017885	0
ENSSSCG00000017886	5
ENSSSCG00000017887	13
ENSSSCG00000017888	3
ENSSSCG00000017889	0
ENSSSCG00000017890	244
ENSSSCG00000017891	391
ENSSSCG00000019285	0
ENSSSCG00000017892	8
ENSSSCG00000017893	76
ENSSSCG00000017894	4
ENSSSCG00000017895	607
ENSSSCG00000018396	0
ENSSSCG00000018213	0
ENSSSCG00000017896	0
ENSSSCG00000019214	0
ENSSSCG00000017897	2
ENSSSCG00000017898	31
ENSSSCG00000017899	25
ENSSSCG00000017900	4880
ENSSSCG00000017901	5
ENSSSCG00000017902	1148
ENSSSCG00000017903	307
ENSSSCG00000017904	39
ENSSSCG00000017905	8004
ENSSSCG00000017906	396
ENSSSCG00000017907	497
ENSSSCG00000017908	0
ENSSSCG00000017909	0
ENSSSCG00000017910	0
ENSSSCG00000017911	338
ENSSSCG00000017912	217
ENSSSCG00000017913	604
ENSSSCG00000017914	2
ENSSSCG00000017915	1
ENSSSCG00000017916	0
ENSSSCG00000017917	361
ENSSSCG00000017918	105
ENSSSCG00000017919	134
ENSSSCG00000017920	1234
ENSSSCG00000017921	8
ENSSSCG00000017922	26
ENSSSCG00000017923	1
ENSSSCG00000017924	329
ENSSSCG00000017925	10
ENSSSCG00000017926	25
ENSSSCG00000017927	15
ENSSSCG00000018641	0
ENSSSCG00000019457	0
ENSSSCG00000017928	183
ENSSSCG00000017929	363
ENSSSCG00000017930	170
ENSSSCG00000017931	0
ENSSSCG00000019930	0
ENSSSCG00000017932	0
ENSSSCG00000017933	1
ENSSSCG00000017934	3
ENSSSCG00000017935	625
ENSSSCG00000017936	3179
ENSSSCG00000017937	351
ENSSSCG00000017938	1
ENSSSCG00000017939	4954
ENSSSCG00000017940	394
ENSSSCG00000017941	307
ENSSSCG00000017942	1
ENSSSCG00000017943	1
ENSSSCG00000017944	98
ENSSSCG00000017945	1
ENSSSCG00000017946	0
ENSSSCG00000017947	490
ENSSSCG00000018204	0
ENSSSCG00000017948	0
ENSSSCG00000017949	124
ENSSSCG00000017950	439
ENSSSCG00000017951	1
ENSSSCG00000017952	34
ENSSSCG00000017953	752
ENSSSCG00000017954	0
ENSSSCG00000017955	131
ENSSSCG00000017956	4
ENSSSCG00000017957	4731
ENSSSCG00000018964	2
ENSSSCG00000019619	7
ENSSSCG00000020152	5
ENSSSCG00000018563	0
ENSSSCG00000017958	237
ENSSSCG00000017959	11
ENSSSCG00000017960	18
ENSSSCG00000017961	1
ENSSSCG00000017962	290
ENSSSCG00000017963	9
ENSSSCG00000017964	2441
ENSSSCG00000020355	0
ENSSSCG00000017965	1
ENSSSCG00000017966	3
ENSSSCG00000017967	163
ENSSSCG00000017968	45
ENSSSCG00000017969	24
ENSSSCG00000017970	6
ENSSSCG00000017971	25
ENSSSCG00000017972	11
ENSSSCG00000017973	159
ENSSSCG00000017974	2
ENSSSCG00000017975	0
ENSSSCG00000017976	2312
ENSSSCG00000020615	0
ENSSSCG00000017977	0
ENSSSCG00000017978	0
ENSSSCG00000017979	0
ENSSSCG00000017980	0
ENSSSCG00000017981	0
ENSSSCG00000017982	1
ENSSSCG00000017983	287
ENSSSCG00000017984	100
ENSSSCG00000017985	0
ENSSSCG00000017986	888
ENSSSCG00000018145	0
ENSSSCG00000017987	91979
ENSSSCG00000017988	25
ENSSSCG00000017989	0
ENSSSCG00000017990	0
ENSSSCG00000017991	10
ENSSSCG00000017992	1
ENSSSCG00000017993	157
ENSSSCG00000017994	0
ENSSSCG00000017995	1
ENSSSCG00000017996	0
ENSSSCG00000017997	0
ENSSSCG00000017998	0
ENSSSCG00000017999	0
ENSSSCG00000018000	24
ENSSSCG00000018001	126
ENSSSCG00000018002	0
ENSSSCG00000018003	1
ENSSSCG00000018004	0
ENSSSCG00000018005	0
ENSSSCG00000018006	0
ENSSSCG00000018007	3
ENSSSCG00000018008	102
ENSSSCG00000018009	33
ENSSSCG00000018010	21
ENSSSCG00000018011	0
ENSSSCG00000018012	0
ENSSSCG00000018013	0
ENSSSCG00000018014	37
ENSSSCG00000018015	23
ENSSSCG00000018016	86
ENSSSCG00000019009	0
ENSSSCG00000018017	61
ENSSSCG00000018018	0
ENSSSCG00000018019	12
ENSSSCG00000018020	107
ENSSSCG00000018021	0
ENSSSCG00000018022	1
ENSSSCG00000018023	38
ENSSSCG00000018024	1
ENSSSCG00000018025	80
ENSSSCG00000020626	0
ENSSSCG00000020067	0
ENSSSCG00000018026	20
ENSSSCG00000018027	887
ENSSSCG00000018028	0
ENSSSCG00000018029	25
ENSSSCG00000018030	117
ENSSSCG00000018031	62
ENSSSCG00000018462	4
ENSSSCG00000018456	4
ENSSSCG00000018032	9
ENSSSCG00000018033	7273
ENSSSCG00000018034	143
ENSSSCG00000018035	68
ENSSSCG00000018036	9
ENSSSCG00000018037	65
ENSSSCG00000018038	144
ENSSSCG00000018039	1871
ENSSSCG00000018040	177
ENSSSCG00000018041	1990
ENSSSCG00000018042	2
ENSSSCG00000018043	0
ENSSSCG00000018044	3
ENSSSCG00000018045	850
ENSSSCG00000018046	24
ENSSSCG00000018047	98
ENSSSCG00000018048	17
ENSSSCG00000018049	205
ENSSSCG00000018050	0
ENSSSCG00000018051	698
ENSSSCG00000018052	20
ENSSSCG00000018053	105
ENSSSCG00000018054	24
ENSSSCG00000018055	88
ENSSSCG00000018056	1
ENSSSCG00000018057	58
ENSSSCG00000018058	563
ENSSSCG00000018059	0
ENSSSCG00000011178	14
ENSSSCG00000011179	548
ENSSSCG00000011180	13
ENSSSCG00000020568	0
ENSSSCG00000011181	3
ENSSSCG00000011182	49
ENSSSCG00000011183	1678
ENSSSCG00000011184	107
ENSSSCG00000018336	0
ENSSSCG00000011185	22
ENSSSCG00000011186	9
ENSSSCG00000011187	0
ENSSSCG00000011188	0
ENSSSCG00000011189	203
ENSSSCG00000011190	120
ENSSSCG00000011191	29
ENSSSCG00000011192	132
ENSSSCG00000011193	90
ENSSSCG00000011194	966
ENSSSCG00000019529	0
ENSSSCG00000011195	87
ENSSSCG00000011196	335
ENSSSCG00000011197	113
ENSSSCG00000011198	80
ENSSSCG00000020426	0
ENSSSCG00000011199	78
ENSSSCG00000018111	0
ENSSSCG00000011200	0
ENSSSCG00000018730	0
ENSSSCG00000011201	25
ENSSSCG00000011202	0
ENSSSCG00000011203	0
ENSSSCG00000020124	0
ENSSSCG00000011204	12
ENSSSCG00000011205	0
ENSSSCG00000011206	233
ENSSSCG00000011207	34
ENSSSCG00000011208	27
ENSSSCG00000011209	85
ENSSSCG00000011210	41
ENSSSCG00000011211	66
ENSSSCG00000020429	0
ENSSSCG00000011212	24
ENSSSCG00000011213	4179
ENSSSCG00000011214	1065
ENSSSCG00000011215	107
ENSSSCG00000011216	1
ENSSSCG00000011217	7
ENSSSCG00000011218	584
ENSSSCG00000011219	0
ENSSSCG00000020414	0
ENSSSCG00000018988	0
ENSSSCG00000011220	234
ENSSSCG00000011221	0
ENSSSCG00000011222	138
ENSSSCG00000011223	0
ENSSSCG00000019184	0
ENSSSCG00000011224	4
ENSSSCG00000020517	0
ENSSSCG00000011225	0
ENSSSCG00000011226	989
ENSSSCG00000011227	121
ENSSSCG00000019936	0
ENSSSCG00000011228	0
ENSSSCG00000011229	9874
ENSSSCG00000011230	17
ENSSSCG00000011231	0
ENSSSCG00000011232	490
ENSSSCG00000011233	737
ENSSSCG00000011234	36
ENSSSCG00000011235	1190
ENSSSCG00000011236	551
ENSSSCG00000011237	3450
ENSSSCG00000020454	0
ENSSSCG00000011238	0
ENSSSCG00000019835	0
ENSSSCG00000011239	166
ENSSSCG00000011240	41
ENSSSCG00000011241	0
ENSSSCG00000011242	24
ENSSSCG00000011243	2934
ENSSSCG00000011244	0
ENSSSCG00000011245	14
ENSSSCG00000011246	0
ENSSSCG00000011247	243
ENSSSCG00000011248	37
ENSSSCG00000011249	1
ENSSSCG00000011250	97
ENSSSCG00000011251	399
ENSSSCG00000011252	115
ENSSSCG00000011253	61
ENSSSCG00000019656	1
ENSSSCG00000011254	5
ENSSSCG00000011255	0
ENSSSCG00000011256	4
ENSSSCG00000011257	16
ENSSSCG00000011258	7
ENSSSCG00000011259	2
ENSSSCG00000011260	0
ENSSSCG00000011261	778
ENSSSCG00000011262	168
ENSSSCG00000011263	22
ENSSSCG00000011264	177
ENSSSCG00000011265	61
ENSSSCG00000011266	12917
ENSSSCG00000019894	7
ENSSSCG00000011267	0
ENSSSCG00000011268	0
ENSSSCG00000011269	0
ENSSSCG00000011270	422
ENSSSCG00000011271	50
ENSSSCG00000011272	7032
ENSSSCG00000018896	0
ENSSSCG00000011273	0
ENSSSCG00000011274	8412
ENSSSCG00000018451	0
ENSSSCG00000011275	21
ENSSSCG00000020478	0
ENSSSCG00000020593	0
ENSSSCG00000011276	72
ENSSSCG00000011277	0
ENSSSCG00000011278	355
ENSSSCG00000011279	0
ENSSSCG00000011280	1
ENSSSCG00000011281	25
ENSSSCG00000011282	232
ENSSSCG00000011283	101
ENSSSCG00000011284	592
ENSSSCG00000011285	296
ENSSSCG00000011286	9
ENSSSCG00000011287	3
ENSSSCG00000011288	0
ENSSSCG00000011289	1
ENSSSCG00000011290	507
ENSSSCG00000011291	0
ENSSSCG00000011292	108
ENSSSCG00000011293	97
ENSSSCG00000011294	0
ENSSSCG00000011295	245
ENSSSCG00000011296	824
ENSSSCG00000011297	100
ENSSSCG00000019971	0
ENSSSCG00000011298	9
ENSSSCG00000011299	3
ENSSSCG00000011300	202
ENSSSCG00000011301	84
ENSSSCG00000011302	124
ENSSSCG00000011303	45
ENSSSCG00000011304	123
ENSSSCG00000011305	94
ENSSSCG00000011306	42
ENSSSCG00000011307	14
ENSSSCG00000011308	58
ENSSSCG00000011309	53
ENSSSCG00000011310	44
ENSSSCG00000011311	35
ENSSSCG00000011312	128
ENSSSCG00000011313	213
ENSSSCG00000011314	236
ENSSSCG00000011315	0
ENSSSCG00000011316	0
ENSSSCG00000011317	866
ENSSSCG00000011318	0
ENSSSCG00000011319	0
ENSSSCG00000011320	0
ENSSSCG00000011321	0
ENSSSCG00000011322	0
ENSSSCG00000011323	2
ENSSSCG00000011324	1
ENSSSCG00000011325	0
ENSSSCG00000011326	52
ENSSSCG00000011327	0
ENSSSCG00000011328	0
ENSSSCG00000011329	124
ENSSSCG00000011330	34
ENSSSCG00000011331	3
ENSSSCG00000011332	894
ENSSSCG00000011333	331
ENSSSCG00000011334	0
ENSSSCG00000011335	353
ENSSSCG00000011336	94
ENSSSCG00000011337	322
ENSSSCG00000011338	370
ENSSSCG00000011339	56
ENSSSCG00000011340	822
ENSSSCG00000011341	46
ENSSSCG00000011342	460
ENSSSCG00000011343	8075
ENSSSCG00000011344	887
ENSSSCG00000011345	2382
ENSSSCG00000011346	829
ENSSSCG00000011347	165
ENSSSCG00000011348	0
ENSSSCG00000011349	0
ENSSSCG00000011350	69
ENSSSCG00000011351	297
ENSSSCG00000011352	8
ENSSSCG00000011353	52
ENSSSCG00000011354	0
ENSSSCG00000011355	144
ENSSSCG00000018347	0
ENSSSCG00000011356	658
ENSSSCG00000011357	1885
ENSSSCG00000011358	18
ENSSSCG00000011359	52
ENSSSCG00000011360	15
ENSSSCG00000011361	70
ENSSSCG00000011362	0
ENSSSCG00000011363	844
ENSSSCG00000011364	84
ENSSSCG00000011365	133
ENSSSCG00000019032	0
ENSSSCG00000011366	242
ENSSSCG00000011367	850
ENSSSCG00000011368	49
ENSSSCG00000011369	408
ENSSSCG00000011370	253
ENSSSCG00000018173	2
ENSSSCG00000018566	0
ENSSSCG00000011371	93
ENSSSCG00000011372	904
ENSSSCG00000011373	932
ENSSSCG00000011374	1483
ENSSSCG00000011375	617
ENSSSCG00000011376	1
ENSSSCG00000011377	5735
ENSSSCG00000011378	230
ENSSSCG00000011379	109
ENSSSCG00000011380	0
ENSSSCG00000011381	7
ENSSSCG00000011382	254
ENSSSCG00000011383	199
ENSSSCG00000011384	37
ENSSSCG00000011385	331
ENSSSCG00000011386	4
ENSSSCG00000011387	577
