Geneid	SRR14612087_fibroblast_male
ENSSSCG00000017868	26
ENSSSCG00000017869	0
ENSSSCG00000017870	547
ENSSSCG00000018720	0
ENSSSCG00000017871	0
ENSSSCG00000017872	0
ENSSSCG00000017873	28
ENSSSCG00000017874	25
ENSSSCG00000017875	414
ENSSSCG00000017876	101
ENSSSCG00000017877	848
ENSSSCG00000017878	572
ENSSSCG00000020415	0
ENSSSCG00000017879	0
ENSSSCG00000017880	0
ENSSSCG00000017881	3
ENSSSCG00000017882	1724
ENSSSCG00000017883	0
ENSSSCG00000017884	3
ENSSSCG00000018637	0
ENSSSCG00000017885	0
ENSSSCG00000017886	3
ENSSSCG00000017887	13
ENSSSCG00000017888	1
ENSSSCG00000017889	0
ENSSSCG00000017890	302
ENSSSCG00000017891	478
ENSSSCG00000019285	0
ENSSSCG00000017892	4
ENSSSCG00000017893	40
ENSSSCG00000017894	2
ENSSSCG00000017895	677
ENSSSCG00000018396	0
ENSSSCG00000018213	0
ENSSSCG00000017896	0
ENSSSCG00000019214	0
ENSSSCG00000017897	0
ENSSSCG00000017898	38
ENSSSCG00000017899	42
ENSSSCG00000017900	4337
ENSSSCG00000017901	2
ENSSSCG00000017902	905
ENSSSCG00000017903	286
ENSSSCG00000017904	74
ENSSSCG00000017905	8751
ENSSSCG00000017906	530
ENSSSCG00000017907	692
ENSSSCG00000017908	0
ENSSSCG00000017909	1
ENSSSCG00000017910	1
ENSSSCG00000017911	458
ENSSSCG00000017912	379
ENSSSCG00000017913	997
ENSSSCG00000017914	2
ENSSSCG00000017915	13
ENSSSCG00000017916	1
ENSSSCG00000017917	493
ENSSSCG00000017918	173
ENSSSCG00000017919	251
ENSSSCG00000017920	4164
ENSSSCG00000017921	44
ENSSSCG00000017922	36
ENSSSCG00000017923	0
ENSSSCG00000017924	491
ENSSSCG00000017925	7
ENSSSCG00000017926	55
ENSSSCG00000017927	11
ENSSSCG00000018641	0
ENSSSCG00000019457	0
ENSSSCG00000017928	247
ENSSSCG00000017929	465
ENSSSCG00000017930	125
ENSSSCG00000017931	0
ENSSSCG00000019930	0
ENSSSCG00000017932	1
ENSSSCG00000017933	1
ENSSSCG00000017934	2
ENSSSCG00000017935	1189
ENSSSCG00000017936	4058
ENSSSCG00000017937	641
ENSSSCG00000017938	0
ENSSSCG00000017939	6743
ENSSSCG00000017940	458
ENSSSCG00000017941	344
ENSSSCG00000017942	0
ENSSSCG00000017943	5
ENSSSCG00000017944	166
ENSSSCG00000017945	0
ENSSSCG00000017946	0
ENSSSCG00000017947	626
ENSSSCG00000018204	1
ENSSSCG00000017948	3
ENSSSCG00000017949	200
ENSSSCG00000017950	1204
ENSSSCG00000017951	5
ENSSSCG00000017952	73
ENSSSCG00000017953	791
ENSSSCG00000017954	5
ENSSSCG00000017955	217
ENSSSCG00000017956	3
ENSSSCG00000017957	8053
ENSSSCG00000018964	4
ENSSSCG00000019619	12
ENSSSCG00000020152	2
ENSSSCG00000018563	3
ENSSSCG00000017958	295
ENSSSCG00000017959	26
ENSSSCG00000017960	50
ENSSSCG00000017961	8
ENSSSCG00000017962	534
ENSSSCG00000017963	13
ENSSSCG00000017964	2961
ENSSSCG00000020355	0
ENSSSCG00000017965	1
ENSSSCG00000017966	4
ENSSSCG00000017967	243
ENSSSCG00000017968	66
ENSSSCG00000017969	55
ENSSSCG00000017970	5
ENSSSCG00000017971	31
ENSSSCG00000017972	23
ENSSSCG00000017973	196
ENSSSCG00000017974	4
ENSSSCG00000017975	1
ENSSSCG00000017976	2808
ENSSSCG00000020615	0
ENSSSCG00000017977	0
ENSSSCG00000017978	0
ENSSSCG00000017979	0
ENSSSCG00000017980	0
ENSSSCG00000017981	0
ENSSSCG00000017982	0
ENSSSCG00000017983	383
ENSSSCG00000017984	98
ENSSSCG00000017985	0
ENSSSCG00000017986	751
ENSSSCG00000018145	0
ENSSSCG00000017987	40960
ENSSSCG00000017988	7
ENSSSCG00000017989	0
ENSSSCG00000017990	0
ENSSSCG00000017991	5
ENSSSCG00000017992	0
ENSSSCG00000017993	259
ENSSSCG00000017994	3
ENSSSCG00000017995	0
ENSSSCG00000017996	0
ENSSSCG00000017997	0
ENSSSCG00000017998	0
ENSSSCG00000017999	0
ENSSSCG00000018000	42
ENSSSCG00000018001	215
ENSSSCG00000018002	0
ENSSSCG00000018003	0
ENSSSCG00000018004	0
ENSSSCG00000018005	0
ENSSSCG00000018006	0
ENSSSCG00000018007	4
ENSSSCG00000018008	190
ENSSSCG00000018009	23
ENSSSCG00000018010	48
ENSSSCG00000018011	0
ENSSSCG00000018012	0
ENSSSCG00000018013	1
ENSSSCG00000018014	48
ENSSSCG00000018015	10
ENSSSCG00000018016	76
ENSSSCG00000019009	0
ENSSSCG00000018017	27
ENSSSCG00000018018	0
ENSSSCG00000018019	36
ENSSSCG00000018020	165
ENSSSCG00000018021	0
ENSSSCG00000018022	4
ENSSSCG00000018023	45
ENSSSCG00000018024	2
ENSSSCG00000018025	105
ENSSSCG00000020626	0
ENSSSCG00000020067	0
ENSSSCG00000018026	45
ENSSSCG00000018027	1080
ENSSSCG00000018028	0
ENSSSCG00000018029	53
ENSSSCG00000018030	142
ENSSSCG00000018031	143
ENSSSCG00000018462	5
ENSSSCG00000018456	11
ENSSSCG00000018032	4
ENSSSCG00000018033	10727
ENSSSCG00000018034	327
ENSSSCG00000018035	101
ENSSSCG00000018036	13
ENSSSCG00000018037	57
ENSSSCG00000018038	173
ENSSSCG00000018039	2054
ENSSSCG00000018040	132
ENSSSCG00000018041	3549
ENSSSCG00000018042	17
ENSSSCG00000018043	0
ENSSSCG00000018044	21
ENSSSCG00000018045	912
ENSSSCG00000018046	58
ENSSSCG00000018047	75
ENSSSCG00000018048	12
ENSSSCG00000018049	288
ENSSSCG00000018050	0
ENSSSCG00000018051	1163
ENSSSCG00000018052	25
ENSSSCG00000018053	181
ENSSSCG00000018054	81
ENSSSCG00000018055	130
ENSSSCG00000018056	0
ENSSSCG00000018057	81
ENSSSCG00000018058	531
ENSSSCG00000018059	0
ENSSSCG00000011178	7
ENSSSCG00000011179	743
ENSSSCG00000011180	16
ENSSSCG00000020568	0
ENSSSCG00000011181	7
ENSSSCG00000011182	86
ENSSSCG00000011183	2525
ENSSSCG00000011184	196
ENSSSCG00000018336	0
ENSSSCG00000011185	60
ENSSSCG00000011186	72
ENSSSCG00000011187	1
ENSSSCG00000011188	0
ENSSSCG00000011189	177
ENSSSCG00000011190	202
ENSSSCG00000011191	35
ENSSSCG00000011192	110
ENSSSCG00000011193	97
ENSSSCG00000011194	1006
ENSSSCG00000019529	0
ENSSSCG00000011195	60
ENSSSCG00000011196	372
ENSSSCG00000011197	130
ENSSSCG00000011198	216
ENSSSCG00000020426	0
ENSSSCG00000011199	123
ENSSSCG00000018111	0
ENSSSCG00000011200	0
ENSSSCG00000018730	0
ENSSSCG00000011201	34
ENSSSCG00000011202	0
ENSSSCG00000011203	0
ENSSSCG00000020124	0
ENSSSCG00000011204	1
ENSSSCG00000011205	0
ENSSSCG00000011206	308
ENSSSCG00000011207	23
ENSSSCG00000011208	35
ENSSSCG00000011209	54
ENSSSCG00000011210	78
ENSSSCG00000011211	92
ENSSSCG00000020429	0
ENSSSCG00000011212	55
ENSSSCG00000011213	5449
ENSSSCG00000011214	758
ENSSSCG00000011215	164
ENSSSCG00000011216	1
ENSSSCG00000011217	8
ENSSSCG00000011218	923
ENSSSCG00000011219	0
ENSSSCG00000020414	0
ENSSSCG00000018988	0
ENSSSCG00000011220	245
ENSSSCG00000011221	0
ENSSSCG00000011222	229
ENSSSCG00000011223	0
ENSSSCG00000019184	0
ENSSSCG00000011224	1
ENSSSCG00000020517	0
ENSSSCG00000011225	0
ENSSSCG00000011226	1681
ENSSSCG00000011227	142
ENSSSCG00000019936	0
ENSSSCG00000011228	0
ENSSSCG00000011229	10094
ENSSSCG00000011230	16
ENSSSCG00000011231	1
ENSSSCG00000011232	598
ENSSSCG00000011233	858
ENSSSCG00000011234	52
ENSSSCG00000011235	1598
ENSSSCG00000011236	755
ENSSSCG00000011237	4399
ENSSSCG00000020454	0
ENSSSCG00000011238	0
ENSSSCG00000019835	0
ENSSSCG00000011239	405
ENSSSCG00000011240	203
ENSSSCG00000011241	0
ENSSSCG00000011242	33
ENSSSCG00000011243	3390
ENSSSCG00000011244	0
ENSSSCG00000011245	50
ENSSSCG00000011246	4
ENSSSCG00000011247	265
ENSSSCG00000011248	31
ENSSSCG00000011249	8
ENSSSCG00000011250	157
ENSSSCG00000011251	694
ENSSSCG00000011252	163
ENSSSCG00000011253	71
ENSSSCG00000019656	0
ENSSSCG00000011254	9
ENSSSCG00000011255	1
ENSSSCG00000011256	1
ENSSSCG00000011257	30
ENSSSCG00000011258	11
ENSSSCG00000011259	0
ENSSSCG00000011260	0
ENSSSCG00000011261	933
ENSSSCG00000011262	221
ENSSSCG00000011263	70
ENSSSCG00000011264	120
ENSSSCG00000011265	15
ENSSSCG00000011266	19281
ENSSSCG00000019894	11
ENSSSCG00000011267	0
ENSSSCG00000011268	0
ENSSSCG00000011269	0
ENSSSCG00000011270	612
ENSSSCG00000011271	51
ENSSSCG00000011272	9826
ENSSSCG00000018896	0
ENSSSCG00000011273	0
ENSSSCG00000011274	11509
ENSSSCG00000018451	0
ENSSSCG00000011275	30
ENSSSCG00000020478	0
ENSSSCG00000020593	0
ENSSSCG00000011276	108
ENSSSCG00000011277	0
ENSSSCG00000011278	335
ENSSSCG00000011279	0
ENSSSCG00000011280	0
ENSSSCG00000011281	26
ENSSSCG00000011282	249
ENSSSCG00000011283	72
ENSSSCG00000011284	711
ENSSSCG00000011285	234
ENSSSCG00000011286	4
ENSSSCG00000011287	6
ENSSSCG00000011288	0
ENSSSCG00000011289	5
ENSSSCG00000011290	630
ENSSSCG00000011291	0
ENSSSCG00000011292	139
ENSSSCG00000011293	164
ENSSSCG00000011294	12
ENSSSCG00000011295	343
ENSSSCG00000011296	1052
ENSSSCG00000011297	132
ENSSSCG00000019971	0
ENSSSCG00000011298	1
ENSSSCG00000011299	1
ENSSSCG00000011300	217
ENSSSCG00000011301	143
ENSSSCG00000011302	180
ENSSSCG00000011303	44
ENSSSCG00000011304	207
ENSSSCG00000011305	129
ENSSSCG00000011306	47
ENSSSCG00000011307	21
ENSSSCG00000011308	118
ENSSSCG00000011309	60
ENSSSCG00000011310	40
ENSSSCG00000011311	41
ENSSSCG00000011312	193
ENSSSCG00000011313	239
ENSSSCG00000011314	394
ENSSSCG00000011315	0
ENSSSCG00000011316	0
ENSSSCG00000011317	1020
ENSSSCG00000011318	0
ENSSSCG00000011319	0
ENSSSCG00000011320	0
ENSSSCG00000011321	0
ENSSSCG00000011322	0
ENSSSCG00000011323	1
ENSSSCG00000011324	1
ENSSSCG00000011325	0
ENSSSCG00000011326	36
ENSSSCG00000011327	0
ENSSSCG00000011328	0
ENSSSCG00000011329	219
ENSSSCG00000011330	22
ENSSSCG00000011331	8
ENSSSCG00000011332	1028
ENSSSCG00000011333	228
ENSSSCG00000011334	0
ENSSSCG00000011335	793
ENSSSCG00000011336	128
ENSSSCG00000011337	778
ENSSSCG00000011338	518
ENSSSCG00000011339	53
ENSSSCG00000011340	1387
ENSSSCG00000011341	56
ENSSSCG00000011342	799
ENSSSCG00000011343	7834
ENSSSCG00000011344	1350
ENSSSCG00000011345	2189
ENSSSCG00000011346	1468
ENSSSCG00000011347	268
ENSSSCG00000011348	0
ENSSSCG00000011349	0
ENSSSCG00000011350	161
ENSSSCG00000011351	490
ENSSSCG00000011352	22
ENSSSCG00000011353	62
ENSSSCG00000011354	0
ENSSSCG00000011355	142
ENSSSCG00000018347	0
ENSSSCG00000011356	1003
ENSSSCG00000011357	2769
ENSSSCG00000011358	41
ENSSSCG00000011359	75
ENSSSCG00000011360	17
ENSSSCG00000011361	141
ENSSSCG00000011362	0
ENSSSCG00000011363	702
ENSSSCG00000011364	81
ENSSSCG00000011365	252
ENSSSCG00000019032	0
ENSSSCG00000011366	455
ENSSSCG00000011367	1192
ENSSSCG00000011368	83
ENSSSCG00000011369	801
ENSSSCG00000011370	403
ENSSSCG00000018173	0
ENSSSCG00000018566	0
ENSSSCG00000011371	145
ENSSSCG00000011372	1508
ENSSSCG00000011373	1255
ENSSSCG00000011374	2202
ENSSSCG00000011375	960
ENSSSCG00000011376	3
ENSSSCG00000011377	6518
ENSSSCG00000011378	362
ENSSSCG00000011379	134
ENSSSCG00000011380	0
ENSSSCG00000011381	5
ENSSSCG00000011382	426
ENSSSCG00000011383	301
ENSSSCG00000011384	99
ENSSSCG00000011385	535
ENSSSCG00000011386	17
ENSSSCG00000011387	762
ENSSSCG00000011388	74
ENSSSCG00000011389	369
ENSSSCG00000011390	528
ENSSSCG00000011391	2
ENSSSCG00000011392	75
ENSSSCG00000011393	135
ENSSSCG00000011394	525
ENSSSCG00000011395	1308
ENSSSCG00000011396	14
ENSSSCG00000011397	24
ENSSSCG00000011398	313
ENSSSCG00000011399	7369
ENSSSCG00000011400	223
ENSSSCG00000011401	27
ENSSSCG00000011402	99
ENSSSCG00000011403	99
ENSSSCG00000011404	108
ENSSSCG00000011405	542
ENSSSCG00000011406	163
ENSSSCG00000011407	686
ENSSSCG00000011408	0
ENSSSCG00000011409	143
ENSSSCG00000011410	34
ENSSSCG00000011411	1103
ENSSSCG00000011412	0
ENSSSCG00000011413	14
ENSSSCG00000011414	10
ENSSSCG00000011415	426
ENSSSCG00000011416	0
ENSSSCG00000018749	0
ENSSSCG00000011417	684
ENSSSCG00000011418	214
ENSSSCG00000011419	0
ENSSSCG00000011420	1254
ENSSSCG00000011421	906
ENSSSCG00000011422	45
ENSSSCG00000011423	0
ENSSSCG00000011424	174
ENSSSCG00000011425	332
ENSSSCG00000011426	69
ENSSSCG00000011427	487
ENSSSCG00000011428	0
ENSSSCG00000011429	209
ENSSSCG00000011430	185
ENSSSCG00000011431	0
ENSSSCG00000018452	0
ENSSSCG00000011432	63
ENSSSCG00000011433	1239
ENSSSCG00000019306	0
ENSSSCG00000011434	147
ENSSSCG00000011435	456
ENSSSCG00000011436	0
ENSSSCG00000011437	368
ENSSSCG00000011438	1157
ENSSSCG00000011439	9
ENSSSCG00000011440	47
ENSSSCG00000011441	0
ENSSSCG00000011442	544
ENSSSCG00000011443	13
ENSSSCG00000011444	570
ENSSSCG00000011445	1389
ENSSSCG00000011446	597
ENSSSCG00000011447	974
ENSSSCG00000011448	918
ENSSSCG00000011449	692
ENSSSCG00000018612	3
ENSSSCG00000019159	3
ENSSSCG00000018540	1
ENSSSCG00000011450	0
ENSSSCG00000011451	1
ENSSSCG00000011452	94
ENSSSCG00000011453	344
ENSSSCG00000011454	134
ENSSSCG00000020114	0
ENSSSCG00000011455	25
ENSSSCG00000011456	16
ENSSSCG00000019474	0
ENSSSCG00000011457	14
ENSSSCG00000011458	349
ENSSSCG00000011459	604
ENSSSCG00000011460	68
ENSSSCG00000011461	0
ENSSSCG00000011462	0
ENSSSCG00000011463	188
ENSSSCG00000019334	0
ENSSSCG00000011464	2
ENSSSCG00000011465	276
ENSSSCG00000011466	9821
ENSSSCG00000011467	287
ENSSSCG00000011468	1167
ENSSSCG00000011469	5450
ENSSSCG00000011470	213
ENSSSCG00000011471	1225
ENSSSCG00000011472	0
ENSSSCG00000011473	289
ENSSSCG00000011474	927
ENSSSCG00000011475	460
ENSSSCG00000011476	105
ENSSSCG00000011477	348
ENSSSCG00000011478	4
ENSSSCG00000011479	0
ENSSSCG00000011480	443
ENSSSCG00000011481	479
ENSSSCG00000011482	112
ENSSSCG00000011483	2
ENSSSCG00000020467	0
ENSSSCG00000019903	0
ENSSSCG00000011484	0
ENSSSCG00000011485	747
ENSSSCG00000011486	35
ENSSSCG00000011487	0
ENSSSCG00000011488	1
ENSSSCG00000011489	6
ENSSSCG00000011490	0
ENSSSCG00000011491	740
ENSSSCG00000011492	0
ENSSSCG00000011493	387
ENSSSCG00000011495	237
ENSSSCG00000018815	0
ENSSSCG00000011496	1364
ENSSSCG00000011497	138
ENSSSCG00000018904	0
ENSSSCG00000011498	31
ENSSSCG00000011499	250
ENSSSCG00000020125	0
ENSSSCG00000011500	9
ENSSSCG00000011501	1556
ENSSSCG00000011502	0
ENSSSCG00000011503	0
ENSSSCG00000011504	316
ENSSSCG00000011505	481
ENSSSCG00000011506	369
ENSSSCG00000011507	2698
ENSSSCG00000011508	11
ENSSSCG00000011509	356
ENSSSCG00000011510	690
ENSSSCG00000011511	16
ENSSSCG00000011512	35
ENSSSCG00000011513	30
ENSSSCG00000011514	15
ENSSSCG00000011515	380
ENSSSCG00000019661	0
ENSSSCG00000011516	205
ENSSSCG00000011517	325
ENSSSCG00000011518	106
ENSSSCG00000011519	543
ENSSSCG00000011520	35
ENSSSCG00000011521	2625
ENSSSCG00000011522	102
ENSSSCG00000019695	0
ENSSSCG00000011523	0
ENSSSCG00000019387	0
ENSSSCG00000011524	0
ENSSSCG00000011525	0
ENSSSCG00000020400	0
ENSSSCG00000020409	0
ENSSSCG00000011526	0
ENSSSCG00000018941	0
ENSSSCG00000020383	0
ENSSSCG00000011527	67
ENSSSCG00000011528	0
ENSSSCG00000011529	418
ENSSSCG00000011530	329
ENSSSCG00000011531	70
ENSSSCG00000011532	1354
ENSSSCG00000011533	459
ENSSSCG00000011534	2899
ENSSSCG00000011535	1048
ENSSSCG00000011536	40
ENSSSCG00000011537	0
ENSSSCG00000011538	326
ENSSSCG00000011539	56
ENSSSCG00000011540	1739
ENSSSCG00000011541	305
ENSSSCG00000011542	303
ENSSSCG00000011543	3
ENSSSCG00000011544	0
ENSSSCG00000011545	193
ENSSSCG00000011546	464
ENSSSCG00000011547	0
ENSSSCG00000011548	419
ENSSSCG00000011549	48
ENSSSCG00000011550	203
ENSSSCG00000011551	421
ENSSSCG00000011552	1503
ENSSSCG00000011553	142
ENSSSCG00000011554	3
ENSSSCG00000011555	250
ENSSSCG00000011556	14
ENSSSCG00000011557	14
ENSSSCG00000011558	262
ENSSSCG00000011559	255
ENSSSCG00000011560	195
ENSSSCG00000011561	14
ENSSSCG00000011562	792
ENSSSCG00000011563	185
ENSSSCG00000019237	0
ENSSSCG00000011564	1
ENSSSCG00000011565	970
ENSSSCG00000011566	0
ENSSSCG00000011567	151
ENSSSCG00000011568	0
ENSSSCG00000011569	68
ENSSSCG00000011570	51
ENSSSCG00000011571	0
ENSSSCG00000011572	730
ENSSSCG00000011573	79
ENSSSCG00000011574	6
ENSSSCG00000018670	0
ENSSSCG00000011575	271
ENSSSCG00000011576	85
ENSSSCG00000011577	0
ENSSSCG00000011578	179
ENSSSCG00000019373	0
ENSSSCG00000011579	0
ENSSSCG00000020536	0
ENSSSCG00000011580	119
ENSSSCG00000011581	27
ENSSSCG00000011582	306
ENSSSCG00000011583	15
ENSSSCG00000011584	0
ENSSSCG00000011585	5019
ENSSSCG00000011586	288
ENSSSCG00000011587	0
ENSSSCG00000011588	0
ENSSSCG00000011589	407
ENSSSCG00000011590	0
ENSSSCG00000011591	0
ENSSSCG00000011592	2999
ENSSSCG00000011593	420
ENSSSCG00000020539	0
ENSSSCG00000011594	413
ENSSSCG00000011595	406
ENSSSCG00000011596	20
ENSSSCG00000011597	246
ENSSSCG00000011598	87
ENSSSCG00000011599	1
ENSSSCG00000011600	38
ENSSSCG00000011601	150
ENSSSCG00000011602	1049
ENSSSCG00000011603	1469
ENSSSCG00000011604	168
ENSSSCG00000011605	0
ENSSSCG00000011606	0
ENSSSCG00000011607	0
ENSSSCG00000011608	47
ENSSSCG00000011609	4631
ENSSSCG00000011610	0
ENSSSCG00000011612	3701
ENSSSCG00000011613	1551
ENSSSCG00000011614	448
ENSSSCG00000011615	3237
ENSSSCG00000011616	2607
ENSSSCG00000011617	0
ENSSSCG00000011618	621
ENSSSCG00000011619	47
ENSSSCG00000011620	747
ENSSSCG00000011621	4957
ENSSSCG00000011622	0
ENSSSCG00000011623	266
ENSSSCG00000011624	118
ENSSSCG00000011625	3
ENSSSCG00000011626	1
ENSSSCG00000011627	0
ENSSSCG00000011628	2063
ENSSSCG00000011629	138
ENSSSCG00000011630	19
ENSSSCG00000011631	463
ENSSSCG00000011632	92
ENSSSCG00000011633	30
ENSSSCG00000011634	143
ENSSSCG00000011635	0
ENSSSCG00000011636	0
ENSSSCG00000011637	264
ENSSSCG00000018249	0
ENSSSCG00000011638	7
ENSSSCG00000011639	357
ENSSSCG00000011640	10
ENSSSCG00000011641	35
ENSSSCG00000011642	3316
ENSSSCG00000011643	5140
ENSSSCG00000011644	198
ENSSSCG00000011645	188
ENSSSCG00000011646	0
ENSSSCG00000011647	0
ENSSSCG00000020643	0
ENSSSCG00000011648	775
ENSSSCG00000020084	0
ENSSSCG00000011649	120
ENSSSCG00000011650	406
ENSSSCG00000011651	125
ENSSSCG00000011652	922
ENSSSCG00000011653	150
ENSSSCG00000011654	0
ENSSSCG00000019566	0
ENSSSCG00000011655	174
ENSSSCG00000011656	0
ENSSSCG00000011657	0
ENSSSCG00000011658	126
ENSSSCG00000011659	0
ENSSSCG00000011660	0
ENSSSCG00000018185	0
ENSSSCG00000011661	567
ENSSSCG00000011662	4773
ENSSSCG00000011663	0
ENSSSCG00000018439	0
ENSSSCG00000011664	104
ENSSSCG00000011665	0
ENSSSCG00000011666	143
ENSSSCG00000011667	6391
ENSSSCG00000011668	2
ENSSSCG00000011669	373
ENSSSCG00000019991	0
ENSSSCG00000011670	96
ENSSSCG00000011671	1180
ENSSSCG00000011672	401
ENSSSCG00000011673	992
ENSSSCG00000011674	444
ENSSSCG00000011675	5
ENSSSCG00000011676	2394
ENSSSCG00000011677	129
ENSSSCG00000011678	898
ENSSSCG00000011679	416
ENSSSCG00000019490	0
ENSSSCG00000011680	4
ENSSSCG00000011681	153
ENSSSCG00000011682	0
ENSSSCG00000011683	2057
ENSSSCG00000011684	589
ENSSSCG00000011685	0
ENSSSCG00000019975	0
ENSSSCG00000011686	57
ENSSSCG00000019379	0
ENSSSCG00000011687	590
ENSSSCG00000019147	0
ENSSSCG00000011688	1661
ENSSSCG00000018949	0
ENSSSCG00000011689	6113
ENSSSCG00000011690	532
ENSSSCG00000011691	0
ENSSSCG00000011692	0
ENSSSCG00000011693	0
ENSSSCG00000020329	0
ENSSSCG00000011694	0
ENSSSCG00000011695	32
ENSSSCG00000011696	153
ENSSSCG00000011697	84
ENSSSCG00000011698	1302
ENSSSCG00000011699	732
ENSSSCG00000011700	66
ENSSSCG00000011701	1
ENSSSCG00000011702	342
ENSSSCG00000011703	0
ENSSSCG00000011704	801
ENSSSCG00000011705	364
ENSSSCG00000011706	0
ENSSSCG00000011707	194
ENSSSCG00000011708	581
ENSSSCG00000011709	1359
ENSSSCG00000011710	1518
ENSSSCG00000011711	0
ENSSSCG00000011712	0
ENSSSCG00000011713	0
ENSSSCG00000011714	16
ENSSSCG00000011715	0
ENSSSCG00000011716	0
ENSSSCG00000011717	19
ENSSSCG00000011718	150
ENSSSCG00000011719	5
ENSSSCG00000011720	2207
ENSSSCG00000011721	300
ENSSSCG00000011722	148
ENSSSCG00000018290	0
ENSSSCG00000011723	1
ENSSSCG00000019670	0
ENSSSCG00000011724	0
ENSSSCG00000011725	595
ENSSSCG00000019096	0
ENSSSCG00000011726	1
ENSSSCG00000011727	472
ENSSSCG00000011728	0
ENSSSCG00000018703	0
ENSSSCG00000011729	431
ENSSSCG00000011730	0
ENSSSCG00000011731	991
ENSSSCG00000019020	0
ENSSSCG00000019389	0
ENSSSCG00000011732	314
ENSSSCG00000011733	179
ENSSSCG00000011734	0
ENSSSCG00000020395	0
ENSSSCG00000020451	0
ENSSSCG00000020622	0
ENSSSCG00000011735	5
ENSSSCG00000011736	3
ENSSSCG00000011737	0
ENSSSCG00000011738	0
ENSSSCG00000011739	522
ENSSSCG00000011740	56
ENSSSCG00000011741	2416
ENSSSCG00000011742	0
ENSSSCG00000011743	2254
ENSSSCG00000011744	100
ENSSSCG00000011745	435
ENSSSCG00000011746	1858
ENSSSCG00000011747	229
ENSSSCG00000011748	0
ENSSSCG00000011749	0
ENSSSCG00000011750	96
ENSSSCG00000011751	0
ENSSSCG00000011752	5071
ENSSSCG00000020306	0
ENSSSCG00000011753	80
ENSSSCG00000011754	0
ENSSSCG00000011755	127
ENSSSCG00000020335	0
ENSSSCG00000019223	0
ENSSSCG00000011756	0
ENSSSCG00000011757	6
ENSSSCG00000011758	156
ENSSSCG00000020342	0
ENSSSCG00000011759	46
ENSSSCG00000019249	0
ENSSSCG00000011760	1139
ENSSSCG00000018517	0
ENSSSCG00000018554	0
ENSSSCG00000020389	0
ENSSSCG00000018447	0
ENSSSCG00000011761	0
ENSSSCG00000011762	502
ENSSSCG00000011763	130
ENSSSCG00000011764	258
ENSSSCG00000020570	0
ENSSSCG00000011765	45
ENSSSCG00000011766	6
ENSSSCG00000011767	578
ENSSSCG00000011768	42
ENSSSCG00000019512	1
ENSSSCG00000011769	2673
ENSSSCG00000011770	163
ENSSSCG00000011771	0
ENSSSCG00000018260	0
ENSSSCG00000019491	0
ENSSSCG00000019994	0
ENSSSCG00000011772	1043
ENSSSCG00000011773	1093
ENSSSCG00000011774	378
ENSSSCG00000018236	0
ENSSSCG00000011775	430
ENSSSCG00000011776	1289
ENSSSCG00000011777	17
ENSSSCG00000011778	0
ENSSSCG00000011779	489
ENSSSCG00000011780	0
ENSSSCG00000011781	116
ENSSSCG00000011782	808
ENSSSCG00000011783	582
ENSSSCG00000011784	1
ENSSSCG00000011785	56
ENSSSCG00000011786	0
ENSSSCG00000011787	379
ENSSSCG00000011788	391
ENSSSCG00000011789	124
ENSSSCG00000011790	35
ENSSSCG00000011791	81
ENSSSCG00000011792	130
ENSSSCG00000011793	0
ENSSSCG00000011794	415
ENSSSCG00000011795	1060
ENSSSCG00000019681	0
ENSSSCG00000011796	0
ENSSSCG00000011797	401
ENSSSCG00000011798	754
ENSSSCG00000011799	0
ENSSSCG00000011800	0
ENSSSCG00000011801	0
ENSSSCG00000011802	0
ENSSSCG00000019296	0
ENSSSCG00000011803	5467
ENSSSCG00000018746	9
ENSSSCG00000018172	5
ENSSSCG00000020580	5
ENSSSCG00000019309	9
ENSSSCG00000019418	1
ENSSSCG00000011804	108
ENSSSCG00000011805	0
ENSSSCG00000011806	2033
ENSSSCG00000011807	154
ENSSSCG00000011808	1
ENSSSCG00000011809	0
ENSSSCG00000011810	1485
ENSSSCG00000011811	718
ENSSSCG00000019404	0
ENSSSCG00000011812	3
ENSSSCG00000020193	0
ENSSSCG00000011813	75
ENSSSCG00000011814	0
ENSSSCG00000011815	0
ENSSSCG00000011816	0
ENSSSCG00000011817	880
ENSSSCG00000018793	0
ENSSSCG00000011818	2
ENSSSCG00000020081	0
ENSSSCG00000011819	80
ENSSSCG00000011820	0
ENSSSCG00000011821	0
ENSSSCG00000011822	654
ENSSSCG00000011823	0
ENSSSCG00000011824	0
ENSSSCG00000011825	3421
ENSSSCG00000011826	195
ENSSSCG00000011827	549
ENSSSCG00000011828	198
ENSSSCG00000011829	2
ENSSSCG00000011830	218
ENSSSCG00000011831	0
ENSSSCG00000011832	7
ENSSSCG00000011833	2522
ENSSSCG00000011834	58
ENSSSCG00000011835	172
ENSSSCG00000011836	0
ENSSSCG00000011837	34
ENSSSCG00000011838	3
ENSSSCG00000011839	14
ENSSSCG00000011840	188
ENSSSCG00000011841	466
ENSSSCG00000011842	737
ENSSSCG00000011843	920
ENSSSCG00000011844	35
ENSSSCG00000011845	694
ENSSSCG00000011846	4
ENSSSCG00000011847	0
ENSSSCG00000011848	2229
ENSSSCG00000020275	0
ENSSSCG00000011849	1286
ENSSSCG00000011850	0
ENSSSCG00000018206	0
ENSSSCG00000011851	0
ENSSSCG00000011852	1493
ENSSSCG00000018159	14
