Geneid	SRR14612092_myofibroblast_male
ENSSSCG00000004111	118
ENSSSCG00000020613	0
ENSSSCG00000004112	0
ENSSSCG00000004113	76
ENSSSCG00000004114	1
ENSSSCG00000004115	0
ENSSSCG00000004116	0
ENSSSCG00000004117	146
ENSSSCG00000004118	3
ENSSSCG00000004119	0
ENSSSCG00000004120	170
ENSSSCG00000004121	474
ENSSSCG00000004122	31
ENSSSCG00000004123	351
ENSSSCG00000004124	828
ENSSSCG00000004125	100
ENSSSCG00000004126	87
ENSSSCG00000004127	172
ENSSSCG00000004128	0
ENSSSCG00000004129	5
ENSSSCG00000004130	58
ENSSSCG00000004131	4
ENSSSCG00000004132	164
ENSSSCG00000020208	0
ENSSSCG00000004133	331
ENSSSCG00000004134	49
ENSSSCG00000004135	22
ENSSSCG00000004136	153
ENSSSCG00000004137	0
ENSSSCG00000004138	1126
ENSSSCG00000004139	339
ENSSSCG00000004140	85
ENSSSCG00000004141	0
ENSSSCG00000019021	0
ENSSSCG00000018603	0
ENSSSCG00000004142	259
ENSSSCG00000004143	0
ENSSSCG00000004144	140
ENSSSCG00000004145	244
ENSSSCG00000004146	246
ENSSSCG00000004147	0
ENSSSCG00000004148	47
ENSSSCG00000004149	18
ENSSSCG00000020384	0
ENSSSCG00000004150	296
ENSSSCG00000019434	0
ENSSSCG00000004151	33
ENSSSCG00000004152	1
ENSSSCG00000004153	7
ENSSSCG00000004155	0
ENSSSCG00000004156	236
ENSSSCG00000004157	4
ENSSSCG00000004158	0
ENSSSCG00000004159	0
ENSSSCG00000004160	30
ENSSSCG00000020379	1
ENSSSCG00000004161	7
ENSSSCG00000004162	0
ENSSSCG00000004163	1194
ENSSSCG00000004164	16
ENSSSCG00000004165	8
ENSSSCG00000020601	0
ENSSSCG00000004166	238
ENSSSCG00000004167	0
ENSSSCG00000004168	90
ENSSSCG00000004169	313
ENSSSCG00000004170	56
ENSSSCG00000004171	50
ENSSSCG00000020130	0
ENSSSCG00000019571	0
ENSSSCG00000019507	0
ENSSSCG00000004172	13
ENSSSCG00000004173	59
ENSSSCG00000004174	16
ENSSSCG00000004175	0
ENSSSCG00000004176	0
ENSSSCG00000004177	2838
ENSSSCG00000018972	2
ENSSSCG00000018450	0
ENSSSCG00000018352	0
ENSSSCG00000004178	33
ENSSSCG00000004179	0
ENSSSCG00000004180	0
ENSSSCG00000004181	0
ENSSSCG00000019778	0
ENSSSCG00000004182	0
ENSSSCG00000004183	0
ENSSSCG00000004184	0
ENSSSCG00000004185	0
ENSSSCG00000004186	0
ENSSSCG00000004187	0
ENSSSCG00000004188	0
ENSSSCG00000004189	0
ENSSSCG00000004190	280
ENSSSCG00000018825	0
ENSSSCG00000004191	21
ENSSSCG00000004192	29374
ENSSSCG00000004193	170
ENSSSCG00000004194	0
ENSSSCG00000004195	0
ENSSSCG00000004196	222
ENSSSCG00000020095	0
ENSSSCG00000004197	37
ENSSSCG00000004198	0
ENSSSCG00000004199	1989
ENSSSCG00000004200	0
ENSSSCG00000004201	459
ENSSSCG00000004202	0
ENSSSCG00000004203	117
ENSSSCG00000004204	0
ENSSSCG00000004205	22
ENSSSCG00000004206	12
ENSSSCG00000004207	24
ENSSSCG00000004208	5
ENSSSCG00000004209	353
ENSSSCG00000004210	0
ENSSSCG00000004211	0
ENSSSCG00000004212	0
ENSSSCG00000004213	0
ENSSSCG00000019365	0
ENSSSCG00000004214	4
ENSSSCG00000018593	0
ENSSSCG00000004215	41
ENSSSCG00000004216	143
ENSSSCG00000004217	359
ENSSSCG00000004218	15
ENSSSCG00000004219	8
ENSSSCG00000004220	28
ENSSSCG00000004221	23
ENSSSCG00000004222	339
ENSSSCG00000004223	596
ENSSSCG00000004224	37
ENSSSCG00000004225	0
ENSSSCG00000004226	5
ENSSSCG00000004227	29
ENSSSCG00000019074	0
ENSSSCG00000019497	0
ENSSSCG00000004231	0
ENSSSCG00000004232	0
ENSSSCG00000004233	125
ENSSSCG00000004234	0
ENSSSCG00000004235	75
ENSSSCG00000004236	0
ENSSSCG00000004237	427
ENSSSCG00000004238	73
ENSSSCG00000004239	15
ENSSSCG00000020356	0
ENSSSCG00000004240	0
ENSSSCG00000004241	3106
ENSSSCG00000004242	59
ENSSSCG00000004243	8
ENSSSCG00000004244	292
ENSSSCG00000004245	43
ENSSSCG00000004246	77
ENSSSCG00000004247	80
ENSSSCG00000004248	4
ENSSSCG00000004249	21
ENSSSCG00000020423	0
ENSSSCG00000004250	1
ENSSSCG00000004251	342
ENSSSCG00000004252	0
ENSSSCG00000004253	232
ENSSSCG00000004254	247
ENSSSCG00000004255	0
ENSSSCG00000004256	0
ENSSSCG00000004257	0
ENSSSCG00000004258	0
ENSSSCG00000019126	0
ENSSSCG00000004259	0
ENSSSCG00000004260	1
ENSSSCG00000004261	178
ENSSSCG00000004262	10
ENSSSCG00000004263	48
ENSSSCG00000004264	0
ENSSSCG00000018549	0
ENSSSCG00000004265	237
ENSSSCG00000004266	0
ENSSSCG00000004267	830
ENSSSCG00000004268	212
ENSSSCG00000019521	0
ENSSSCG00000004269	0
ENSSSCG00000020480	0
ENSSSCG00000018616	0
ENSSSCG00000018217	0
ENSSSCG00000004270	0
ENSSSCG00000004271	0
ENSSSCG00000004272	164
ENSSSCG00000004273	0
ENSSSCG00000004274	0
ENSSSCG00000004275	329
ENSSSCG00000004276	363
ENSSSCG00000004277	3
ENSSSCG00000004278	1
ENSSSCG00000004279	68
ENSSSCG00000019520	0
ENSSSCG00000019941	0
ENSSSCG00000020544	0
ENSSSCG00000018440	0
ENSSSCG00000019442	0
ENSSSCG00000004280	0
ENSSSCG00000004281	114
ENSSSCG00000004282	0
ENSSSCG00000004283	0
ENSSSCG00000004284	0
ENSSSCG00000004285	0
ENSSSCG00000004286	38
ENSSSCG00000004287	0
ENSSSCG00000004288	10
ENSSSCG00000004289	57
ENSSSCG00000004290	358
ENSSSCG00000004291	299
ENSSSCG00000004292	1548
ENSSSCG00000004293	1059
ENSSSCG00000004294	1423
ENSSSCG00000019135	1
ENSSSCG00000019921	0
ENSSSCG00000004295	0
ENSSSCG00000004296	0
ENSSSCG00000020277	0
ENSSSCG00000004297	0
ENSSSCG00000004298	431
ENSSSCG00000004299	0
ENSSSCG00000004300	34
ENSSSCG00000004301	2
ENSSSCG00000004302	0
ENSSSCG00000004303	48
ENSSSCG00000004304	123
ENSSSCG00000004305	4
ENSSSCG00000004306	120
ENSSSCG00000004307	601
ENSSSCG00000004308	0
ENSSSCG00000004309	6
ENSSSCG00000019769	0
ENSSSCG00000004310	18
ENSSSCG00000004311	51
ENSSSCG00000018235	0
ENSSSCG00000004312	76
ENSSSCG00000004313	14
ENSSSCG00000004314	84
ENSSSCG00000004315	0
ENSSSCG00000004316	0
ENSSSCG00000004317	204
ENSSSCG00000004318	0
ENSSSCG00000004319	0
ENSSSCG00000004320	189
ENSSSCG00000018811	0
ENSSSCG00000004321	0
ENSSSCG00000004322	1
ENSSSCG00000004323	28
ENSSSCG00000004324	56
ENSSSCG00000004325	21
ENSSSCG00000004326	195
ENSSSCG00000004327	81
ENSSSCG00000004328	311
ENSSSCG00000004329	30
ENSSSCG00000004330	1
ENSSSCG00000004331	143
ENSSSCG00000004332	25
ENSSSCG00000004333	5
ENSSSCG00000004334	361
ENSSSCG00000004335	24
ENSSSCG00000019674	0
ENSSSCG00000004336	9
ENSSSCG00000018695	0
ENSSSCG00000020518	0
ENSSSCG00000004337	161
ENSSSCG00000004338	0
ENSSSCG00000004339	291
ENSSSCG00000004340	0
ENSSSCG00000004341	10
ENSSSCG00000018143	0
ENSSSCG00000004342	28
ENSSSCG00000004343	0
ENSSSCG00000004344	13
ENSSSCG00000004345	16
ENSSSCG00000018476	0
ENSSSCG00000019582	0
ENSSSCG00000019812	0
ENSSSCG00000018969	0
ENSSSCG00000004346	0
ENSSSCG00000004347	173
ENSSSCG00000004348	53
ENSSSCG00000004349	50
ENSSSCG00000004350	54
ENSSSCG00000004351	65
ENSSSCG00000004352	47
ENSSSCG00000004353	133
ENSSSCG00000004354	0
ENSSSCG00000004355	34
ENSSSCG00000004356	0
ENSSSCG00000004357	0
ENSSSCG00000004358	307
ENSSSCG00000019986	0
ENSSSCG00000004359	224
ENSSSCG00000004360	127
ENSSSCG00000004361	1
ENSSSCG00000004362	0
ENSSSCG00000004363	484
ENSSSCG00000004364	297
ENSSSCG00000004365	0
ENSSSCG00000004366	71
ENSSSCG00000004367	0
ENSSSCG00000004368	554
ENSSSCG00000004369	0
ENSSSCG00000004370	64
ENSSSCG00000004371	140
ENSSSCG00000018392	0
ENSSSCG00000004372	46
ENSSSCG00000004373	50
ENSSSCG00000004374	76
ENSSSCG00000019893	0
ENSSSCG00000004375	80
ENSSSCG00000004376	30
ENSSSCG00000004377	0
ENSSSCG00000018257	0
ENSSSCG00000004378	0
ENSSSCG00000004379	107
ENSSSCG00000004380	0
ENSSSCG00000004381	0
ENSSSCG00000004382	812
ENSSSCG00000004383	297
ENSSSCG00000004384	4
ENSSSCG00000004385	554
ENSSSCG00000004386	25
ENSSSCG00000004387	341
ENSSSCG00000004388	10
ENSSSCG00000004389	3
ENSSSCG00000004390	58
ENSSSCG00000004391	2
ENSSSCG00000004392	345
ENSSSCG00000004393	153
ENSSSCG00000004394	46
ENSSSCG00000004395	18
ENSSSCG00000004396	94
ENSSSCG00000004397	27
ENSSSCG00000004398	0
ENSSSCG00000004399	0
ENSSSCG00000004400	7
ENSSSCG00000004401	31
ENSSSCG00000004402	0
ENSSSCG00000004403	147
ENSSSCG00000004404	4
ENSSSCG00000004405	74
ENSSSCG00000004406	0
ENSSSCG00000004407	0
ENSSSCG00000004408	33
ENSSSCG00000004409	216
ENSSSCG00000004410	0
ENSSSCG00000004411	63
ENSSSCG00000004412	952
ENSSSCG00000004413	0
ENSSSCG00000004414	4380
ENSSSCG00000004415	24
ENSSSCG00000004416	1
ENSSSCG00000004417	14
ENSSSCG00000004418	17
ENSSSCG00000004419	11
ENSSSCG00000004420	168
ENSSSCG00000004421	412
ENSSSCG00000019932	0
ENSSSCG00000004422	0
ENSSSCG00000004423	10
ENSSSCG00000004424	0
ENSSSCG00000004425	5834
ENSSSCG00000004426	0
ENSSSCG00000004427	0
ENSSSCG00000004428	443
ENSSSCG00000004429	68
ENSSSCG00000004430	1
ENSSSCG00000004431	546
ENSSSCG00000004432	465
ENSSSCG00000004433	1
ENSSSCG00000004434	5
ENSSSCG00000004435	54
ENSSSCG00000004436	0
ENSSSCG00000004437	9
ENSSSCG00000004438	86
ENSSSCG00000004439	15
ENSSSCG00000004440	78
ENSSSCG00000004441	1067
ENSSSCG00000004442	0
ENSSSCG00000004443	30
ENSSSCG00000004444	0
ENSSSCG00000004445	0
ENSSSCG00000004446	224
ENSSSCG00000004447	0
ENSSSCG00000004448	0
ENSSSCG00000004449	0
ENSSSCG00000004450	0
ENSSSCG00000004451	0
ENSSSCG00000004452	132
ENSSSCG00000004453	0
ENSSSCG00000004454	514
ENSSSCG00000004455	28
ENSSSCG00000004456	448
ENSSSCG00000004457	268
ENSSSCG00000004458	333
ENSSSCG00000004459	13
ENSSSCG00000004460	478
ENSSSCG00000004461	150
ENSSSCG00000020262	0
ENSSSCG00000004462	19
ENSSSCG00000020103	0
ENSSSCG00000004463	0
ENSSSCG00000004464	96
ENSSSCG00000004465	14
ENSSSCG00000004466	80
ENSSSCG00000004467	22
ENSSSCG00000004468	2
ENSSSCG00000004469	0
ENSSSCG00000019998	0
ENSSSCG00000004470	175
ENSSSCG00000004471	5
ENSSSCG00000004472	23
ENSSSCG00000004473	104
ENSSSCG00000004474	0
ENSSSCG00000004475	428
ENSSSCG00000004476	0
ENSSSCG00000004477	0
ENSSSCG00000004478	244
ENSSSCG00000019589	0
ENSSSCG00000020280	2
ENSSSCG00000020416	0
ENSSSCG00000004479	113
ENSSSCG00000004480	111
ENSSSCG00000004481	489
ENSSSCG00000004482	7820
ENSSSCG00000004483	112
ENSSSCG00000004484	14354
ENSSSCG00000019305	1
ENSSSCG00000019933	0
ENSSSCG00000004485	1874
ENSSSCG00000004486	41
ENSSSCG00000004487	80
ENSSSCG00000004488	9
ENSSSCG00000004489	50582
ENSSSCG00000004490	130
ENSSSCG00000018364	0
ENSSSCG00000004491	0
ENSSSCG00000004492	0
ENSSSCG00000004493	0
ENSSSCG00000004494	21
ENSSSCG00000004495	0
ENSSSCG00000004496	10
ENSSSCG00000004497	1
ENSSSCG00000004498	35
ENSSSCG00000004499	2051
ENSSSCG00000004500	85
ENSSSCG00000004501	0
ENSSSCG00000004502	0
ENSSSCG00000004503	0
ENSSSCG00000004504	4
ENSSSCG00000004505	142
ENSSSCG00000004506	278
ENSSSCG00000004507	214
ENSSSCG00000004508	214
ENSSSCG00000004509	1897
ENSSSCG00000004510	58
ENSSSCG00000020045	0
ENSSSCG00000020491	0
ENSSSCG00000004511	2
ENSSSCG00000004512	2
ENSSSCG00000004513	0
ENSSSCG00000004514	6
ENSSSCG00000004515	1
ENSSSCG00000004516	152
ENSSSCG00000004517	106
ENSSSCG00000004518	26
ENSSSCG00000004519	3
ENSSSCG00000004520	11
ENSSSCG00000004521	0
ENSSSCG00000004522	416
ENSSSCG00000004523	41
ENSSSCG00000019329	0
ENSSSCG00000004524	741
ENSSSCG00000004525	283
ENSSSCG00000004526	1
ENSSSCG00000004527	5
ENSSSCG00000004528	735
ENSSSCG00000004529	19
ENSSSCG00000004530	21
ENSSSCG00000004531	71
ENSSSCG00000004532	0
ENSSSCG00000004533	3
ENSSSCG00000004534	5
ENSSSCG00000019922	0
ENSSSCG00000004535	438
ENSSSCG00000020381	0
ENSSSCG00000004536	0
ENSSSCG00000004537	673
ENSSSCG00000004538	156
ENSSSCG00000004539	0
ENSSSCG00000004540	0
ENSSSCG00000004541	115
ENSSSCG00000004542	1879
ENSSSCG00000004543	66
ENSSSCG00000004544	304
ENSSSCG00000004545	0
ENSSSCG00000004546	47
ENSSSCG00000004547	227
ENSSSCG00000004548	1
ENSSSCG00000004549	15
ENSSSCG00000004550	243
ENSSSCG00000004551	395
ENSSSCG00000004552	102
ENSSSCG00000004553	39
ENSSSCG00000004554	21
ENSSSCG00000004555	4
ENSSSCG00000004556	432
ENSSSCG00000004557	696
ENSSSCG00000004558	99
ENSSSCG00000004559	26
ENSSSCG00000004560	0
ENSSSCG00000004561	873
ENSSSCG00000018577	0
ENSSSCG00000020403	0
ENSSSCG00000004562	1
ENSSSCG00000004563	51
ENSSSCG00000004564	36
ENSSSCG00000004565	0
ENSSSCG00000004566	108
ENSSSCG00000004567	13
ENSSSCG00000004568	354
ENSSSCG00000004569	46
ENSSSCG00000004570	14756
ENSSSCG00000004571	299
ENSSSCG00000018544	0
ENSSSCG00000019618	0
ENSSSCG00000019471	0
ENSSSCG00000004572	1
ENSSSCG00000004573	0
ENSSSCG00000004574	928
ENSSSCG00000004575	2697
ENSSSCG00000004576	38
ENSSSCG00000004577	98
ENSSSCG00000004578	5940
ENSSSCG00000004579	0
ENSSSCG00000004580	0
ENSSSCG00000004581	0
ENSSSCG00000020189	0
ENSSSCG00000004582	119
ENSSSCG00000004583	87
ENSSSCG00000004584	0
ENSSSCG00000004585	82
ENSSSCG00000004586	45
ENSSSCG00000004587	819
ENSSSCG00000018846	0
ENSSSCG00000004588	65
ENSSSCG00000004589	197
ENSSSCG00000004590	56
ENSSSCG00000004591	24
ENSSSCG00000004592	94
ENSSSCG00000004593	10
ENSSSCG00000004594	0
ENSSSCG00000004595	599
ENSSSCG00000004596	7
ENSSSCG00000019377	0
ENSSSCG00000004597	0
ENSSSCG00000004598	13
ENSSSCG00000004599	85
ENSSSCG00000004600	633
ENSSSCG00000018304	0
ENSSSCG00000004601	0
ENSSSCG00000019826	0
ENSSSCG00000004602	3
ENSSSCG00000018434	0
ENSSSCG00000020082	0
ENSSSCG00000004603	299
ENSSSCG00000004604	43
ENSSSCG00000004605	1
ENSSSCG00000004606	2
ENSSSCG00000004607	104
ENSSSCG00000004608	7
ENSSSCG00000004609	150
ENSSSCG00000004610	757
ENSSSCG00000018806	0
ENSSSCG00000004611	73
ENSSSCG00000004612	41
ENSSSCG00000004613	202
ENSSSCG00000004614	0
ENSSSCG00000004615	0
ENSSSCG00000004616	0
ENSSSCG00000004617	620
ENSSSCG00000004618	590
ENSSSCG00000004619	575
ENSSSCG00000004620	733
ENSSSCG00000004621	0
ENSSSCG00000004622	128
ENSSSCG00000004623	0
ENSSSCG00000004624	898
ENSSSCG00000004625	89
ENSSSCG00000004626	271
ENSSSCG00000004627	64
ENSSSCG00000004628	20
ENSSSCG00000004629	7
ENSSSCG00000004630	2
ENSSSCG00000004631	182
ENSSSCG00000004632	0
ENSSSCG00000004633	14
ENSSSCG00000004634	168
ENSSSCG00000004635	246
ENSSSCG00000004636	560
ENSSSCG00000004637	4794
ENSSSCG00000020575	0
ENSSSCG00000004638	2
ENSSSCG00000004639	401
ENSSSCG00000004640	36
ENSSSCG00000004641	0
ENSSSCG00000004642	0
ENSSSCG00000004643	0
ENSSSCG00000004644	0
ENSSSCG00000004645	33
ENSSSCG00000004646	1
ENSSSCG00000004647	112
ENSSSCG00000004648	5
ENSSSCG00000004649	66
ENSSSCG00000004650	41
ENSSSCG00000004651	94
ENSSSCG00000004652	172
ENSSSCG00000004653	629
ENSSSCG00000004654	11
ENSSSCG00000004655	3
ENSSSCG00000004656	96
ENSSSCG00000004657	28
ENSSSCG00000004658	36767
ENSSSCG00000004659	10
ENSSSCG00000004660	0
ENSSSCG00000004661	109
ENSSSCG00000004662	54
ENSSSCG00000004663	27
ENSSSCG00000019772	0
ENSSSCG00000020376	0
ENSSSCG00000004664	0
ENSSSCG00000004665	766
ENSSSCG00000004666	164
ENSSSCG00000004667	39
ENSSSCG00000004668	73
ENSSSCG00000004669	60
ENSSSCG00000004670	0
ENSSSCG00000018328	0
ENSSSCG00000004671	54
ENSSSCG00000004672	51
ENSSSCG00000004673	1
ENSSSCG00000004674	21
ENSSSCG00000004675	0
ENSSSCG00000004676	0
ENSSSCG00000004677	0
ENSSSCG00000004678	0
ENSSSCG00000019275	0
ENSSSCG00000004679	3
ENSSSCG00000004680	0
ENSSSCG00000004681	0
ENSSSCG00000004682	569
ENSSSCG00000004683	0
ENSSSCG00000004684	185
ENSSSCG00000004685	108
ENSSSCG00000004686	42
ENSSSCG00000004687	526
ENSSSCG00000004688	0
ENSSSCG00000004689	137
ENSSSCG00000004690	94
ENSSSCG00000004691	122
ENSSSCG00000004692	45
ENSSSCG00000004693	58
ENSSSCG00000004694	0
ENSSSCG00000004695	30
ENSSSCG00000004696	260
ENSSSCG00000004697	100
ENSSSCG00000004698	63
ENSSSCG00000018734	312
ENSSSCG00000004699	0
ENSSSCG00000004700	5881
ENSSSCG00000018230	0
ENSSSCG00000004701	46
ENSSSCG00000019464	0
ENSSSCG00000004702	0
ENSSSCG00000004703	0
ENSSSCG00000004704	32
ENSSSCG00000004705	1970
ENSSSCG00000020607	0
ENSSSCG00000004706	271
ENSSSCG00000020229	0
ENSSSCG00000004707	151
ENSSSCG00000004708	119
ENSSSCG00000004709	93
ENSSSCG00000004710	37
ENSSSCG00000004711	27
ENSSSCG00000004712	0
ENSSSCG00000004713	16
ENSSSCG00000004714	1
ENSSSCG00000004715	70
ENSSSCG00000004716	2
ENSSSCG00000004717	227
ENSSSCG00000004718	109
ENSSSCG00000004719	44
ENSSSCG00000004720	47
ENSSSCG00000004721	21
ENSSSCG00000004722	30
ENSSSCG00000004723	17
ENSSSCG00000004724	63
ENSSSCG00000004725	821
ENSSSCG00000004726	146
ENSSSCG00000004727	208
ENSSSCG00000004728	1
ENSSSCG00000004729	7
ENSSSCG00000004730	245
ENSSSCG00000004731	221
ENSSSCG00000004732	0
ENSSSCG00000004733	0
ENSSSCG00000004734	0
ENSSSCG00000004735	143
ENSSSCG00000004736	0
ENSSSCG00000004737	2
ENSSSCG00000004738	80
ENSSSCG00000004739	304
ENSSSCG00000004740	39
ENSSSCG00000004741	3
ENSSSCG00000004742	51
ENSSSCG00000018507	0
ENSSSCG00000004743	2
ENSSSCG00000004744	170
ENSSSCG00000004745	141
ENSSSCG00000004746	0
ENSSSCG00000004747	245
ENSSSCG00000019929	0
ENSSSCG00000019236	0
ENSSSCG00000004748	59
ENSSSCG00000004749	103
ENSSSCG00000004750	23
ENSSSCG00000004751	791
ENSSSCG00000004752	1
ENSSSCG00000004753	186
ENSSSCG00000020005	0
ENSSSCG00000004754	159
ENSSSCG00000004755	0
ENSSSCG00000019390	0
ENSSSCG00000004756	12
ENSSSCG00000004757	194
ENSSSCG00000004758	0
ENSSSCG00000004759	0
ENSSSCG00000004760	0
ENSSSCG00000004761	21
ENSSSCG00000004762	17
ENSSSCG00000004763	1
ENSSSCG00000004764	26
ENSSSCG00000004765	30
ENSSSCG00000004766	16
ENSSSCG00000004767	8
ENSSSCG00000004768	11
ENSSSCG00000004769	22
ENSSSCG00000004770	3
ENSSSCG00000019979	0
ENSSSCG00000004771	104
ENSSSCG00000004772	156
ENSSSCG00000004773	0
ENSSSCG00000004774	31
ENSSSCG00000004775	26
ENSSSCG00000004776	4
ENSSSCG00000004777	76
ENSSSCG00000004778	9
ENSSSCG00000004779	0
ENSSSCG00000004780	60
ENSSSCG00000004781	0
ENSSSCG00000004782	95
ENSSSCG00000004783	0
ENSSSCG00000004784	59
ENSSSCG00000004785	385
ENSSSCG00000004786	153
ENSSSCG00000004787	51
ENSSSCG00000004788	2
ENSSSCG00000018837	0
ENSSSCG00000004789	180322
ENSSSCG00000004791	0
ENSSSCG00000004792	169
ENSSSCG00000004793	206
ENSSSCG00000004794	0
ENSSSCG00000018872	0
ENSSSCG00000019801	0
ENSSSCG00000004795	35
ENSSSCG00000004796	0
ENSSSCG00000018908	0
ENSSSCG00000004797	0
ENSSSCG00000019291	0
ENSSSCG00000018160	0
ENSSSCG00000019005	0
ENSSSCG00000004798	11
ENSSSCG00000004799	25
ENSSSCG00000004800	432
ENSSSCG00000004801	262
ENSSSCG00000004802	200
ENSSSCG00000004803	3022
ENSSSCG00000004804	2777
ENSSSCG00000004805	0
ENSSSCG00000004806	146
ENSSSCG00000004807	1
ENSSSCG00000004808	0
ENSSSCG00000004809	10
ENSSSCG00000004810	0
ENSSSCG00000004811	0
ENSSSCG00000004812	1247
ENSSSCG00000004813	27
ENSSSCG00000004814	403
ENSSSCG00000004815	658
ENSSSCG00000004816	13
ENSSSCG00000018345	0
ENSSSCG00000004817	38
ENSSSCG00000004818	14
ENSSSCG00000019757	0
ENSSSCG00000004819	0
ENSSSCG00000004820	44
ENSSSCG00000004821	33
ENSSSCG00000004822	216
ENSSSCG00000019106	0
ENSSSCG00000018227	0
ENSSSCG00000004823	284
ENSSSCG00000004824	174
ENSSSCG00000004825	1253
ENSSSCG00000004826	395
ENSSSCG00000018906	0
ENSSSCG00000019280	0
ENSSSCG00000018975	0
ENSSSCG00000004827	0
ENSSSCG00000004828	0
ENSSSCG00000004829	23
ENSSSCG00000004830	1162
ENSSSCG00000004831	1
ENSSSCG00000004832	514
ENSSSCG00000019388	0
ENSSSCG00000019409	0
ENSSSCG00000019878	0
ENSSSCG00000019155	0
ENSSSCG00000020399	0
ENSSSCG00000018361	0
ENSSSCG00000019818	0
ENSSSCG00000018174	1
ENSSSCG00000018351	0
ENSSSCG00000020442	0
ENSSSCG00000020119	0
ENSSSCG00000018141	0
ENSSSCG00000004833	238
ENSSSCG00000019192	0
ENSSSCG00000004834	144
ENSSSCG00000004835	22
ENSSSCG00000004836	0
ENSSSCG00000004838	34
ENSSSCG00000004839	0
ENSSSCG00000019568	0
ENSSSCG00000004840	2
ENSSSCG00000004841	27
ENSSSCG00000004842	176
ENSSSCG00000004843	1
ENSSSCG00000019509	0
ENSSSCG00000004844	345
ENSSSCG00000004845	154
ENSSSCG00000004846	51
ENSSSCG00000004847	73
ENSSSCG00000004848	43
ENSSSCG00000004849	0
ENSSSCG00000004850	0
ENSSSCG00000004851	1
ENSSSCG00000004852	52
ENSSSCG00000004853	215
ENSSSCG00000004854	1183
ENSSSCG00000004855	109
ENSSSCG00000004856	53
ENSSSCG00000004857	35
ENSSSCG00000004858	107
ENSSSCG00000004859	94
ENSSSCG00000019804	0
ENSSSCG00000004860	12
ENSSSCG00000004861	249
ENSSSCG00000004862	325
ENSSSCG00000004863	37
ENSSSCG00000004864	20
ENSSSCG00000018662	0
ENSSSCG00000004865	61
ENSSSCG00000004866	50
ENSSSCG00000004867	0
ENSSSCG00000004868	41
ENSSSCG00000004869	0
